",,,,,
Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Postes Approuvés"
Québec,"   Bas salaire","Manufacture Frameco Ltée","Saint-Joseph-de-Beauce, QC G0S 2V0","9612-Manoeuvres en métallurgie",1
Québec,"   Bas salaire","Marquis imprimeur inc.","Montmagny, QC G5V 4T1","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",4
Québec,"   Bas salaire","Menuiserox inc","Beauceville, QC G5X 2S9","9437-Opérateurs de machines à travailler le bois",1
Québec,"   Bas salaire","MÉTAL SIGMA INC","Saint-Jean-sur-Richelieu, QC J2X 5M3","9416-Opérateurs de machines à travailler les métaux légers et lourds, et de machines de formage",5
Québec,"   Bas salaire","Métallurgie Castech Inc.","Plessiville, QC G6L 2Y6","9412-Ouvriers de fonderies",3
Québec,"   Bas salaire","Meubles BDM + inc.","Louiseville, QC J5V 2L4",6345-Tapissiers-garnisseurs,22
Québec,"   Bas salaire","Meunerie Cacouna 2009 inc.","Cacouna, QC G0L 1G0",7452-Manutentionnaires,1
Québec,"   Bas salaire","Meunerie Gérard Soucy inc","Ste-Croix, QC G0S 2H0",7452-Manutentionnaires,2
Québec,"   Bas salaire","Minimaliste Inc.","Saint-Pierre-Île-d'Orléans, QC G0A 4E0",7271-Charpentiers-menuisiers,1
Québec,"   Bas salaire","Multi-Logis Inc","Sept-Iles, QC G4R 1M5","6733-Concierges et surintendants d'immeubles",1
Québec,"   Bas salaire","Natart Juvenile Inc","Princeville, QC G6L 3V8","9437-Opérateurs de machines à travailler le bois",1
Québec,"   Bas salaire","Nature 3M inc.","Normandin, QC G8M 4H9","6342-Tailleurs, couturiers, fourreurs et modistes",5
Québec,"   Bas salaire","Neko Colors Inc.","Montréal, QC H8N 3A9","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",1
Québec,"   Bas salaire","NETTOYAGE PROFESSIONNEL ADRIAN BECERRA INC","Montréal, QC H4V 2S8","6315-Surveillants des services de nettoyage",1
Québec,"   Bas salaire","NMP Golf Construction Inc.","Sainte-Madeleine, QC J0H 1S0","8612-Manoeuvres en aménagement paysager et en entretien des terrains",15
Québec,"   Bas salaire","NORDIC MOTEL INC","CHIBOUGAMAU, QC G8P 1R6","6525-Réceptionnistes d'hôtel",1
Québec,"   Bas salaire","Normandin Transit Inc.","Napierville, QC J0J 1L0","7511-Conducteurs de camions de transport",1
Québec,"   Bas salaire","Novatech Canada Inc.","Sainte-Julie, QC J3E 0C6","7611-Aides de soutien des métiers et manoeuvres en construction",3
Québec,"   Bas salaire","Olymel s.e.c / l.p","St-Hyacinthe, QC J2S 4B6","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",25
Québec,"   Bas salaire","Optiplast 2012 inc.","St-Lazare, QC G0R 3J0","9535-Assembleurs, finisseurs et contrôleurs de produits en plastique",1
Québec,"   Bas salaire","Optique Télécom Inc.","Magog, QC J1X 0A9","7247-Techniciens en montage et en entretien d'installations de câblodistribution",1
Québec,"   Bas salaire","Ordimedia Plus Inc.","Québec, QC G1V 1V6","2282-Agents de soutien aux utilisateurs",1
Québec,"   Bas salaire","Panexpert Inc.","St-Isidore, QC J0L 2A0","9533-Monteurs et contrôleurs d'autres produits en bois",3
Québec,"   Bas salaire","Papillon international inc.","Montréal, QC H2H 1W3","1521-Expéditeurs et réceptionnaires",1
Québec,"   Bas salaire","Paysages Rossignol Inc.","St-André-Avellin, QC J0V 1W0","8612-Manoeuvres en aménagement paysager et en entretien des terrains",6
Québec,"   Bas salaire","Peinture Industrielle DJ inc","Lévis, QC G7A 5K6","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",3
Québec,"   Bas salaire","Pépinière Janelle et fils inc","St-Germain-de-Grantham, QC J0C 1K0","8612-Manoeuvres en aménagement paysager et en entretien des terrains",2
Québec,"   Bas salaire","Pépinière Jardin 2000 inc","SAINTE-JULIE, QC J3E 1Y2","9612-Manoeuvres en métallurgie",4
Québec,"   Bas salaire","Performance Packaging Inc.","Cowansville, QC J2K 1A8","9422-Opérateurs de machines de traitement des matières plastiques",2
Québec,"   Bas salaire","PH Tech inc.","Lévis, QC G6V 9G9","9422-Opérateurs de machines de traitement des matières plastiques",1
Québec,"   Bas salaire","Philippe Trépanier Inc.","Saguenay, QC G7X 7W4","9612-Manoeuvres en métallurgie",2
Québec,"   Bas salaire","Pierre Naud Inc.","Shawinigan, QC G9P 0H7","9537-Monteurs, finisseurs et contrôleurs de produits divers",14
Québec,"   Bas salaire","Produits Thermovision Inc.","St-Jean-sur-Richelieu, QC J3B 7X4","9535-Assembleurs, finisseurs et contrôleurs de produits en plastique",5
Québec,"   Bas salaire","Progazon Saint-Bruno Inc.","SAINT-LAMBERT, QC J4R 1A7","8612-Manoeuvres en aménagement paysager et en entretien des terrains",3
Québec,"   Bas salaire","Pultrall Inc.","Thetford Mines, QC G6G 6Z5","9615-Manoeuvres dans la fabrication des produits en caoutchouc et en plastique",3
Québec,"   Bas salaire","RAD Technologies Inc","Thetford Mines, QC G6G 5R7","9536-Peintres, enduiseurs et opérateurs de postes de contrôle dans le finissage du métal - secteur industriel",4
Québec,"   Bas salaire","Reboisement les Cents Frontières Inc.","Québec, QC G1M 3B1","8612-Manoeuvres en aménagement paysager et en entretien des terrains",6
Québec,"   Bas salaire","Récupération Frontenac Inc","Thetford Mines, QC G6G 7Y3","7311-Mécaniciens de chantier et mécaniciens industriels",1
Québec,"   Bas salaire","Rembourrage J.A. Martineau inc.","Saint-Germain-de-Grantham, QC J0C 1K0",6345-Tapissiers-garnisseurs,1
Québec,"   Bas salaire","Rembourrages Experts Amobi inc","Rouyn-Noranda, QC J9X 7C5",6345-Tapissiers-garnisseurs,1
Québec,"   Bas salaire","Résidence à la Bonne Étoile Inc","LaSalle, QC H8P 3B2","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",1
Québec,"   Bas salaire","Résidence Angelica Inc.","Montréal, QC H1H 1B1","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",1
Québec,"   Bas salaire","Résidence Fleurie Inc.","Montréal, QC H1B 2Z2","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",3
Québec,"   Bas salaire","Résidence Les Jardins, SEC","Brossard, QC J4W 1M9","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",1
Québec,"   Bas salaire","RESTAURANT GINZA SUSHI 2 INC","Longueuil, QC J4H 1M9",6322-Cuisiniers,1
Québec,"   Bas salaire","Roulottes E. Turmel inc.","Château-Richer, QC G0A 1N0","7384-Autre personnel des métiers et personnel assimilé, n.c.a.",1
Québec,"   Bas salaire","RPADS Proprio 6, SEC","Montréal, QC H5B 1B2","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",2
Québec,"   Bas salaire","RPADS Proprio 8, SEC. (Château Baie-Comeau)","Montréal, QC H5B 1B3","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",1
Québec,"   Bas salaire","Saguenay Lac St-Jean Reservation Inc.","Saint-Félicien, QC G8K 2C1","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",4
Québec,"   Bas salaire","SAJB INC","DRUMMONDVILLE, QC J2C 7G3","9523-Assembleurs, monteurs, contrôleurs et vérificateurs de matériel électronique",1
Québec,"   Bas salaire","Salade Etcetera ! Inc.","St-Patrice Sherrington, QC J0L 2N0","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",11
Québec,"   Bas salaire","SANI-ECO INC.","Granby, QC J2G 3Z6","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",4
Québec,"   Bas salaire","SANIPRO SERVICE PROFESSIONNEL DE NETTOYAGE INC.","Joliette, QC J6E 4M5","6733-Concierges et surintendants d'immeubles",1
Québec,"   Bas salaire","Semences Prograin Inc.","SAINT-CÉSAIRE, QC J0L 1T0",7452-Manutentionnaires,1
Québec,"   Bas salaire","Service d'entretien Clean International inc.","LÉVIS, QC G6Z 2Y8","6732-Nettoyeurs spécialisés",1
Québec,"   Bas salaire","Services d'Entretien Santraca inc.","Montréal, QC H1T 1B8","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",5
Québec,"   Bas salaire","Simard Suspensions inc","Baie-St-Paul, QC G3Z 2W9","9612-Manoeuvres en métallurgie",2
Québec,"   Bas salaire","Simmer International Inc.","Nicolet, QC J3T 1B4","9463-Ouvriers dans les usines de transformation du poisson et de fruits de mer",2
Québec,"   Bas salaire","Sitec North America Inc.","Montreal, QC H3A 2M8","9611-Manoeuvres dans le traitement des métaux et des minerais",8
Québec,"   Bas salaire","Solutions Préfab AmeriCan Structures inc.","Thetford Mines, QC G6H 1A3","9533-Monteurs et contrôleurs d'autres produits en bois",6
Québec,"   Bas salaire","Soucy Belgen inc.","Drummondville, QC J2B 1T8","9412-Ouvriers de fonderies",1
Québec,"   Bas salaire","St. Patrick's Retirement Group","Québec, QC G1R 5N2","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",1
Québec,"   Bas salaire","STELPRO DESIGN INC.","St-Bruno-de-Montarville, QC J3V 6L7","9524-Monteurs et contrôleurs dans la fabrication de matériel, d'appareils et d'accessoires électriques",19
Québec,"   Bas salaire","Structure Alternative Montérégie (1996) Inc.","Ange-Gardien, QC J0E 1E0","9533-Monteurs et contrôleurs d'autres produits en bois",2
Québec,"   Bas salaire","Structure Kefor Inc.","St-Isidore, QC J0L 2A0","9533-Monteurs et contrôleurs d'autres produits en bois",2
Québec,"   Bas salaire","STRUCTURES FERMETEC INC.","Saint-Lin-des-Laurentides, QC J5M 2S9","9533-Monteurs et contrôleurs d'autres produits en bois",5
Québec,"   Bas salaire","Structures St-Joseph Ltée","St-Joseph-de-Beauce, QC G0S 2V0","7611-Aides de soutien des métiers et manoeuvres en construction",2
Québec,"   Bas salaire","Structures Ultratec inc.","Laurier-Station, QC G0S 1N0","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",12
Québec,"   Bas salaire","Teknion Groupe Québec inc.","Levis, QC G6Y 9E8","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",2
Québec,"   Bas salaire","Teknion Roy & Breton Inc.","SAINT-VALLIER, QC G0R 4J0","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",4
Québec,"   Bas salaire","Toiture Mauricie S. Garceau inc.","Shawinigan, QC G0X 1L0","7611-Aides de soutien des métiers et manoeuvres en construction",2
Québec,"   Bas salaire","Toitures Larose M.R. inc","Bromont, QC J2L 1X3","7611-Aides de soutien des métiers et manoeuvres en construction",10
Québec,"   Bas salaire","Toitures S. Numainville & fils 2013 inc","Les Coteaux, QC J7X 1A8","7611-Aides de soutien des métiers et manoeuvres en construction",4
Québec,"   Bas salaire","TRANSPORT BOURASSA INC.","St-Jean-sur-Richelieu, QC J3B 8G3","7612-Autres manoeuvres et aides de soutien de métiers",5
Québec,"   Bas salaire","Transport Guilbault inc.","Québec, QC G1N 4G6","7511-Conducteurs de camions de transport",2
Québec,"   Bas salaire","TSMO inc.","Gatineau, QC J9A 3V4","7512-Conducteurs d'autobus et opérateurs de métro et autres transports en commun",1
Québec,"   Bas salaire","USINATECH Inc.","Melbourne, QC J0B 2B0","9417-Opérateurs de machines d'usinage",11
Québec,"   Bas salaire","V. Martin & Fils Auto Inc. (1985)","Témiscouata-sur-le-Lac, QC G0L 1X0","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Québec,"   Bas salaire","Valléé Automobile Inc.","Saint-Georges, QC G5Y 2N7","6315-Surveillants des services de nettoyage",2
Québec,"   Bas salaire","VARIETES DESCHESNES (1988) INC.","LA SARRE, QC J9Z 1L1","6211-Superviseurs des ventes - commerce de détail",1
Québec,"   Bas salaire","Vegpro International Inc.","Sherrington, QC J0L 2N0","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",14
Québec,"   Bas salaire","Viande Richelieu Inc","Massueville, QC J0G 1K0","9462-Bouchers industriels, dépeceurs-découpeurs de viande, préparateurs de volaille et personnel assimilé",6
Québec,"   Bas salaire","Villa Domaine St-Grégoire SENC","Bécancour, QC G9H 1X4","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",3
Québec,"  Agriculture primaire"," Les Potagers G.P.S. Turcot Inc","L'ASSOMPTION, QC J5W 4Z2","8431-Ouvriers agricoles",2
Québec,"  Agriculture primaire","(9386-9584 Québec inc.) Les Jardins Hervieux","L'ASSOMPTION, QC J5W 1Z8","8431-Ouvriers agricoles",5
Québec,"  Agriculture primaire","2425-5911 Québec Inc.","ST-ALEXIS, QC J0K 1T0","8431-Ouvriers agricoles",2
Québec,"  Agriculture primaire","2731-4822 Québec inc. (Ferme Fiset-Lyster)","Inverness, QC G0S 1K0","8431-Ouvriers agricoles",3
Québec,"  Agriculture primaire","2756-2396 Québec Inc. (René Riopel)","Saint-Alexis, QC J0K 1T0","8431-Ouvriers agricoles",3
Québec,"  Agriculture primaire","2865-8573 Québec Inc. (Agrivente enr.)","SAINT-ALBAN, QC G0A 3B0","8431-Ouvriers agricoles",1
Québec,"  Agriculture primaire","2945-0236 Québec Inc. (Ferme Descôté)","Stoke, QC J0B 3G0","8431-Ouvriers agricoles",1
Québec,"  Agriculture primaire","2946-4153 Québec Inc. (Ferme Maltais)","HÉBERTVILLE-STATION, QC G0W 1T0","8431-Ouvriers agricoles",1
Québec,"  Agriculture primaire","2948-1330 Québec inc. (Les Fermes Guylain Gariépy enr.)","St Roch de l'Achigan, QC J0K 3H0","8431-Ouvriers agricoles",3
Québec,"  Agriculture primaire","2959-4363 Québec Inc.","SAINT-LOUIS-DE-GONZAGUE, QC J0S 1T0","8431-Ouvriers agricoles",2
Québec,"  Agriculture primaire","2959-8463 Québec Inc. (Ferme Del Rio enr)","SAINT-EUGÈNE-DE-GUIGUES, QC J0Z 3L0","8431-Ouvriers agricoles",1
Québec,"  Agriculture primaire","2960-9237 Québec inc. (Ferme Serjean enr.)","SAINT-AMBROISE-DE-KILDARE, QC J0K 1C0","8431-Ouvriers agricoles",2
Québec,"  Agriculture primaire","5 Points Cannabis Inc.","PIERREVILLE, QC J0G 1J0","8431-Ouvriers agricoles",1
Québec,"  Agriculture primaire","5 Points Cannabis Inc.","PIERREVILLE, QC J0G 1J0","8432-Ouvriers de pépinières et de serres",15
Québec,"  Agriculture primaire","6745369 Canada Inc.","Stoke, QC J0B 3G0","8431-Ouvriers agricoles",4
Québec,"  Agriculture primaire","7320141 Canada Inc.","Stoke, QC J0B 3G0","8431-Ouvriers agricoles",3
Québec,"  Agriculture primaire","9001-0489 Québec inc.","LES HAUTEURS, QC G0K 1C0","8431-Ouvriers agricoles",1
Québec,"  Agriculture primaire","9005-4784 QUÉBEC INC","St-Alexandre, QC G0L 2G0","8431-Ouvriers agricoles",1
Québec,"  Agriculture primaire","9008-1951 Québec Inc","La Présentation, QC J0H 1B0","8431-Ouvriers agricoles",10
Québec,"  Agriculture primaire","9009-3964 Québec inc.","ST-AMBROISE-DE-KILDARE, QC J0K 1C0","8431-Ouvriers agricoles",3
Québec,"  Agriculture primaire","9022-2662 Québec Inc. (Vergers Claude Tougas)","Dunham, QC J0E 1M0","8431-Ouvriers agricoles",10
Québec,"  Agriculture primaire","9029-0354 Québec Inc. (Ferme L & R Bessette)","ST-JEAN-SUR-RICHELIEU, QC J2X  5T","8431-Ouvriers agricoles",4
Québec,"  Agriculture primaire","9035-1990 Québec inc","St-Ubalde, QC G0A 4L0","8431-Ouvriers agricoles",3
Québec,"  Agriculture primaire","9042-9226 Québec inc.","Stoke, QC J0B 3G0","8431-Ouvriers agricoles",2
Québec,"  Agriculture primaire","9050-3913 Québec Inc.","Princeville, QC G6L 4C5","8431-Ouvriers agricoles",1
Québec,"  Agriculture primaire","9054-2291 Québec Inc. (Domaine de Lavoie)","Rougemont, QC J0L 1M0","8431-Ouvriers agricoles",6
Québec,"  Agriculture primaire","9072-4980 Québec inc. (Ferme Lucibel)","Chicoutimi, QC G7H  5A","8431-Ouvriers agricoles",1
Québec,"  Agriculture primaire","9078-0057 Québec Inc.","Alma, QC G8B 5V2","8431-Ouvriers agricoles",1
Québec,"  Agriculture primaire","9085-0710 Québec Inc. (Ferme Poissant)","Saint-Philippe, QC J0L 2K0","8431-Ouvriers agricoles",2
Québec,"  Agriculture primaire","9092-1248 Québec Inc. (Productions Rivard)","SAINT-AMBROISE, QC G7P 2A2","8431-Ouvriers agricoles",7
Québec,"  Agriculture primaire","9094-0875 Québec Inc (Verger Saab)","Montréal, QC H3M 1B4","8611-Manoeuvres à la récolte",2
Québec,"  Agriculture primaire","9095-2300 QUEBEC INC","St-Francois rivière du Sud, QC G0R 3A0","8431-Ouvriers agricoles",1
Québec,"  Agriculture primaire","9095-6582 Québec inc","Roxton Pond, QC J0E 1Z0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Québec,"  Agriculture primaire","9099-5952 Québec Inc. (Ferme A.D.S. Minier)","SAINT-EDMOND-LES-PLAINES, QC G0W 2M0","8431-Ouvriers agricoles",1
Québec,"  Agriculture primaire","9106-6142 QUEBEC INC","St-Louis-de-Gonzague, QC J0S 1T0","8431-Ouvriers agricoles",1
Québec,"  Agriculture primaire","9106-6340 Québec inc. (Ferme Mileau)","SAINT-AMBROISE-DE-KILDARE, QC J0K 1C0","8431-Ouvriers agricoles",1
Québec,"  Agriculture primaire","9115-5499 Québec inc (Atocas Mistassini)","Ste-Jeanne D'arc, QC G0W 1E0","8431-Ouvriers agricoles",3
Québec,"  Agriculture primaire","9128-1071 Québec Inc. (David Côté)","Saint-Paul-d'Abbotsford, QC J0E 1E0","8431-Ouvriers agricoles",10
Québec,"  Agriculture primaire","9135-1551 Québec Inc. (Pépinière Premier Plant)","Charlemagne, QC J5Z 4B2","8431-Ouvriers agricoles",1
Québec,"  Agriculture primaire","9146-2275 Québec Inc. (Vergers Petit et Fils)","Mont Saint-Hilaire, QC J3G 4S6","8431-Ouvriers agricoles",2
