Newfoundland and Labrador,, 
Octo Development Inc.,"95 Westbury Court, Richmond Hill, ON  L4S 2L3",1
Odessa 13 Productions Inc.,"147 Liberty Street, Toronto, ON  M6K 3G3",1
Odessa 13 Productions Inc.,"30 Booth Avenue, Suite 204, Toronto, ON  M4M 2M2",1
Oh! Bombay,"2355 Derry Road East, Suite 12, Mississauga, ON  L5S 1V6",3
OHL-FCC LP,"5945 Airport Road, Suite 144, Mississauga, ON  L4V 1R9",1
Oldwood Farms Inc.,"289 Du Golf Road, Hammond, ON  K0A 2A0",2
Olive Grove Hydroponics,"351 Talbot Street West, Leamington, ON  N8H 4H3",26
Olkaga Country Market,"402346 Grey Road 4, RR 1, Hanover, ON  N4N 3B8",6
Olszowka Poultry Inc,"977 Windham East 1/4 Line Road, RR 4, Simcoe, ON  N3Y 4K3",7
OMERS Capital Markets,"200 Bay Street, North Tower, Suite 2300, Toronto, ON  M5J 2J2",1
On Time Construction Ltd,"16219 Airport Road, Caledon East, ON  L7C 2Y2",1
One Advertising Inc.,"70 Richmond Street East, Main Floor, Toronto, ON  M5C 1N8",1
O'Neilland Farms,"7807 8th Line, RR 3, Chatham, ON  N7M 5J6",27
OneMethod,"420 Wellington Street West, Toronto, ON  M5V 1E3",1
Ont Popping Corn,"315 Norfolk County Road 60, RR 1, Walsingham, ON  N0E 1X0",1
Ontario Impex of Canada Ltd.,"19 Victoria Crescent, Brampton, ON  L6T 1E2",2
Ontario Inc Home of Hot Taste,"206 Cummer Avenue, Toronto, ON  M2M 2E7",1
Ontario Institute for Cancer Research,"661 University Avenue, Suite 510, Toronto, ON  M2N 6Y8",4
Ontario Plants Propagation Limited,"38024 John Wise Line, St. Thomas, ON  N5P 3T2",96
Ontario Potato Dist (Alliston) Inc 1991,"6735 12th Line, Box 871, Alliston, ON  L9R 1W1",6
Ontario Power Generation,"700 University Avenue, Suite H17, Toronto, ON  M5G 1X6",1
Ontario Public Service - MTO,"393 University Avenue, Suite 1802, Toronto, ON  M5G 1E6",1
Ontario Teachers Pension Plan Board,"5650 Yonge Street, 4th Floor, Toronto, ON  M2M 4H5",3
Ontree,"22 Passmore Avenue, Toronto, ON  M1V 4T1",1
OPC TV Inc.,"125 George Street, Toronto, ON  M5A 2N4",13
Openview Contracting Ltd.,"261 Holland Street West, Bradford, ON  L3Z 1H9",1
Opera Atelier,"157 King Street East, 4th Floor, Toronto, ON  M5C 1G9",5
Oplenac Serbian Cultural Association of Metropolitan Toronto and Mississauga,"895 Rangeview Road, Mississauga, ON  L5E 1H1",1
Orange Hill Farms,"515 Maitland Avenue, Listowel, ON  N9W 2M7",2
Orangeline Farms Limited,"627 County Road 14, RR 5, Leamington, ON  N8H 3V8",60
Orchalaw Farms,"9726 Heritage Road, RR 2, Brampton, ON  L6X 0A2",2
Orchard Home Farm,"235 Howell Road, St. George, ON  N0E 1N0",2
Orchard Park Growers Ltd,"1688 Gregory Road, St. Catharines, ON  L2R 6P9",29
Orient Overseas Container Line,"703 Evans Avenue, Suite 300, Toronto, ON  M9C 5E9",1
Orleans Fruit Farm,"1399 St. Joseph Boulevard, Orleans, ON  K1C 7K9",12
Orphan Black III Productions Limited,"225 Commissioners Street, Suite 201, Toronto, ON  M4M 0A1",2
Osteria Ciceri E Tria - La Bettola di Terroni,"720 Queen Street West, Toronto, ON  M6J 1E8",1
Ottawa Athletic Club,"2525 Lancaster Road, Ottawa, ON  K1B 4L5",1
Otto's Masonry,"95 Thorncliffe Park Drive, Suite 3806, Toronto, ON  M4H 1L7",1
Our House Media Inc.,"124 Merton Street, Suite 203, Toronto, ON  M4S 2Z2",1
Overholt Orchards Inc,"1629 Gregory Road, RR 3, St. Catharines, ON  L2R 6P9",40
OVEST,"788 King Street West, Toronto, ON  M5V 1N6",2
Owasco Inc,"2030 Champlain Avenue, Whitby, ON  L1N 6A7",1
Oxford Properties Group,"200 Bay Street, Suite 900, Toronto, ON  M5J 2J2",1
Oxley Farms,"533 County Road 50 East, RR 1, Harrow, ON  N0R 1G0",5
Oxley Wridge Farms Ltd,"768 County Road 50 East, RR 1, Harrow, ON  N0R 1G0",12
Ozen Korean Japanese Cuisine,"607 Richmond Street, London, ON  N6A 3G3",1
P & H Farms,"1170 4th Line, Port Hope, ON  L1A 3V7",2
P & S VanBerlo Ltd,"325 Concession 13, Townsend RR 4, Simcoe, ON  N3Y 4K3",61
P Ravensbergen & Sons Ltd,"2873 South Grimsby Road 10, Smithville, ON  L0R 2A0",11
P.A.T. Oriental Food Market,"333 Dundas Street East, Mississauga, ON  L5A 1X1",2
P209 Inc,"391 Concession 2, Scotland, ON  N0E 1R0",6
Paimogo General Contracting Ltd.,"1238 Dundas Street West, Toronto, ON  M6J 1X5",1
Pain Care Clinics,"6981 Millcreek Drive, Suite 2, Mississauga, ON  L5N 6B8",1
Pais Farms Inc,"111 13th Concession, RR 4, Simcoe, ON  N3Y 4K3",3
Pai-Shau Inc.,"250 The Esplanade, Suite 310, Toronto, ON  M5A 4J6",1
Palatine Fruit & Roses,"2108 Four Mile Creek Road, Niagara-on-the-Lake, ON  L0S 1J0",6
Paliwal Technologies Inc.,"711 Winterton Way, Mississauga, ON  L5R 3H7",1
Palumbo Farms,"1160 River Road, RR 4, Bradford, ON  L3Z 2A6",3
Pantos Logistics Canada Inc.,"105 Queens Plate Drive, Suite 2, Etobicoke, ON  M9W 7K4",5
Paradise Contracting Ltd.,"420 Main Street East, Suite 532, Milton, ON  L9T 5G3",4
Paragon Farms,"131 Brock Street, Box 239, Thamesford, ON  N0M 2M0",18
Paramount Fine Foods,"10 Four Seasons Place, Suite 601, Toronto, ON  M9B 6H7",1
Parchment,"2 Carlton Street, Suite 1406, Toronto, ON  M5B 1J3",1
Pardo's Berrie Farm,"7951 Talbot Trail, RR 1, Blenheim, ON  N0P 1A0",34
Parker Bee Apiaries Ltd,"3591 Mountain Road, Beamsville, ON  L0R 1B2",8
Parkhill Bakery Ltd o/a Subway Parkhill,"140 Parkhill Road West, Peterborough, ON  K9H 3G9",1
Parks Blueberries Ltd,"14815 Longwoods Road, RR 3, Bothwell, ON  N0P 1C0",14
Parkway Estate Vineyards Inc,"114 Ridge Road East, Grimsby, ON  L3M 4E7",3
Partners Film Inc.,"51 Mill Street, Suite 300, Toronto, ON  M5A 3C4",13
Patrick Pang Medicine Professional Corp.,"3700 Main Street, Niagara Falls, ON  L2G 6A8",1
Patterson Farms,"903 Concession 12, Waterford, ON  N0E 1Y0",3
Paul Bosc Estates,"Box 280, St. Davids, ON  L0S 1P0",4
Paul Watson Farms Ltd,"1583 Maple Grove Road, Bowmanville, ON  L1C 3K3",75
Pay the Ghost,"431 Queen Street West, Toronto, ON  M5V 2A5",1
Payal Banquet Halls Inc.,"3410 Semenyk Court, Mississauga, ON  L5C 4P9",1
Payroll Solutions International Inc.,"355 Elmira Road North, Unit 115, Guelph, ON  N1K 1S5",1
PAZ Roofing and Waterproofing Corporation,"8171 Yonge Street, Unit 357, Thornhill, ON  L3T 2C6",1
Peaktop Restaurant,"3255 Rutherford Road, Units 22-25, Building J, Vaughan, ON  L4K 5Y5",1
Pearl Family Vineyards Inc,"3953 Jordan Road, Jordan, ON  L0R 1S0",12
Pelee Island Winery & Vineyard Inc.,"455 Seacliff Drive, Kingsville, ON  N9Y 2K5",40
Pem Feed Screws,"2355 Derry Road East, Unit 12, Mississauga, ON  L5S 1V6",1
Penglad Farms Inc,"3930 9th Street, RR 3, St. Catharines, ON  L2R 6P9",10
Peninsula Peach,"4498 21st Street, Vineland Station, ON  L0R 2E0",24
Pepiniere Michel P Seguin Nursery,"2928 Seguin Road, RR 1, Fournier, ON  K0B 1G0",2
Per Se Catering,"411 Richmond Street East, Suite 3, Toronto, ON  M5A 3S5",1
Perfect Pick Farms Ltd,"8157 Inadale Drive, Mount Brydges, ON  N0L 1W0",40
Peri Formwork Systems Inc.,"45 Nixon Road, Bolton, ON  L7E 1K1",1
Peter & Jenny Bouw Farms Ltd,"1060 Highway 24 East, RR 1, Vittoria, ON  N0E 1W0",10
Peter Jennen Farms Inc,"11775 Base Line Road, Thamesville, ON  N0P 2K0",9
Pettitt Farms Inc,"108 Norfolk County Road 19 East, RR 1, Wilsonville, ON  N0E 1Z0",12
Pfenning's Organic Vegetables Inc,"1209 Waterloo Street, New Hamburg, ON  N3A 1T1",23
PG Enns Farms Ltd,"1301 Irvine Road, RR 5, Niagara-on-the-Lake, ON  L0S 1J0",40
PGB Group Inc.,"3973 Parkgate Drive, Mississauga, ON  L5N 7B7",1
PH Canada Company,"191 Creditview Road, Suite 100, Vaughan, ON  L4L 9T1",1
Pharmasave Cobourg Medical Pharmacy,"28 Rosecliffe Crescent, London, ON  N6K 3X6",1
Philly Farms Ltd,"PO Box 256, Langton, ON  N0E 1G0",6
Piccioni Bros Mushroom Farm Ltd,"355 Rock Chapel Road, RR 2, Dundas, ON  L9H 5E2",42
Pickering Orchards,"3060 Concession Road 7, Pickering, ON  L1Y 1C4",5
Picton Mahoney Asset Management,"33 Yonge Street, Suite 830, Toronto, ON  M5E 1G4",1
Pieper Nurseries Inc,"4763 Catherine Street, Dorchester, ON  N0L 1G6",27
Pier 27 Produce Group Inc,"272 King Street, Barrie, ON  L4N 6L2",4
Pihokker Farms Inc,"58126 Calton Line, RR 1, Vienna, ON  N0J 1Z0",18
Pikto Inc.,"22 Gristmill Lane, Toronto, ON  M5A 3C4",1
Pillitteri Estates Winery & Vineyard,"1696 Niagara Stone Road, RR 2, Niagara-on-the-Lake, ON  L0S 1J0",8
Pine Ridge Gardens Inc,"782 Diltz Road, RR 2, Dunnville, ON  N1A 2W2",6
Pine River Institute,"2 St. Clair Avenue East, Toronto, ON  M4T 2T5",1
Pinecrest Remembrance Services Ltd.,"2500 Baseline Road, Ottawa, ON  K2C 3H9",4
Pingle's Farm Market,"1805 Taunton Road East, Hampton, ON  L0B 1J0",7
Pinnacle Acres,"329 County Road 18, Leamington, ON  N8H 3V5",48
Pioneer Flower Farms Ltd,"1900 7th Street, St. Catharines, ON  L2R 6P9",121
Pioneer Hi-Bred Production LP,"7399 Queens Line, County Road 2 West, Chatham, ON  N7M 5L1",1
Pipeline Studios Ltd.,"222 Main Street West, Hamilton, ON  L8P 1J3",1
Pistritto Family Farms Ltd,"2465 Brock Road North, Pickering, ON  L1V 2P8",3
Pizza Pizza # 267,"5602 10th Line West, Suite 114, Mississauga, ON  L5M 7L5",2
Pizzaiolo,"3617 Longmoss Crescent, Mississauga, ON  L4Y 3T1",1
Pizzeria Via Mercanti,"188 Augusta Avenue, Toronto, ON  M5T 2L6",5
PJB Construction Ltd.,"91 Hillcrest Drive, Toronto, ON  M6G 2E5",2
Plan B Organic Farms,"1377 5th Concession West, RR 2, Branchton, ON  N0B 1L0",1
Plan Group Inc.,"2740 Steeles Avenue, Vaughan, ON  L4K 4T4",1
Plasco Energy Group,"1000 Innovation Drive, Suite 400, Ottawa, ON  K2K 3E7",1
Platinum Produce,"21037 Communication Road, Box 1870, Blenheim, ON  N0P 1A0",58
Pleasant Creek Farms Ltd,"35 Biggars Lane, RR 1, Mount Pleasant, ON  N0E 1K0",8
PLP Farms Ltd,"277 Highway 59 North, RR 2, Delhi, ON  N4B 2W5",2
PM Fine Cabinetry Inc.,"964 Westport Crescent, Suite 10, Mississauga, ON  L5T 1S3",1
Pohoresky Farms Ltd,"2672 Cockshutt Road, Waterford, ON  N0E 1Y0",2
PointClickCare,"6975 Creditview Road, Suite 4, Mississauga, ON  L5N 8E9",1
Polar Asset Management Partners Inc.,"401 Bay Street, Suite 1900, PO Box 19, Toronto, ON  M5H 2Y4",1
Poltech Buher Inc.,"215 Drumlin Circle, Concord, ON  L4K 3E4",1
Pomas Farms Inc,"1057 Highway 77, RR 1, Staples, ON  N0P 2J0",26
Pond Farms Ltd,"824 Hillcrest Road, Simcoe, ON  N3Y 4K1",18
Popeyes Chicken and Biscuits,"50 Peel Centre Drive, Brampton, ON  L6T 0C2",1
Popeye's Louisiana Kitchen,"100 Westmore Drive, Unit 12C, Toronto, ON  M9V 5C3",1
Popular Tandoori Meat Shop,"503 Ray Lawson Boulevard, Unit 29, Brampton, ON  L6Y 0N2",1
Popular Tire,"225 Claireport Crescent, Toronto, ON  M9W 6P7",2
Popular Tire,"565 Parkdale Avenue, Hamilton, ON  L8H 5Y9",1
Portal Films,"777 Kipling Avenue, Suite 105, Toronto, ON  M8Z 5Z4",6
Posner Metals Ltd,"610 Beach Road, Hamilton, ON  L8H 3L1",1
Possessions Film Ontario Inc.,"45 O'Connor Street, Suite 1150, Ottawa, ON  K1P 1A4",1
Premiere Motion Picture Corporation,"65 Heward Avenue, Suite A201, Toronto, ON  M4M 2T5",11
Premium Sweets & Desserts Inc.,"7025 Tomken Road, Unit 15, Mississauga, ON  L5S 1R6",1
Preston Hardware (1980) Limited,"248 Preston Street, Ottawa, ON  K1R 7R4",1
Prestonvale Tree Farms,"1421 Prestonvale Road, Courtice, ON  L1E 2P2",4
Pretty Thing Productions Inc.,"800 Industrial Avenue, Suite 6, Ottawa, ON  K1G 4B8",1
Prica Group Construction management Inc.,"815 Bridge Street West, Waterloo, ON  N2V 2M7",1
Price's Country Market,"2895 Highway 2, Bowmanville, ON  L1C 3K5",3
Price-Schonstrom Inc.,"PO Box 249, Walkerton, ON  N0G 2V0",1
Pricewaterhouse Coopers LLP,"18 York Street, Suite 2600, Toronto, ON  M5J 0B2",3
PricewaterhouseCoopers Immigration Law LLP,"18 York Street, Suite 2600, Toronto, ON  M5J 0B2",1
PricewaterhouseCoopers LLP,"99 Bank Street, Suite 800, Ottawa, ON  K1P 1E4",1
PricewaterhouseCoopers Management Services LP,"18 York Street, Suite 2600, Toronto, ON  M5J 0B2",4
Prins Grow Inc,"4369 Fairlane Road, Jordan Station, ON  L0R 1S0",4
Prism Farms Ltd,"731 Mersea Road 7, Leamington, ON  N8H 3V8",42
Pro Cargo Canada Ltd.,"6299 Airport Road, Suite 510, Mississauga, ON  L4V 1N3",1
Pro Concrete and Paving Ltd.,"200 North Service Road West, Unit 365, Oakville, ON  L6M 2Y1",2
Procyk Farms (1994) Ltd,"758 Concession 3, RR 1, Wilsonville, ON  N0E 1Z0",619
Prodigy,"3050 Harvester Road, Suite 208, Burlington, ON  L7N 3J1",1
ProGrowers Farms Ltd,"Box 873, Bradford, ON  L3Z 2B3",11
ProntoForms Inc.,"515 Legget Drive, Suite 920, Kanata, ON  K2K 3G4",1
Propack Processing and Packaging Systems Inc.,"4902 Union Road, Beamsville, ON  L0R 1B4",1
Proplus Contracting,"77 Steelcase Road West, Unit 6, Markham, ON  L3R 2M4",1
Proteck Roofing,"34 Guided Court, Toronto, ON  M9V 4K6",5
Proteck Roofing & Sheet Metal Inc.,"130 Lepage Court, Unit 26, Toronto, ON  M3J 3J1",2
PT Healthcare Solutions Corp o/a Advantage Health Royal Oak,"70 Frid Street, Unit 2, Hamilton, ON  L8P 4M4",1
Puglisi Farms,"925 Line 2, RR 2, Niagara-on-the-Lake, ON  L0S 1J0",14
Pukka Restaurant,"778 St. Clair Avenue West, Toronto, ON  M6C 1B6",1
Punjab Tax Solutions Inc,"1332 Khalsa Drive, Unit 4, Mississauga, ON  L5S 0A2",1
Punjabi By Nature,"8887 The Gore Road, Unit 57, Brampton, ON  L6P 2K9",2
PWC Technology Services Inc.,"15 AllState Parkway, Suite 600, Markham, ON  L5R 5B4",1
PWGSC (Public Works),"171 Slater Street, 4th Floor, Ottawa, ON  K1A 0S5",7
Pyramid Farms Ltd,"209 Erie Street North, Leamington, ON  N8H 3A5",23
Q4 Web Systems Inc.,"219 Dufferin Street, Suite 211C, Toronto, ON  M6K 3J1",1
Qbuild Corporation,"210 Telson Road, Markham, ON  L3R 1E6",2
Qnx Software Systems Ltd.,"175 Terrence Matthews Crescent, Kanata, ON  K2M 1W8",1
Qps Evaluation Services Inc.,"81 Kelfield Street, Unit 8, Toronto, ON  M9W 5A3",1
Quality Farms Ltd,"8400 Huntington Road, RR 1, Vaughan, ON  L4L 1A5",2
Quality Gardens Inc.,"226 Pellatt Avenue, Toronto, ON  M9N 2P6",2
Quality Indian Foods & Spices,"500 Willow Road, Guelph, ON  N1H 7G4",1
Quality Railings Ltd.,"228A Toryork Drive, Toronto, ON  M9L 1Y1",1
Quantum Valley Investment Fund LP,"560 Westmount Road North, Waterloo, ON  N2L 0A9",1
Quark Expeditions Inc.,"112 Merton Street, 4th Floor, Toronto, ON  M4S 2Z8",17
Queen's University,"74 University Avenue, Kingston, ON  K7L 3N6",5
Quick Fix Appliances Inc.,"23 Binscarth Crescent, Thornhill, ON  L4J 4S4",2
Quick Fix Appliances Inc. o/a Quick Fix Appliances,"23 Binscarth Crescent, Thornhill, ON  L4J 4S4",2
Quick Truck Lube and Oil Ltd.,"1010 Industrial Road, SS 2, Ayr, ON  N0B 1E0",1
QuickPlay Media Inc.,"190 Liberty Street, 2nd Floor, Toronto, ON  M6K 3L5",1
R & B Vass Construction,"513 Rosebank Road, Pickering, ON  L1W 2N6",1
R & G Magda Holdings Inc,"855423 Gobles Road, RR 2, Princeton, ON  N0J 1V0",24
R & L VanElslander Farms,"63 Charlotteville Road 12, RR 1, Delhi, ON  N4B 2W4",18
R & R Farming Ltd,"158 Burford Delhi Townline Road, RR 1, Norwich, ON  N0J 1P0",4
R Brush Farms,"18844 Gore Road, RR 3, Blenheim, ON  N0P 1A0",17
R Kruger Farms Ltd,"2605 Canal Road, Bradford, ON  L3Z 2A6",3
R Spa,"3215 Highway 7E, Unit G2, Markham, ON  L3R 3P3",1
R Tindall Produce,"10099 5th Concession, Uxbridge, ON  L9P 1R1",5
R&B Waterproofing,"6972 Pamplona Mews, Mississauga, ON  L5N 1S4",1
R.V. Anderson Associates Limited,"2001 Sheppard Avenue East, Suite 400, Toronto, ON  M2J 4Z8",1
Rabbit Hole,"629 Eastern Avenue, Building A, Suite 203, Toronto, ON  M4M 1E4",4
Radke Films Ltd,"125 George Street, Toronto, ON  M5A 2N4",10
Rafat General Contractor Inc,"8850 George Bolton Parkway, Caledon, ON  L7E 2Y4",1
RAL Farms Ltd,"265901 Maple Dell Road, RR 1, Norwich, ON  N0J 1P0",4
Ralph Serluca Farm,"1181 Queenston Road, RR 4, Niagara-on-the-Lake, ON  L0S 1J0",2
Ram Plastics Inc,"1 Huntingtonwood Drive, Suite 1401, Toronto, ON  M1S 3J1",4
Ram-Air Systems Inc,"169 Smoothwater Terrace, Markham, ON  L6B 0N1",1
Rambrich Farms,"828 Davis Road, RR 4, Bradford, ON  L3Z 2A6",4
Randy VanDenHeede Farms Inc,"1240 Windham Road 11, RR 1, Windham Centre, ON  N0E 2A0",18
Ranjit Farms,"197 Wanda Street, Bradford, ON  L3Z 2A6",4
Rapidcan Inc.,"260 Bartley Drive, Unit 5, Toronto, ON  M4A 1G5",1
Rapri Transport Ltd.,"252 Clarence Street, Brampton, ON  L6W 1T4",2
Raven Auto Body,"5340 Maingate Drive, Mississauga, ON  L4W 1R8",1
Raw Fish Japanese Cuisine & Bar,"210 Glendale Avenue, St. Catharines, ON  L2T 3Y6",1
Raymont's Berries,"445E County Road 14, Cottam, ON  N0R 1B0",13
RBD Farms Inc,"2280 1st Concession Road NTR RR 2, Delhi, ON  N4B 2W5",3
RC Style Inc.,"797 Don Mills Road, Suite 1411, Toronto, ON  M3C 1V1",1
RCM Technologies,"PO Box 6500, STN Don Mills, Toronto, ON  M3C 0L4",1
RD Takacs Farms,"1037 Colborne Street West, RR 4, Brantford, ON  N3Y 5L7",8
RDKJ Farms Ltd,"5454 Stone Church Road, Union, ON  N0L 2L0",8
Red Square,"1027 Finch Avenue West, Suite 7, Toronto, ON  M3J 2C7",1
Redfoot Vineyard,"3434 Westwood Trace, Vineland, ON  L0R 2C0",6
Redleaf Solutions Ltd.,"25 Owl Ridge Drive, Richmond Hill, ON  L4S 1P7",1
Regenerative Medicine,"100 College Street, Suite 110, Toronto, ON  M5G 1L5",1
Regression,"98 Avenue Road, Suite 201,Toronto, ON  M5R 2H3",1
Rehoboth Reformed School Society,"43 Main Street East, PO Box 220, Norwich, ON  N0J 1P0",1
Reign II Productions Inc.,"777 Kipling Avenue, Suite 101, Toronto, ON  M8Z 5Z4",2
Reign III Productions Inc.,"777 Kipling Avenue, Suite 101, Toronto, ON  M8Z 5Z4",12
Rempel Greenhouses,"248 Niven Road, RR 3, Niagara-on-the-Lake, ON  L0S 1J0",2
Remy Consulting Engineers Ltd.,"75 Westmore Drive, Toronto, ON  M9V 3Y6",1
Research Now Inc.,"250 Yonge Street, Suite 1800, Toronto, ON  M5B 2L7",1
Restorex Contracting Ltd.,"22 Bramwin Court, Unit B, Brampton, ON  L6T 5G2",1
Retail Ready Foods Inc,"6755 Mississauga Road, Suite 410, Mississauga, ON  L5N 7Y2",1
Revovler Films Inc,"510 Queen Street West, 3rd  Floor, Toronto, ON  M5V 2B3",4
Rexall,"5965 Coopers Avenue, Mississauga, ON  L4Z 1R9",2
R-Grow Farms,"9808 Dunborough Road, RR 3, West Lorne, ON  N0L 2P0",11
Rhineland Farms Ltd,"2300 1st Concession Road STR RR 1, Delhi, ON  N4B 2W4",5
Ricciardelli Orchards Ltd,"63 Scott Street East, RR 5, Niagara-on-the-Lake, ON  L0S 1J0",93
Richard Caryn Farms,"10195 Claymore Line, RR 7, Dresden, ON  N0P 1M0",8
Richard Lake Cottages & Outfitters,"PO Box 56, Highway 17, Vermilion Bay, ON  P0V 2V0",1
Richersons Enterprise Ltd.,"54 West Beaver Creek Road, Unit 100, Richmond Hill, ON  L4B 1G5",1
Riddoch Ginseng,"292 Leaman Street, Waterford, ON  N0E 1Y0",38
Rideau Pines Farm,"5714 4th Line Road, North Gower, ON  K0A 2T0",2
Ridge Farms,"369 Talbot Street West, Leamington, ON  N8H 4H3",13
Ridgeview Orchards Ltd,"5699 King Street West, Beamsville, ON  L0R 1B3",3
Riga Farms Ltd,"54 Prince Drive, Bradford, ON  L3Z 3B6",86
Rigole Farms Ltd,"504 County Road 21, RR 4, Langton, ON  N0E 1G0",2
RioCan Management Inc.,"2300 Yonge Street, Suite 500, PO Box 2386, Toronto, ON  M4P 1E4",1
River Valley Poultry Farm Ltd.,"240 Embury Road, Newburgh, ON  K0K 2S0",1
Riverbend Farms (Ontario) Ltd,"51240 John Wise Line, RR 6, Aylmer, ON  N5H 2R5",1
Riverbend Farms Inc,"15384 Niagara Parkway, RR 1, Niagara-on-the-Lake, ON  L0S 1J0",11
Rivervalley Masonry Group Ltd.,"2444 Haines Road, Mississauga, ON  L6Y 1Y6",3
Riverview Cellars Winery,"15376 Niagara Parkway, RR 1, Niagara-on-the-Lake, ON  L0S 1J0",2
Riz Restaurant,"1677 Bayview Avenue, Toronto, ON  M4G 3C1",1
RJM  Farms Inc,"5980 5th Line Sideroad, Essa Box 48, Alliston, ON  L9R 1T9",12
RK Fairdeal Kitchen & Cabinets,"22 Melanie Drive, Suite 17, Brampton, ON  L6T 4K9",1
Robertson Amusement Ltd.,"10 Stewart Court, Suite 30, Orangeville, ON  L9W 3Z9",8
Robinson Farms,"109 8th Concession East, Freelton, ON  L0R 1K0",4
Robintide Farms Limited,"PO Box 157, King City, ON  L7B 1A5",1
Robko Farms Ltd,"121 Queensway East, Simcoe, ON  N3Y 4M5",3
Rock's Auto,"2543 Gerrard Street East, Scarborough, ON  M1N 1W9",1
Rockstar Toronto Inc.,"586 Argus Road, Suite 500, Oakville, ON  L6J 3J3",1
Rocky Top Farming Ltd,"87 Woodley Road, RR 4, Waterford, ON  N0E 1Y0",5
Roger Reid Greenhouses,"718 Essex Road 14, RR 5, Leamington, ON  N8H 3V5",14
Rogers Communications,"333 Bloor Street East, Toronto, ON  M4W 1G9",9
Rogers Sportsnet,"1 Mount Pleasant Road, Toronto, ON  M4Y 2Y5",4
