Province/Territory,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes Approuvés 
Ontario,     Haut salaire,2016491 Ontario Inc.,"Mississauga, ON L4T 4E5",1211-Superviseurs de commis de bureau et du personnel de soutien administratif,1
Ontario,     Haut salaire,2025330 Ontario Inc.,"Brampton, ON L7A 0E4",6315-Surveillants des services de nettoyage,1
Ontario,     Haut salaire,2038680 ONTARIO INC.,"TORONTO, ON M6E 2J5",6311-Superviseurs des services alimentaires,1
Ontario,     Haut salaire,2040871 ONTARIO INC,"Bolton, ON L7E 2R6","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Ontario,     Haut salaire,2053835 Ontario Inc.,"Mississauga, ON L5C 3B6",6311-Superviseurs des services alimentaires,1
Ontario,     Haut salaire,2058189 Ontario Ltd.,"North York, ON M9L 1Y3","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
Ontario,     Haut salaire,2062965 Ontario Ltd.,"Mississauga, ON L4T 2H3",1221-Agents d'administration,1
Ontario,     Haut salaire,2067485 Ontario Inc,"Mississauga, ON L4W 2K4",7511-Conducteurs de camions de transport,5
Ontario,     Haut salaire,2073742 ontario inc,"Brampton, ON L6W 3J7","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Ontario,     Haut salaire,2078471 Ontario Inc.,"Brampton, ON L6P 0N8",1241-Adjoints administratifs,1
Ontario,     Haut salaire,2091467 Ontario Inc.,"Toronto, ON M9W 6L9","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
Ontario,     Haut salaire,2091467 Ontario Inc.,"Toronto, ON M9W 6L9",2251-Technologues et techniciens en architecture,1
Ontario,     Haut salaire,2103876 Ontario Inc.,"Puslinch, ON N0B 2J0",1221-Agents d'administration,1
Ontario,     Haut salaire,2107622 Ontario Inc.,"Mississauga, ON L4V 1S6","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Ontario,     Haut salaire,2109971 Ontario Inc.,"Etobicoke, ON M9W 5R1","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Ontario,     Haut salaire,2110120 ONTARIO INC.,"Brampton, ON L6T 4Z5",7511-Conducteurs de camions de transport,5
Ontario,     Haut salaire,2113270 Ontario Inc,"Norval, ON L0P 1K0",1241-Adjoints administratifs,1
Ontario,     Haut salaire,2113626 Ontario Inc.,"Brantford, ON N3V 1G2",1211-Superviseurs de commis de bureau et du personnel de soutien administratif,1
Ontario,     Haut salaire,2113626 Ontario Inc.,"Brantford, ON N3V 1G2","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Ontario,     Haut salaire,2118033 Ontario Ltd.,"Burlington, ON L7N 3G2",0711-Directeurs de la construction,1
Ontario,     Haut salaire,2145462 Ontario Inc.,"Toronto, ON M8Z 2C4",1241-Adjoints administratifs,2
Ontario,     Haut salaire,2145462 Ontario Inc.,"Toronto, ON M8Z 2C4",7312-Mécaniciens d'équipement lourd,7
Ontario,     Haut salaire,2145462 Ontario Inc.,"Toronto, ON M8Z 2C4",7511-Conducteurs de camions de transport,15
Ontario,     Haut salaire,2162604 ONTARIO LTD.,"brampton, ON L6W 3L4",7237-Soudeurs et opérateurs de machines à souder et à braser,1
Ontario,     Haut salaire,2168587 ontario ltd,"NORTH YORK, ON M3J 2N7",7237-Soudeurs et opérateurs de machines à souder et à braser,1
Ontario,     Haut salaire,2168587 ontario ltd,"NORTH YORK, ON M3J 2N7",7311-Mécaniciens de chantier et mécaniciens industriels,2
Ontario,     Haut salaire,2168587 ontario ltd,"NORTH YORK, ON M3J 2N7",7333-Électromécaniciens,4
Ontario,     Haut salaire,2178569 ONTARIO INC,"Etobicoke, ON M9W 6S9",1224-Agents de gestion immobilière,1
Ontario,     Haut salaire,2181393 ONTARIO INC.,"Wasaga Beach, ON L9Z 1Z4",6211-Superviseurs des ventes - commerce de détail,2
Ontario,     Haut salaire,2185368 ONTARIO INC.,"Blue Mountains, ON L9Y 0V2",0631-Directeurs de la restauration et des services alimentaires,1
Ontario,     Haut salaire,2193652 Ontario Ltd.,"SCARBOROUGH, ON M1J 2E4",6211-Superviseurs des ventes - commerce de détail,1
Ontario,     Haut salaire,2202660 Ontario Ltd.,"Thornhill, ON L3T 1N7",1223-Agents des ressources humaines et de recrutement,1
Ontario,     Haut salaire,2208505 Ontario Inc.,"North York, ON M9M 0A3",6322-Cuisiniers,1
Ontario,     Haut salaire,2211119 Ontario Inc.,"Brampton, ON L6S 0C5",0631-Directeurs de la restauration et des services alimentaires,1
Ontario,     Haut salaire,2222212 ONTARIO INC.,"OAKVILLE, ON L6H 5K5",2242-Électroniciens d'entretien (biens domestiques et commerciaux),1
Ontario,     Haut salaire,2226004 Ontario Ltd.,"Markham, ON L3S 0B6",2283-Évaluateurs de systèmes informatiques,1
Ontario,     Haut salaire,2232665 ONTARIO INC,"MISSISSAUGA, ON L5S 1N6",7511-Conducteurs de camions de transport,5
Ontario,     Haut salaire,2239749 Ontario Inc.,"ELMVALE, ON L0L 1P0",0621-Directeurs - commerce de détail et de gros,1
Ontario,     Haut salaire,2243600 Ontario inc,"mississauga, ON L5M 5X5",1221-Agents d'administration,1
Ontario,     Haut salaire,2243740 Ontario Inc.,"Toronto, ON M5C 1G3",6321-Chefs,1
Ontario,     Haut salaire,2246928 Ontario Inc,"Bracebridge, ON P1L 1W8",0114-Directeurs d'autres services administratifs,1
Ontario,     Haut salaire,2246928 Ontario Inc,"Bracebridge, ON P1L 1W8",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
Ontario,     Haut salaire,2261990 Ontario Inc (Pool Robot Guy),"Burlington, ON L7L 7E5","0124-Directeurs de la publicité, du marketing et des relations publiques",1
Ontario,     Haut salaire,2264236 ONTARIO INC.,"BRAMPTON, ON L6T 2H5","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Ontario,     Haut salaire,2271511 Ontario Ltd,"Concord, ON L4K 2G4",7237-Soudeurs et opérateurs de machines à souder et à braser,2
Ontario,     Haut salaire,2275043 ONTARIO INC,"Toronto, ON M5X 1K6",6311-Superviseurs des services alimentaires,1
Ontario,     Haut salaire,2285754 ONTARIO INC. POPEYES LOUISANA KITCHEN,"Toronto, ON M1M 1R4",6322-Cuisiniers,1
Ontario,     Haut salaire,2292696 Ontario INC.,"Concord, ON L4K 3T3",7611-Aides de soutien des métiers et manoeuvres en construction,2
Ontario,     Haut salaire,2294288 Ontario Inc,"Brampton, ON L6Y 2R2",0631-Directeurs de la restauration et des services alimentaires,1
Ontario,     Haut salaire,2294819 Ontario Inc.,"Brampton, ON L7A 4N2",1211-Superviseurs de commis de bureau et du personnel de soutien administratif,1
Ontario,     Haut salaire,22G Auto Sales Ltd.,"Brampton, ON L6V 1B1",0621-Directeurs - commerce de détail et de gros,1
Ontario,     Haut salaire,2302190 Ontario Inc.,"Brampton, ON L7A 0X1",1241-Adjoints administratifs,1
Ontario,     Haut salaire,2311206 Ontario Inc.,"Toronto, ON M5T 2G6","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Ontario,     Haut salaire,2313071 ONTARIO INC.,"Woodbridge, ON L4L 3T1",5241-Designers graphiques et illustrateurs,1
Ontario,     Haut salaire,2315452 ONTARIO INC.,"LONDON, ON N5Y 3M2","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
Ontario,     Haut salaire,2320610 Ontario Inc,"Mississauga, ON L4W 4Y9","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
Ontario,     Haut salaire,2320610 Ontario Inc,"Mississauga, ON L4W 4Y9",1211-Superviseurs de commis de bureau et du personnel de soutien administratif,1
Ontario,     Haut salaire,2320610 Ontario Inc,"Mississauga, ON L4W 4Y9","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Ontario,     Haut salaire,2322819 ONTARIO INC,"MISSISSAUGA, ON L4T 3M5","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Ontario,     Haut salaire,2324472 Ontario Inc.,"Brampton, ON L7A 1R4",1211-Superviseurs de commis de bureau et du personnel de soutien administratif,1
Ontario,     Haut salaire,2324902 Ontario Limited,"Scarborough, ON M1E 1J6",7292-Vitriers,1
Ontario,     Haut salaire,2326236 ONTARIO INC,"BRAMPTON, ON L6W 1K5",7511-Conducteurs de camions de transport,3
Ontario,     Haut salaire,2330785 Ontario Inc.,"Simcoe, ON N3Y 2P9",2281-Techniciens de réseau informatique,1
Ontario,     Haut salaire,2341782 ONTARIO INC.,"CONCORD, ON L4K 1R1",9211-Surveillants dans la transformation des métaux et des minerais,1
Ontario,     Haut salaire,2353845 Ontario Inc.,"Mississauga, ON L4Z 3E8",6311-Superviseurs des services alimentaires,1
Ontario,     Haut salaire,2359457 Ontario Ltd.,"Manitouwadge, ON P0T 2C0","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Ontario,     Haut salaire,2367079 Ontario Inc,"Mississauga, ON L5J 1K9","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Ontario,     Haut salaire,2367408 ONTARIO INC.,"CALEDON, ON L7C 2H3","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",2
Ontario,     Haut salaire,2367408 ONTARIO INC.,"CALEDON, ON L7C 2H3",7511-Conducteurs de camions de transport,10
Ontario,     Haut salaire,"2385465 Ontario Limited o/a M.E. Contracting, landscaping and decks","Toronto, ON M3J 2H2",1221-Agents d'administration,1
Ontario,     Haut salaire,2395819 Ontario Ltd.,"Toronto, ON M3J 2M2",0111-Directeurs financiers,1
Ontario,     Haut salaire,2395819 Ontario Ltd.,"Toronto, ON M3J 2M2",1242-Adjoints administratifs juridiques,1
Ontario,     Haut salaire,2399066 ONTARIO INC. o/a Nova Bakery,"Mississauga, ON L5A 2Y5",6321-Chefs,1
Ontario,     Haut salaire,2399968 Ontario Inc.,"Brampton, ON L6P 0B7",6322-Cuisiniers,4
Ontario,     Haut salaire,24 HRS  SSR AUTO TOWING INC,"TORONTO, ON M1R 2Z9",7322-Débosseleurs et réparateurs de carrosserie,1
Ontario,     Haut salaire,2413262 ONTARIO INC.,"Mississauga, ON L5V 2N6",6322-Cuisiniers,2
Ontario,     Haut salaire,2413949 Ontario inc,"Collingwood, ON L9Y 1P7",6322-Cuisiniers,1
Ontario,     Haut salaire,2416742 Ontario Inc,"Morrisburg, ON K0C 1X0",0621-Directeurs - commerce de détail et de gros,1
Ontario,     Haut salaire,2422641 Ontario Inc.,"Woodbridge, ON L4L 7Z1",2242-Électroniciens d'entretien (biens domestiques et commerciaux),1
Ontario,     Haut salaire,2426229 Ontario Inc.,"BRADFORD, ON L3Z 0C1",6211-Superviseurs des ventes - commerce de détail,1
Ontario,     Haut salaire,2426420 ONTARIO INC.,"Mississauga, ON L5J 1K7","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Ontario,     Haut salaire,2428407 Ontario Inc.,"Hannon, ON L0R 1P0",1241-Adjoints administratifs,1
Ontario,     Haut salaire,2443026 Ontario Limited,"Toronto, ON M6A 1S4",7271-Charpentiers-menuisiers,1
Ontario,     Haut salaire,2443026 Ontario Limited,"Toronto, ON M6A 1S4",7282-Finisseurs de béton,1
Ontario,     Haut salaire,2447986 Ontario Inc.,"Vaughan, ON L4K 2V1",7245-Monteurs de lignes et de câbles de télécommunications,1
Ontario,     Haut salaire,2447986 Ontario Inc.,"Vaughan, ON L4K 2V1",7333-Électromécaniciens,2
Ontario,     Haut salaire,2454444 Ontario Inc.,"Thornhill, ON L4J 2J6",0621-Directeurs - commerce de détail et de gros,1
Ontario,     Haut salaire,2455781 Ontario Inc,"ETOBICOKE, ON M8X 1B5",6322-Cuisiniers,1
Ontario,     Haut salaire,2458576 Ontario Inc.,"Waterdown, ON L0R 2H6","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
Ontario,     Haut salaire,2465382 Ontario Inc.,"Toronto, ON M2M 1Y7",3236-Massothérapeutes,1
Ontario,     Haut salaire,2468765 Ontario Incorporated,"BRAMPTON, ON L6T 2J6",1241-Adjoints administratifs,1
Ontario,     Haut salaire,2479198 ONTARIO INC.,"Brampton, ON L6T 4X4",7511-Conducteurs de camions de transport,1
Ontario,     Haut salaire,2479673 ONTARIO INC.,"Mississauga, ON L5T 1P9",2282-Agents de soutien aux utilisateurs,1
Ontario,     Haut salaire,2489288 Ontario Inc.,"Brampton, ON L6W 3J9","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Ontario,     Haut salaire,2492481 Ontario Inc.,"Brampton, ON L6T 0G4",6322-Cuisiniers,1
Ontario,     Haut salaire,2495092 Ontario Inc.,"Mississauga, ON L6S 0A2",6322-Cuisiniers,1
Ontario,     Haut salaire,2501346 Ontario Limited,"Toronto, ON M8Y 1W4",7291-Couvreurs et poseurs de bardeaux,1
Ontario,     Haut salaire,2509562 Ontario Inc.,"Mississauga, ON L4T 4J3",1223-Agents des ressources humaines et de recrutement,1
Ontario,     Haut salaire,2510766 ONTARIO INC,"BRAMPTON, ON L6T 5B2",1241-Adjoints administratifs,1
Ontario,     Haut salaire,2512275 ONTARIO LTD,"Mississauga, ON L4T 0A4",1221-Agents d'administration,1
Ontario,     Haut salaire,2516231 Ontario Inc.,"Richmond Hill, ON L4B 3K6","1123-Professionnels en publicité, en marketing et en relations publiques",1
Ontario,     Haut salaire,2516231 Ontario Inc.,"Richmond Hill, ON L4B 3K6",5252-Entraîneurs,1
Ontario,     Haut salaire,2517698 Ontario Ltd.,"Toronto, ON M5V 1N6",6311-Superviseurs des services alimentaires,1
Ontario,     Haut salaire,2517698 Ontario Ltd.,"Toronto, ON M5V 1N6",6322-Cuisiniers,2
Ontario,     Haut salaire,2519558 Ontario Ltd.,"Toronto, ON M1B 2G1",2211-Technologues et techniciens en chimie,1
Ontario,     Haut salaire,2521670 Ontario inc,"Mississauaga, ON L4T 0A4",1311-Techniciens en comptabilité et teneurs de livres,1
Ontario,     Haut salaire,2522649 Ontario Inc.,"Bolton, ON L7E 5X6",1311-Techniciens en comptabilité et teneurs de livres,1
Ontario,     Haut salaire,2527071 ONTARIO INC,"Mississauga, ON L5B 1M5",2174-Programmeurs et développeurs en médias interactifs,1
Ontario,     Haut salaire,2527456 ONTARIO INC,"Toronto, ON M6P 1Y8",1221-Agents d'administration,1
Ontario,     Haut salaire,2527456 ONTARIO INC,"Toronto, ON M6P 1Y8",6311-Superviseurs des services alimentaires,1
Ontario,     Haut salaire,2538734 Ontario Inc. o/a Akira Back,"Toronto, ON M5S 1M4",6321-Chefs,1
Ontario,     Haut salaire,2546489 Ontario Inc.,"Brampton, ON L6W 3J5",6222-Acheteurs des commerces de détail et de gros,1
Ontario,     Haut salaire,255488 Ontario Inc,"STONEY CREEK, ON L8E 2K4",1221-Agents d'administration,1
Ontario,     Haut salaire,2559574 Ontario Inc.,"Hamilton, ON L8E 1H8",1241-Adjoints administratifs,1
Ontario,     Haut salaire,2565732 Ontario Inc,"Kitchener, ON N2G 2V4",7282-Finisseurs de béton,1
Ontario,     Haut salaire,2567056 Ontario Inc.,"Brampton, ON L6R 1B1",1221-Agents d'administration,1
Ontario,     Haut salaire,2573923 ONTARIO INC.,"Scarborough, ON M1S 1T7",1243-Adjoints administratifs médicaux,1
Ontario,     Haut salaire,2582140 Ontario Inc,"Mississauga, ON L4V 1E6",6321-Chefs,3
Ontario,     Haut salaire,2583319 ONTARIO INC.,"MISSISSAUGA, ON L4V 1L4",1122-Professionnels des services-conseils en gestion aux entreprises,1
Ontario,     Haut salaire,2583695 Ontario Inc.,"Brampton, ON L6T 4L6",7332-Réparateurs et préposés à l'entretien d'appareils,2
Ontario,     Haut salaire,2585565 ONTARIO INC,"Milton, ON L9T 9L7",6311-Superviseurs des services alimentaires,1
Ontario,     Haut salaire,2597099 Ontario Inc.,"St. Catherines, ON L2N 1J5",6311-Superviseurs des services alimentaires,1
Ontario,     Haut salaire,2597370 ONTARIO INC,"Mississauga, ON L5T 2G9","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Ontario,     Haut salaire,2632532 Ontario Inc.,"Wasaga Beach, ON L9Z 2Y7",6332-Boulangers-pâtissiers,1
Ontario,     Haut salaire,2634189 Ontario Inc.,"Haileybury, ON P0J 1K0",0621-Directeurs - commerce de détail et de gros,1
Ontario,     Haut salaire,2635061 ONTARIO LTD.,"North York, ON M3H 5S4","0124-Directeurs de la publicité, du marketing et des relations publiques",2
Ontario,     Haut salaire,2635061 ONTARIO LTD.,"North York, ON M3H 5S4",0601-Directeurs des ventes corporatives,2
Ontario,     Haut salaire,2635163 Ontario Inc.,"Brampton, ON L6W 3J5",1221-Agents d'administration,1
Ontario,     Haut salaire,2645560 Ontario Inc.,"Mississauga, ON L5R 0G2",0631-Directeurs de la restauration et des services alimentaires,1
Ontario,     Haut salaire,2646494 Ontario Limited,"LONDON, ON N6H 5L7",7271-Charpentiers-menuisiers,1
Ontario,     Haut salaire,2655421 Ontario Inc.,"Oakville, ON L6H 6M3",3236-Massothérapeutes,3
Ontario,     Haut salaire,2656601 Ontario Inc,"Toronto, ON M3L 1A5",0632-Directeurs des services d'hébergement,1
Ontario,     Haut salaire,2662017 Ontario Limited,"Mississauga, ON L5M 7H3","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Ontario,     Haut salaire,2666487 ONTARIO INC.,"London, ON N6A 1G7",0631-Directeurs de la restauration et des services alimentaires,1
Ontario,     Haut salaire,2683878 ONTARIO INC.,"Burlington, ON L7N 3J5","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
Ontario,     Haut salaire,2689936 ONTARIO INC,"TORONTO, ON M2N 3B4",1226-Planificateurs de congrès et d'événements,1
Ontario,     Haut salaire,2694842 Ontario Inc.,"Maple, ON L6A 4J4","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
Ontario,     Haut salaire,2696214 Ontario Corporation,"Burlington, ON L7R 3N8","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
Ontario,     Haut salaire,2701289 Ontario Inc. o/a 241 Pizza,"Brampton, ON L6V 3K4",0631-Directeurs de la restauration et des services alimentaires,1
Ontario,     Haut salaire,2706918 ONTARIO INC,"Oakville, ON L6L 1H2",0631-Directeurs de la restauration et des services alimentaires,1
