Province/Territoire,Volet du programme,Employeur,Adresse,Profession ,Postes Approuvés 
Québec,   Bas salaire,3075109 Canada Inc.,"Candiac, J5R1B6",9612-Manoeuvres en métallurgie,3
Québec,   Bas salaire,3096-6782 Québec Ic (Pépinière du Parc),"ST-MATHIEU, G0X1N0",8612-Manoeuvres en aménagement paysager et en entretien des terrains,1
Québec,   Bas salaire,3099-5278 QUEBEC INC,"Montreal, H4A1E7","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1
Québec,   Bas salaire,3101-7650 Québec inc,"St-Hubert, J3Y7N1",8612-Manoeuvres en aménagement paysager et en entretien des terrains,6
Québec,   Bas salaire,3165086 Canada Inc.,"Saint-Léonard, H1P2B3",6222-Acheteurs des commerces de détail et de gros,1
Québec,   Bas salaire,3165086 Canada Inc.,"Saint-Léonard, H1P2B3",6332-Boulangers-pâtissiers,1
Québec,   Bas salaire,3887952 CANADA INC.,"Sept-îles, G4R4X6",7522-Conducteurs de machinerie d'entretien public et personnel assimilé,5
Québec,   Bas salaire,3887952 CANADA INC.,"Sept-îles, G4R4X6",8612-Manoeuvres en aménagement paysager et en entretien des terrains,4
Québec,   Bas salaire,4080467 CANADA INC.,"Saint-Eustache, J7R5R4",6733-Concierges et surintendants d'immeubles,1
Québec,   Bas salaire,4472853 CANADA INC,"CHAMBLY, J3L0A7","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Québec,   Bas salaire,6450113 Canada Inc,"Montreal, H4A3J3",6322-Cuisiniers,2
Québec,   Bas salaire,7814640 Canada Inc,"Amos, J9T3A3",7322-Débosseleurs et réparateurs de carrosserie,2
Québec,   Bas salaire,9003-4729 Québec inc,"Québec, G1S1X4","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",3
Québec,   Bas salaire,9021-7597 Québec inc,"Montréal, H2S1A1","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1
Québec,   Bas salaire,9025 6785 Québec Inc Fous Desserts,"MONTREAL, H2J1G2",6332-Boulangers-pâtissiers,1
Québec,   Bas salaire,9044-8622 Québec inc,"Mercier, J6R2A8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",4
Québec,   Bas salaire,9061-1633 Quebec Inc,"Ste-Julie, J3E1Y8",6322-Cuisiniers,1
Québec,   Bas salaire,9065-1183 QUÉBEC INC.,"Mont-Tremblant, J8E1B1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",3
Québec,   Bas salaire,9070-0584 Québec inc,"Laval, H7L5X5",8612-Manoeuvres en aménagement paysager et en entretien des terrains,6
Québec,   Bas salaire,9081-0813 Québec Inc.,"Matane, G4W4G5","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",9
Québec,   Bas salaire,9086-1477 Québec inc,"St-Hyacinthe, J2S4W9",8612-Manoeuvres en aménagement paysager et en entretien des terrains,6
Québec,   Bas salaire,9096-6029 Québec inc.,"Saint-Jean-sur-Richelieu, J2X5N5",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
Québec,   Bas salaire,9096-6029 Québec inc.,"Saint-Jean-sur-Richelieu, J2X5N5",7237-Soudeurs et opérateurs de machines à souder et à braser,1
Québec,   Bas salaire,9105-7380 Quebec inc,"Weedon, J0B3J0","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",1
Québec,   Bas salaire,9114-3123 Qc inc,"québec, G1K3V8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Québec,   Bas salaire,91152389 quebec inc,"yamaska, J0G1W0",7612-Autres manoeuvres et aides de soutien de métiers,24
Québec,   Bas salaire,9115-7115 QUÉBEC INC.,"Sept-Îles, G4R4N9","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",7
Québec,   Bas salaire,9115-7883 Québec inc.,"Laval, H7S1G3",8612-Manoeuvres en aménagement paysager et en entretien des terrains,10
Québec,   Bas salaire,9126-6700 QUEBEC INC.,"MONTREAL, H8N1T1",7237-Soudeurs et opérateurs de machines à souder et à braser,1
Québec,   Bas salaire,9129-2268 QUÉBEC INC.,"Mont-St-Grégoire, J0J1K0",8612-Manoeuvres en aménagement paysager et en entretien des terrains,1
Québec,   Bas salaire,9129-6509 Québec Inc.,"NOTRE-DAME-DU-NORD, J0Z3B0",6732-Nettoyeurs spécialisés,3
Québec,   Bas salaire,9137-0619 QUÉBEC INC.,"Saint-Lambert-de-Lauzon, G0S2W0",9612-Manoeuvres en métallurgie,3
Québec,   Bas salaire,9139-9923 Québec Inc.,"ROUYN-NORANDA, J9X7B6",7535-Autres préposés à la pose et à l'entretien des pièces mécaniques d'automobiles,2
Québec,   Bas salaire,9155-5714 Québec Inc.,"SAINT-GEORGES, G5Y5B8","6622-Garnisseurs de tablettes, commis et préposés aux commandes dans les magasins",3
Québec,   Bas salaire,9156-5234 quebec inc,"Quebec, G1K8B9",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,4
Québec,   Bas salaire,9161-1731 Québec Inc,"ST-ROCH-DE-L'ACHIGAN, J0K3H0","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",2
Québec,   Bas salaire,9163-2182 Quebec Inc.,"St-Zotique, J0P1Z0",8612-Manoeuvres en aménagement paysager et en entretien des terrains,5
Québec,   Bas salaire,9163-4733 QUEBEC INC,"Shawinigan, G9N4Y4",6732-Nettoyeurs spécialisés,1
Québec,   Bas salaire,9165-4996 QUÉBEC INC.,"Mirabel, J7N2B4",7514-Chauffeurs-livreurs - services de livraison et de messagerie,1
Québec,   Bas salaire,9166-8202 QUEBEC INC.,"Vaudreuil-Dorion, J7V2Z4",8612-Manoeuvres en aménagement paysager et en entretien des terrains,4
Québec,   Bas salaire,9170-5921 Québec inc,"L'Assomption, J5W4P5",6623-Autre personnel assimilé des ventes,1
Québec,   Bas salaire,9170-5921 Québec inc,"L'Assomption, J5W4P5",8612-Manoeuvres en aménagement paysager et en entretien des terrains,10
Québec,   Bas salaire,9170-8180 Québec inc,"Delson, J5B1X3",8612-Manoeuvres en aménagement paysager et en entretien des terrains,9
Québec,   Bas salaire,9172-7636 Québec inc,"Trois-Rivières, G8Z4J4",8612-Manoeuvres en aménagement paysager et en entretien des terrains,4
Québec,   Bas salaire,9179186 Canada Ltd.,"Montréal, H3C1R5",4211-Techniciens juridiques et personnel assimilé,1
Québec,   Bas salaire,9181-1943 Québec Inc.,"LÉVIS, G6W0M6",6322-Cuisiniers,1
Québec,   Bas salaire,9183-2220 Québec Inc.,"Saint-Liboire, J0H1R0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Québec,   Bas salaire,9183-7179 QUÉBEC INC.,"St-Jérôme, J7Z4K4",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
Québec,   Bas salaire,9183-7179 QUÉBEC INC.,"St-Jérôme, J7Z4K4",6733-Concierges et surintendants d'immeubles,1
Québec,   Bas salaire,9185-8662 Québec inc,"SAINT-URBAIN, G0A4K0","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",1
Québec,   Bas salaire,9185-8662 Québec inc,"SAINT-URBAIN, G0A4K1","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",1
Québec,   Bas salaire,9189-2907 Québec Inc. (Rôtisserie O'Poulet 2007),"Rouyn-Noranda, J9X2R8",6322-Cuisiniers,1
Québec,   Bas salaire,9196-4643 Québec inc,"Cookshire-Eaton, J0B1M0",7611-Aides de soutien des métiers et manoeuvres en construction,4
Québec,   Bas salaire,9208-1074 QUÉBEC INC,"saint-hyacinthe, J2S0G2","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",3
Québec,   Bas salaire,9213-0871 qc inc,"St-eustache, J7P2V1",8612-Manoeuvres en aménagement paysager et en entretien des terrains,15
Québec,   Bas salaire,9213-9856 Québec inc,"Gatineau, J8T8G9",8612-Manoeuvres en aménagement paysager et en entretien des terrains,7
Québec,   Bas salaire,9213-9880 Québec inc,"Lévis, G6W6Y7",8612-Manoeuvres en aménagement paysager et en entretien des terrains,4
Québec,   Bas salaire,9215-1745 QUÉBEC INC.,"Sainte-Julie, J3E2B9",8612-Manoeuvres en aménagement paysager et en entretien des terrains,6
Québec,   Bas salaire,9225-4168 Québec inc,"Lévis, G7A1C9","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",4
Québec,   Bas salaire,9227-8076 QUEBEC INC,"Rivière-du-Loup, G5R1C8",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
Québec,   Bas salaire,9228-5477 QUEBEC INC,"L'ILE-PERROT, J7V6L7",6322-Cuisiniers,1
Québec,   Bas salaire,9228-7861 Québec inc,"Québec, G2B1H2",8612-Manoeuvres en aménagement paysager et en entretien des terrains,8
Québec,   Bas salaire,9230-6513 Québec Inc.,"Chambly, J3L1R1","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",8
Québec,   Bas salaire,9246-3678 QUÉBEC INC,"LAVAL, H7C1M6",7511-Conducteurs de camions de transport,1
Québec,   Bas salaire,9246-6085 Québec Inc. (La Garderie Beaconou),"MONTRÉAL, H4N3K4",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Québec,   Bas salaire,9247-0632 Québec Inc.,"Saint-Hyacinthe, J2R1J9","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Québec,   Bas salaire,9248-2397 Québec inc,"St-Rémi, J0L2L0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",3
Québec,   Bas salaire,9254-8411 Québec Inc,"QUÉBEC, G1N2E6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Québec,   Bas salaire,9255-1605 Québec inc.,"Saint-Constant, J5A1B9","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",5
Québec,   Bas salaire,9259-0728 Québec Inc.,"SAINTE-MARTINE, J0S1V0",8612-Manoeuvres en aménagement paysager et en entretien des terrains,6
Québec,   Bas salaire,9263-1217 Québec inc,"East-Broughton, G0N1G0",8612-Manoeuvres en aménagement paysager et en entretien des terrains,2
Québec,   Bas salaire,9264-5100 QUÉBEC INC.,"saint-jean-sur-richelieu, J3B5L2","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",3
Québec,   Bas salaire,9272-3576 Québec inc,"Montréal, H2L1A9","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",4
Québec,   Bas salaire,9275-3987 Quebec Inc,"Chambord, G0W1G0","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",1
Québec,   Bas salaire,9275-8119 Québec inc,"Beauceville, G5X1N3","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Québec,   Bas salaire,9276 2723 Quebec Inc,"Montréal, H2T1X3",5242-Designers d'intérieur et décorateurs d'intérieur,1
Québec,   Bas salaire,9280-3170 Quebec inc,"Saint-Jerome, J7Y0L7",6322-Cuisiniers,1
Québec,   Bas salaire,9280-4210 QUEBEC INC,"MONTREAL, H2W1E8",6322-Cuisiniers,1
Québec,   Bas salaire,9281-9242 Quebec inc.,"VARENNES, J3X1Y5",8612-Manoeuvres en aménagement paysager et en entretien des terrains,18
Québec,   Bas salaire,9284-1436 Québec inc,"Québec, G1V3X8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Québec,   Bas salaire,9289089 Canada Inc,"Amos, J9T1N1",6552-Autres préposés aux services d'information et aux services à la clientèle,1
Québec,   Bas salaire,9289089 Canada Inc,"Amos, J9T1N1",6733-Concierges et surintendants d'immeubles,2
Québec,   Bas salaire,9289-5804 Québec inc,"Magog, J1X2T5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Québec,   Bas salaire,9290-3681 Québec inc,"St-Charles-Borromée, J6E8Y8",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
Québec,   Bas salaire,9292-2236 Québec Inc.,"SAINT-LAZARE, J7T2H8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Québec,   Bas salaire,9298-8286 QUÉBEC INC,"Terrebonne, J6X4P7",8612-Manoeuvres en aménagement paysager et en entretien des terrains,4
Québec,   Bas salaire,9299-4797 QUEBEC INC,"MONTREAL, H2W2L5",6322-Cuisiniers,1
Québec,   Bas salaire,9300-6971Quebec inc,"Cowansville, J2K1J4","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",1
Québec,   Bas salaire,9306-9201 QUEBEC INC.,"Louiseville, J5V0A8","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",4
Québec,   Bas salaire,9309-6378 Québec inc,"Québec, G1C4R7",8612-Manoeuvres en aménagement paysager et en entretien des terrains,6
Québec,   Bas salaire,9311-4759 Québec inc.,"Joliette, J6E5Y1",7611-Aides de soutien des métiers et manoeuvres en construction,4
Québec,   Bas salaire,9312-8932 Québec Inc.,"Ayer's Cliff, J0B1C0","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",1
Québec,   Bas salaire,9313-2405 QUEBEC INC,"SHAWINIGAN, G9N8P3",6322-Cuisiniers,1
Québec,   Bas salaire,9314-6132 Qc inc.,"Chambly, J3L4C4",8612-Manoeuvres en aménagement paysager et en entretien des terrains,4
Québec,   Bas salaire,9314-8567 Québec Inc.,"SAINT-BASILE-LE-GRAND, J3N1M3",8612-Manoeuvres en aménagement paysager et en entretien des terrains,7
Québec,   Bas salaire,9317-4043 Qc Inc,"LONGUEUIL, J4K2T4","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Québec,   Bas salaire,9322-4483 Qc inc,"ALBANEL, G8M3P8",8431-Ouvriers agricoles,11
Québec,   Bas salaire,9326-9264 Quebec Inc,"Pincourt, J7W0H6",6315-Surveillants des services de nettoyage,1
Québec,   Bas salaire,9328-9692 Québec inc.,"RIVIERE-DU-LOUP, G5R2A1","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",3
Québec,   Bas salaire,9337-5186 Québec inc,"Victoriaville, G6T2E1",8612-Manoeuvres en aménagement paysager et en entretien des terrains,2
Québec,   Bas salaire,9338-0186 Québec inc,"Rouyn-Noranda, J9X6P9","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",6
Québec,   Bas salaire,9338-3651 Québec Inc. (Luc Sauriol),"SAINT-EUSTACHE, J7R4K3",8612-Manoeuvres en aménagement paysager et en entretien des terrains,2
Québec,   Bas salaire,9338-5441 Québec inc.,"Montreal, H3H1M7",6322-Cuisiniers,1
Québec,   Bas salaire,9340-0307 Québec inc.,"Montréal, H2Y2C5","6562-Esthéticiens, électrolystes et personnel assimilé",2
Québec,   Bas salaire,9341-8887 Québec Inc.,"WESTMOUNT, H3Z1P2",6322-Cuisiniers,1
Québec,   Bas salaire,9349-5984 Québec inc.,"Québec, G1Y3P2","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",3
Québec,   Bas salaire,9349-7980 Québec Inc.,"montréal, H2H1Z1",6332-Boulangers-pâtissiers,1
Québec,   Bas salaire,9355-2966 Québec Inc.,"BLAINVILLE, J7C4Z4",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
Québec,   Bas salaire,9355-7601 Québec inc,"Ste-Brigitte-de-Laval, G0A3K0",7611-Aides de soutien des métiers et manoeuvres en construction,6
Québec,   Bas salaire,9355-9045 Québec Inc.,"MONTRÉAL, H3N1R8","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1
Québec,   Bas salaire,9357-4838 Québec inc,"La Prairie, J5R5W6",8612-Manoeuvres en aménagement paysager et en entretien des terrains,2
Québec,   Bas salaire,9366-4753 Québec inc,"St-Georges, G5Y3W8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",3
Québec,   Bas salaire,9369-2739 Quebec inc.,"Montreal, H2Z1Y6","6562-Esthéticiens, électrolystes et personnel assimilé",1
Québec,   Bas salaire,9373-6213 QUEBEC INC,"MONTREAL, H4G2A1",6322-Cuisiniers,1
Québec,   Bas salaire,9374-9182 Québec inc.,"Québec, G1X3T8",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
Québec,   Bas salaire,9386-0062 Québec inc.,"Lévis, G6W7X7","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",2
Québec,   Bas salaire,9391-4224 Québec inc.,"Saint-Hyacinthe, J2S8B8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",5
Québec,   Bas salaire,9920447 CANADA INC.,"Mirabel, J7N1P5",9533-Monteurs et contrôleurs d'autres produits en bois,3
Québec,   Bas salaire,A1 Machinerie inc,"St-Mathieu-de-Beloeil, J3G0J8","7334-Mécaniciens de motocyclettes, de véhicules tout-terrain et personnel mécanicien assimilé",2
Québec,   Bas salaire,Abattoir Besson ltée,"Dolbeau-Mistassini, G8L5M3","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",5
Québec,   Bas salaire,Abattoir LG Hébert et Fils Ltée,"Ste-Hélène-de-Bagot, J0H1M0","9462-Bouchers industriels, dépeceurs-découpeurs de viande, préparateurs de volaille et personnel assimilé",5
Québec,   Bas salaire,ABATTOIR ST-GERMAIN INC.,"Saint-Germain-de-Grantham, J0C1K0","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",10
Québec,   Bas salaire,abris-temps inc.,"Lévis, G6Z8G1",9446-Opérateurs de machines à coudre industrielles,1
Québec,   Bas salaire,Acier Bouchard Inc.,"Saint-Bruno-de-Montarville, J3V6C2",7452-Manutentionnaires,3
Québec,   Bas salaire,Acier Bouchard Québec Inc,"St-Nicolas, G7A0R2",7452-Manutentionnaires,2
Québec,   Bas salaire,Albert Perron Inc.,"ST-PRIME, G8J1L4","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",4
Québec,   Bas salaire,Aliments Asta Inc.,"St-Alexandre, G0L2G0","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",32
Québec,   Bas salaire,Alséro Ltée,"Mirabel, J7J1P4",9533-Monteurs et contrôleurs d'autres produits en bois,2
Québec,   Bas salaire,Aménagement Côté Jardin inc,"Montréal, H2H2N2",8612-Manoeuvres en aménagement paysager et en entretien des terrains,7
Québec,   Bas salaire,Aménagement Paysager Pyrus inc,"Lambton, G0M1H0",8612-Manoeuvres en aménagement paysager et en entretien des terrains,2
Québec,   Bas salaire,Aménagement Paysager Uni-vert Inc.,"Montréal, H4E4P1",8612-Manoeuvres en aménagement paysager et en entretien des terrains,6
