Province/Territory,"Program Stream","Employer ",Address,Occupation,"Approved Positions"
Quebec,"  Primary Agriculture","Le Marché Apicole inc.","SAINT-SYLVÈRE, QC G0Z 1H0","8431-General farm workers",1
Quebec,"  Primary Agriculture","Le Potager Grandmont Inc.","SAINT-GÉDÉON, QC G0W 2P0","8431-General farm workers",6
Quebec,"  Primary Agriculture","Le Potager Riendeau Inc.","Saint-Rémi, QC J0L 2L0","8431-General farm workers",26
Quebec,"  Primary Agriculture","L'Équipoule Inc","MARIEVILLE, QC J3M 1J5","8431-General farm workers",19
Quebec,"  Primary Agriculture","L'Érablière de l'Avenir inc","St-Édouard-de-Lotbinière, QC G0S 1Y0","8431-General farm workers",3
Quebec,"  Primary Agriculture","Les Canneberges de la Côte-Nord Inc.","CHUTE-AUX-OUTARDES, QC G0H 1C0","8431-General farm workers",2
Quebec,"  Primary Agriculture","Les Canneberges d'Or 2007 inc.","Manseau, QC G0X 1V0","8431-General farm workers",4
Quebec,"  Primary Agriculture","Les Cèdres de Beauce Inc","SAINT-ISIDORE, QC G0S 2S0","8432-Nursery and greenhouse workers",1
Quebec,"  Primary Agriculture","Les Cultures Boucher Inc.","JOLY, QC G0S 1M0","8431-General farm workers",6
Quebec,"  Primary Agriculture","Les Cultures Chouinard inc.","Saint-Arsène, QC G0L 2K0","8431-General farm workers",4
Quebec,"  Primary Agriculture","Les Cultures de Chez Nous inc.","SAINTE-BRIGITTE-DES-SAULTS, QC J0C 1E0","8431-General farm workers",20
Quebec,"  Primary Agriculture","Les Cultures du Castor Inc.","Leclercville, QC G0S 2K0","8431-General farm workers",2
Quebec,"  Primary Agriculture","Les Cultures Ferland Inc.","Saint-Rémi, QC J0L 2L0","8431-General farm workers",3
Quebec,"  Primary Agriculture","Les Cultures Fortin Inc.","SAINT-PATRICE-DE-BEAURIVAGE, QC G0S 1B0","8431-General farm workers",1
Quebec,"  Primary Agriculture","Les Domaines Roka Inc.","MONTRÉAL, QC H4L 3H6","8431-General farm workers",3
Quebec,"  Primary Agriculture","Les Élevages du Haut-St-François","SAINT-HYACINTHE, QC J2T 5H3","8431-General farm workers",3
Quebec,"  Primary Agriculture","Les Élevages EMD (Ferme François Cormier 2009 inc.)","SAINT-GUILLAUME, QC J0C 1L0","8431-General farm workers",4
Quebec,"  Primary Agriculture","Les Élevages L.D. Ltée","Saint-Honoré-de-Shenley, QC G0M 1V0","8431-General farm workers",4
Quebec,"  Primary Agriculture","Les Élevages Viens inc.","AYER'S CLIFF, QC J0B 1C0","8431-General farm workers",2
Quebec,"  Primary Agriculture","Les entreprises Bergeron senc","Saint-Alexandre-d’Iberville,, QC J0J 1S0","8431-General farm workers",2
Quebec,"  Primary Agriculture","Les Entreprises G.M. Benoit Inc","STE-BRIGITTE-DES-SAULTS, QC J0C 1E0","8431-General farm workers",4
Quebec,"  Primary Agriculture","Les Entreprises Guilligan Inc.","Saint-Pierre-de-Lamy, QC G0L 4B0","8431-General farm workers",2
Quebec,"  Primary Agriculture","Les Entreprises J.M. Faille Inc","St-Michel, QC J0L 2J0","8431-General farm workers",2
Quebec,"  Primary Agriculture","Les Entreprises Noldeau inc.","SAINT-EUGÈNE-DE-GUIGUES, QC J0Z 3L0","8431-General farm workers",1
Quebec,"  Primary Agriculture","Les Entreprises Pitre Inc.","Mont-Laurier, QC J9L 3G5","8431-General farm workers",14
Quebec,"  Primary Agriculture","Les Fermes Benallan Farms Senc.","LACHUTE, QC J8H 2C5","8431-General farm workers",5
Quebec,"  Primary Agriculture","Les Fermes Boisvert 2007 Inc","L'Avenir, QC J0C 1B0","8431-General farm workers",2
Quebec,"  Primary Agriculture","Les Fermes Coddington Inc.","Melbourne, QC J0B 2B0","8431-General farm workers",3
Quebec,"  Primary Agriculture","Les Fermes David et Richard Blais Inc.","Saint-Laurent-de-l'île-d'Orléans, QC G0A 3Z0","8431-General farm workers",9
Quebec,"  Primary Agriculture","Les Fermes du Soleil Inc.","Ste-Clotilde-de-Chateauguay, QC J0L 1W0","8431-General farm workers",25
Quebec,"  Primary Agriculture","Les Fermes Élio Notaro et fils inc","Sherrington, QC J0L 2N0","8431-General farm workers",46
Quebec,"  Primary Agriculture","Les fermes Jacques Coulombe & fils Ltée","Saint-Laurent-de-l'île-d'Orléans, QC G0A 3Z0","8431-General farm workers",14
Quebec,"  Primary Agriculture","Les Fermes Lefort inc.","ST-RÉMI, QC J0L 2L0","8431-General farm workers",12
Quebec,"  Primary Agriculture","Les Fermes Michel Beaulieu Inc.","SAINT-ÉDOUARD, QC J0L 1Y0","8431-General farm workers",4
Quebec,"  Primary Agriculture","Les Fermes Parent-Beauregard inc.","Saint-Joachim-de-Shefford, QC J0E 2G0","8431-General farm workers",2
Quebec,"  Primary Agriculture","Les Fermes Perler Inc","Tingwick, QC J0A 1L0","8431-General farm workers",1
Quebec,"  Primary Agriculture","Les Fermes R.R. & fils Inc","SAINT-MICHEL, QC J0L 2J0","8431-General farm workers",4
Quebec,"  Primary Agriculture","Les Fermes Richard Laporte et Fils Inc","Notre-Dame-de-Lourdes, QC J0K 1K0","8431-General farm workers",3
Quebec,"  Primary Agriculture","Les Fermes Serbi Inc.","Saint-Eustache, QC J7R 4K3","8431-General farm workers",2
Quebec,"  Primary Agriculture","Les Fermes Tri-Jardins Inc.","ST-LÉONARD-D'ASTON, QC J0C 1M0","8431-General farm workers",4
Quebec,"  Primary Agriculture","Les Fermes V. Forino & fils inc.","Sherrington, QC J0L 2N0","8431-General farm workers",31
Quebec,"  Primary Agriculture","Les Fermes W Cyr & fils enr.","Saint-Patrice-de-Sherrington, QC J0L 2N0","8431-General farm workers",3
Quebec,"  Primary Agriculture","Les Fines Herbes de Chez-Nous inc.","SAINT-MATHIEU-DE-BELOEIL, QC J3G 0E3","8431-General farm workers",17
Quebec,"  Primary Agriculture","Les Gazons Rouville (1988) inc.","Saint-Jean-Baptiste, QC J0L 2B0","8431-General farm workers",2
Quebec,"  Primary Agriculture","Les Gestions Chou-Bec Inc.","SAINT-JOSEPH-DU-LAC, QC J0N 1M0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Quebec,"  Primary Agriculture","Les Gourmets d'Amérique inc.","Rougemont, QC J0L 1M0","8431-General farm workers",3
Quebec,"  Primary Agriculture","Les Immeubles Clément Dubois Inc.","LÉVIS, QC G6V 6E1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Quebec,"  Primary Agriculture","Les Immeubles Clément Dubois Inc.","LÉVIS, QC G6V 6E1","8431-General farm workers",2
Quebec,"  Primary Agriculture","Les Jardins de la Côte Double senc.","St-Césaire, QC J0L 1T0","8431-General farm workers",3
Quebec,"  Primary Agriculture","Les Jardins d'Oka Inc.","Oka, QC J0N 1E0","8431-General farm workers",7
Quebec,"  Primary Agriculture","Les Jardins I.E.C. Dubuc Inc.","ST-ÉDOUARD, QC J0L 1Y0","8431-General farm workers",3
Quebec,"  Primary Agriculture","Les Jardins Lefrançois inc.","Saint-Rémi, QC J0L 2L0","8431-General farm workers",4
Quebec,"  Primary Agriculture","Les Jardins M.G. senc","Sainte-Marie-Madeleine, QC J0H 1S0","8431-General farm workers",5
Quebec,"  Primary Agriculture","Les Jardins Michel Corbeil Inc.","Saint-Eustache, QC J7R 4K3","8432-Nursery and greenhouse workers",4
Quebec,"  Primary Agriculture","Les Jardins Paul Cousineau & Fils Inc.","St-Constant, QC J5A 0R2","8431-General farm workers",14
Quebec,"  Primary Agriculture","Les Jardins W.G. Charlebois Inc.","SALABERRY-DE-VALLEYFIELD, QC J6S 2W8","8432-Nursery and greenhouse workers",6
Quebec,"  Primary Agriculture","Les Maraîchers P.Y. Cousineau Senc.","Saint-Eustache, QC J7R 4K3","8431-General farm workers",3
Quebec,"  Primary Agriculture","Les Oeufs D'Orléans Inc.","Saint-Laurent-de-l'Île d'Orélans, QC G0A 3Z0","8431-General farm workers",1
Quebec,"  Primary Agriculture","Les Plantations de la Baie S.E.N.C.","CARLETON-SUR-MER, QC G0C 1J0","8432-Nursery and greenhouse workers",4
Quebec,"  Primary Agriculture","Les Porcs Marineau Inc.","LYSTER, QC G0S 1V0","8431-General farm workers",5
Quebec,"  Primary Agriculture","Les Productions Horticoles Demers inc","Lévis, QC G7A 0R7","8431-General farm workers",116
Quebec,"  Primary Agriculture","Les Ruchers de la Campagne inc.","Québec, QC G1V 1W5","8431-General farm workers",1
Quebec,"  Primary Agriculture","Les Serres Demers Inc.","Lévis, QC G7A 0R7","8432-Nursery and greenhouse workers",24
Quebec,"  Primary Agriculture","Les Serres Lefort Inc","Ste-Clotilde, QC J0L 1W0","8431-General farm workers",58
Quebec,"  Primary Agriculture","Les serres Royales inc.","SAINT-JÉRÔME, QC J7Z 7M2","8431-General farm workers",21
Quebec,"  Primary Agriculture","Les Serres Sagami St-Janvier Inc.","Ste-Sophie, QC J5J 2V3","8431-General farm workers",4
Quebec,"  Primary Agriculture","Les Serres Savoura Danville Inc.","Ste-Sophie, QC J5J 2V3","8431-General farm workers",3
Quebec,"  Primary Agriculture","Les Serres Savoura Mirabel Inc.","Sainte-Sophie, QC J5J 2V3","8431-General farm workers",1
Quebec,"  Primary Agriculture","Les Serres Savoura Mirabel Inc.","Ste-Sophie, QC J5J 2V3","8431-General farm workers",10
Quebec,"  Primary Agriculture","Les Serres Savoura Ste-Marthe Inc.","Sainte-Sophie, QC J5J 2V3","8431-General farm workers",5
Quebec,"  Primary Agriculture","Les Serres Sylvain Cléroux Qc Inc.","Laval, QC H7X 4A8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
Quebec,"  Primary Agriculture","Les Serres Vaudreuil Inc.","Vaudreuil-Dorion, QC J7V 8P2","8431-General farm workers",6
Quebec,"  Primary Agriculture","Les Serres Vaudreuil Inc.","Vaudreuil-Dorion, QC J7V 8P2","8432-Nursery and greenhouse workers",1
Quebec,"  Primary Agriculture","Les Terres MJ S.E.N.C.","Normandin, QC G8M  4N","8431-General farm workers",1
Quebec,"  Primary Agriculture","Les Vergers Denis Charbonneau inc.","Mont Saint-Grégoire, QC J0J 1K0","8431-General farm workers",8
Quebec,"  Primary Agriculture","Les Vergers Jobin et Fils Inc.","FRELIGHSBURG, QC J0J 1C0","8431-General farm workers",2
Quebec,"  Primary Agriculture","Les Vergers Lafrance Inc","ST-JOSEPH DU LAC, QC J0N 1M0","8431-General farm workers",1
Quebec,"  Primary Agriculture","Les Vergers Multi-Pommes Inc.","St-Joseph-du-Lac, QC J0N 1M0","8431-General farm workers",2
Quebec,"  Primary Agriculture","Les Vergers Papineau associés inc.","SAINT-PAUL-D'ABBOTSFORD, QC J0E 1A0","8431-General farm workers",13
Quebec,"  Primary Agriculture","Les Vergers Pommix senc.","SAINT-JOSEPH-DU-LAC, QC J0N 1M0","8431-General farm workers",4
Quebec,"  Primary Agriculture","Les Viandes Biologiques de Charlevoix inc.","SAINT-URBAIN, QC G0A 4K0","8431-General farm workers",2
Quebec,"  Primary Agriculture","LL Signature Inc.","Fortierville, QC G0S 1J0","8431-General farm workers",1
Quebec,"  Primary Agriculture","Luc Tellier (Les Jardins Picoudi)","St-Robert, QC J0G 1S0","8431-General farm workers",2
Quebec,"  Primary Agriculture","M.C.F. Leclerc inc.","TROIS-RIVIÈRES, QC G8V 1Y8","8431-General farm workers",1
Quebec,"  Primary Agriculture","Maraîcher DJM Inc.","L'ASSOMPTION, QC J5W 4Y6","8431-General farm workers",3
Quebec,"  Primary Agriculture","Maraîchers Brunelle inc. (Les)","Saint-Thomas, QC J0K 3L0","8431-General farm workers",6
Quebec,"  Primary Agriculture","Maraîchers du Ruisseau inc.","St-Lin-Laurentides, QC J5M 1Y5","8431-General farm workers",2
Quebec,"  Primary Agriculture","Maraîchers MG inc. (Les)","SAINT-LIN-LAURENTIDES, QC J5M 2A2","8431-General farm workers",3
Quebec,"  Primary Agriculture","Maraîchers St-Pierre Inc.","Saint-Rémi, QC J0L 2L0","8431-General farm workers",10
Quebec,"  Primary Agriculture","Mario Côté inc","Stoke, QC J0B 3G0","8431-General farm workers",10
Quebec,"  Primary Agriculture","Mas & Fils Jardiniers Ltée","SAINT-MICHEL, QC J0L 2J0","8431-General farm workers",11
Quebec,"  Primary Agriculture","Maternité Cookshire inc","UPTON, QC J0H 2E0","8431-General farm workers",5
Quebec,"  Primary Agriculture","Maurice Bélanger Paysagiste Inc.","Amqui, QC G5J 2C2","8432-Nursery and greenhouse workers",2
Quebec,"  Primary Agriculture","Méloporc inc.","Saint-Paul, QC J0K 3E0","8431-General farm workers",3
Quebec,"  Primary Agriculture","Messi-Beau Inc","SAINT-CÉSAIRE, QC J0L 1T0","8431-General farm workers",2
Quebec,"  Primary Agriculture","N & L ST-Denis SENC.","Oka, QC J0N 1E0","8431-General farm workers",5
Quebec,"  Primary Agriculture","Napierveau Ltée","Saint-Hyacinthe, QC J2R 1L1","8431-General farm workers",4
Quebec,"  Primary Agriculture","Nieuwenhof et associés inc.","DUNDEE, QC J0S 1L0","8431-General farm workers",1
Quebec,"  Primary Agriculture","Noël Wilson Inc","ST-RÉMI, QC J0L 2L0","8432-Nursery and greenhouse workers",1
Quebec,"  Primary Agriculture","Nutrimix ltée","WICKHAM, QC J0C 1S0","8431-General farm workers",18
Quebec,"  Primary Agriculture","Olymel s.e.c / l.p","St-Hyacinthe, QC J2S 4B6","8431-General farm workers",12
Quebec,"  Primary Agriculture","Ovac Inc.","WICKHAM, QC J0C 1S0","8431-General farm workers",6
Quebec,"  Primary Agriculture","Palmex Inc.","Marieville, QC J3M 1E8","8431-General farm workers",1
Quebec,"  Primary Agriculture","Paradis des fraises J. Auclair & Fils inc.","Lavaltrie, QC J5T 3P4","8431-General farm workers",4
Quebec,"  Primary Agriculture","Patates Dolbec Inc.","Saint-Ubalde, QC G0A 4L0","8431-General farm workers",20
Quebec,"  Primary Agriculture","Patates Dolbec Inc.","Saint-Ubalde, QC G0A 4L0","8611-Harvesting labourers",1
Quebec,"  Primary Agriculture","Patates Isabelle Inc.","SAINT-MICHEL, QC J0L 2J0","8431-General farm workers",8
Quebec,"  Primary Agriculture","Patates Turcot inc. (Les)","St-Lin-Laurentides, QC J5M 2A1","8431-General farm workers",1
Quebec,"  Primary Agriculture","Pépinière Abbotsford inc.","SAINT-PAUL-D'ABBOTSFORD, QC J0E 1A0","8432-Nursery and greenhouse workers",6
Quebec,"  Primary Agriculture","Pigeon 2006 inc","Saint come, QC J0K 2B0","8431-General farm workers",16
Quebec,"  Primary Agriculture","Plantation Réal Beloin Inc","East Hereford, QC J0B 1S0","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
Quebec,"  Primary Agriculture","Plantations Nicholas Inc.","Ste-Clotilde-d- Beauce, QC G0N 1C0","8432-Nursery and greenhouse workers",7
Quebec,"  Primary Agriculture","Porc SB inc.","SAINT-ELZÉAR, QC G0S 2J1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Quebec,"  Primary Agriculture","Porc SB inc.","SAINT-ELZÉAR, QC G0S 2J1","8431-General farm workers",4
Quebec,"  Primary Agriculture","Porcherie Marigro Inc","St-Rémi de Tingwick, QC J0A 1K0","8431-General farm workers",1
Quebec,"  Primary Agriculture","Porcherie Marilyne Inc","Stoke, QC J0B 3G0","8431-General farm workers",4
Quebec,"  Primary Agriculture","Potager France Marcoux","Québec, QC G1C  1N","8431-General farm workers",2
Quebec,"  Primary Agriculture","Potager Yvanhoé inc.","SAINT-HENRI, QC G0R 3E0","8431-General farm workers",1
Quebec,"  Primary Agriculture","Potager Zotic Inc.","ST-ZOTIQUE, QC J0P 1Z0","8431-General farm workers",2
Quebec,"  Primary Agriculture","Printemps vivace inc.","Sainte-Madeleine, QC J0H 1S0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Quebec,"  Primary Agriculture","Production Laitière Gagné inc.","COATICOOK, QC J1A 2S4","8431-General farm workers",1
Quebec,"  Primary Agriculture","Production Lareault inc.","LAVALTRIE, QC J5T 4A9","8431-General farm workers",21
Quebec,"  Primary Agriculture","Production Lareault inc.","LAVALTRIE, QC J5T 4A9","8432-Nursery and greenhouse workers",3
Quebec,"  Primary Agriculture","Productions maraîchères Mailhot inc.","St-Alexis-de-Montcalm, QC J0K 1T0","8431-General farm workers",17
Quebec,"  Primary Agriculture","Produits Maraîchers JMV Champagne inc.","Saint-Thomas, QC J0K 3L0","8431-General farm workers",8
Quebec,"  Primary Agriculture","Puriporc inc","St-Bernard, QC G0S 2G0","8431-General farm workers",1
Quebec,"  Primary Agriculture","QCcidre Inc.","Hemmingford, QC J0L 1H0","8431-General farm workers",6
Quebec,"  Primary Agriculture","Qualité Delbi inc","Côteau-du-lac, QC J0P 1B0","8431-General farm workers",7
Quebec,"  Primary Agriculture","R. Paré et fils inc.","Compton, QC J0B 1L0","8431-General farm workers",1
Quebec,"  Primary Agriculture","R. Pinsonneault & fils Ltée","SAINT-MICHEL, QC J0L 2J0","8431-General farm workers",4
Quebec,"  Primary Agriculture","R.Robitaille et fils inc.","Farnham, QC J2N 2N4","8431-General farm workers",6
Quebec,"  Primary Agriculture","Reboisement Mauricie inc.","Saint-Étienne-des-Grès, QC G0X 2P0","8432-Nursery and greenhouse workers",2
Quebec,"  Primary Agriculture","Réséco Inc.","St-Wenceslas, QC G0Z 1J0","8431-General farm workers",10
Quebec,"  Primary Agriculture","Sapinière de la Mauricie (Gestion Le Stéphanois inc.)","Trois-Rivières, QC G9A 5E1","8432-Nursery and greenhouse workers",1
Quebec,"  Primary Agriculture","SBEC 2006 Senc.","HOWICK, QC J0S 1G0","8431-General farm workers",1
Quebec,"  Primary Agriculture","Semences Prograin Inc.","SAINT-CÉSAIRE, QC J0L 1T0","0821-Managers in agriculture",1
Quebec,"  Primary Agriculture","Semican Inc.","PLESSISVILLE, QC G6L 2Y2","8431-General farm workers",2
Quebec,"  Primary Agriculture","Serres Toundra Inc.","SAINT-FÉLICIEN, QC G8K 2R4","8431-General farm workers",50
Quebec,"  Primary Agriculture","Service Avicole JGL (9091-8558 Québec Inc.)","VICTORIAVILLE, QC G6T  2B","8431-General farm workers",12
Quebec,"  Primary Agriculture","Sogeporc Inc.","St-Hyacinthe, QC J2S 4B6","8431-General farm workers",7
Quebec,"  Primary Agriculture","Spéciveau inc.","La Présentation, QC J0H 1B0","8431-General farm workers",1
Quebec,"  Primary Agriculture","Sucrerie Pignon Bleu SNC","Issoudun, QC G0S 1L0","8431-General farm workers",1
Quebec,"  Primary Agriculture","Tembris Inc","NOTRE-DAME-DU-NORD, QC J0Z 3B0","8431-General farm workers",1
Quebec,"  Primary Agriculture","Terre d'en Haut inc. (La)","Saint-Alexis, QC J0K 1T0","8431-General farm workers",9
Quebec,"  Primary Agriculture","Terre Maraichère Boisvert Inc.","Saint-Lin-Laurentides, QC J5M 1Y5","8431-General farm workers",5
Quebec,"  Primary Agriculture","Thermo-Pat Inc.","SAINT-RÉMI, QC J0L  2L","8432-Nursery and greenhouse workers",5
Quebec,"  Primary Agriculture","Transvol ltée","St-Charles-De-Bellechasse, QC G0R 2T0","8431-General farm workers",3
Quebec,"  Primary Agriculture","Ty-D Holsteins Inc","CAP-SANTÉ, QC G0A 1L0","8431-General farm workers",1
Quebec,"  Primary Agriculture","Union Libre cidre et vin Inc.","Dunham, QC J0E 1M0","8431-General farm workers",1
Quebec,"  Primary Agriculture","Végétolab inc.","Alma, QC G8E 1X7","8432-Nursery and greenhouse workers",2
Quebec,"  Primary Agriculture","Verger Caron Inc.","FRELIGHSBURG, QC J0J 1C0","8431-General farm workers",20
Quebec,"  Primary Agriculture","Verger Coeur de Pomme Senc.","Oka, QC J0N 1E0","8431-General farm workers",10
Quebec,"  Primary Agriculture","Verger Gibb S.E.N.C.","SAINT-PAUL-D'ABBOTSFORD, QC J0E 1A0","8431-General farm workers",7
Quebec,"  Primary Agriculture","Verger Lacroix Inc.","SAINT-JOSEPH-DU-LAC, QC J0N 1M0","8431-General farm workers",4
Quebec,"  Primary Agriculture","Verger Maïa Inc.","SAINT-JOSEPH-DU-LAC, QC J0N 1M0","8431-General farm workers",4
Quebec,"  Primary Agriculture","Verger Messier senc","St-Jean-Baptiste-de-Rouville, QC J0L 2B0","8431-General farm workers",6
Quebec,"  Primary Agriculture","Verger Mico SENC.","SAINT-JOSEPH-DU-LAC, QC J0N 1M0","8431-General farm workers",4
Quebec,"  Primary Agriculture","Verger Nicolet Inc.","Grand St-Esprit, QC J0G  1B","8431-General farm workers",2
Quebec,"  Primary Agriculture","Verger Thomson Inc.","SAINT-PAUL-D'ABBOTSFORD, QC J0E 1A0","8431-General farm workers",122
Quebec,"  Primary Agriculture","Verger Yvan Duchesne Inc.","MONT-SAINT-GRÉGOIRE, QC J0J 1K0","8431-General farm workers",6
Quebec,"  Primary Agriculture","Vergers DM Boileau inc","Havelock, QC J0S 2C0","8431-General farm workers",2
Quebec,"  Primary Agriculture","Vergers et serres St-Paul senc","SAINT-PAUL-D'ABBOTSFORD, QC J0E 1A0","8431-General farm workers",7
