Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes demandes
Colombie-Britannique,   Bas salaire,Inno Foods Inc.,"Coquitlam, BC V3K 7C2","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",1
Colombie-Britannique,   Bas salaire,Inno Foods Inc.,"Coquitlam, BC V3K 7C2","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",5
Colombie-Britannique,   Bas salaire,Internation Investments Inc o/a A&W Restaurant,"Abbotsford, BC V3G 2K8",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,J.D. FOODS LTD.,"KAMLOOPS, BC V2C 1E6",6322-Cuisiniers,4
Colombie-Britannique,   Bas salaire,Jag Painting Ltd.,"SURREY, BC V3W 3W6",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,JAM-CAN CAFE INCORPORATED,"KAMLOOPS, BC V2B 3H3",6321-Chefs,1
Colombie-Britannique,   Bas salaire,Jas Mann Roofing and Waterproofing Inc.,"SURREY, BC V3S 2L8",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,JD Insulation Ltd.,"SURREY, BC V3R 2N8",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,Jewel of India Restaurant Ltd,"White Rock, BC V4B 1C3",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Jhajj Lumber Corporation,"SURREY, BC V3S 7G7",7452-Manutentionnaires,1
Colombie-Britannique,   Bas salaire,JR2911 Investments Inc.,"LANGLEY, BC V2Y 3C1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",3
Colombie-Britannique,   Bas salaire,K & M Dube Investments Inc,"FERNIE, BC V0B 1M0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,K & S Auto Repair,"Abbotsford, BC V4X 2N3",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,KT Korean Restaurant Ltd.,"Kamloops, BC V2E 2J7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,KTC Restaurant Ltd.  o/a Cora's Breakfast and Lunch,"BURNABY, BC V5E 2V1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Langan Restaurant Ltd.,"RICHMOND, BC V6X 3M7","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Colombie-Britannique,   Bas salaire,Little Piggy Food Services Inc.,"Esquimalt, BC V9A 5V2",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Lo-Cost Auto Repairs Ltd.,"Richmond, BC V6X 2J2",1221-Agents d'administration,1
Colombie-Britannique,   Bas salaire,LOWER MAINLAND KITCHEN CABINETS LTD.,"Surrey, BC V3W 1R1",7611-Aides de soutien des métiers et manoeuvres en construction,1
Colombie-Britannique,   Bas salaire,Luxor Hair Salon Ltd,"Vancouver, BC V6M 1Z6","6562-Esthéticiens, électrolystes et personnel assimilé",1
Colombie-Britannique,   Bas salaire,Madeleine(Hornby) Investments Ltd.,"Vancouver, BC V6Z 1S2",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Main Bodega Inc.,"vancouver, BC V6A 2W1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,Main Central Entertainment Limited o/a Colony Main,"VANCOUVER, BC V5T 3G3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Marine Drive Collision Ltd.,"Vancouver, BC V6P 5Z2",7612-Autres manoeuvres et aides de soutien de métiers,1
Colombie-Britannique,   Bas salaire,Masteel America Corp,"Delta, BC V4G 1N2",7242-Électriciens industriels,1
Colombie-Britannique,   Bas salaire,Masuda Media Ltd.,"Courtenay, BC V9N 1K1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,McCallum Sandwiches Ltd,"ABBOTSFORD, BC V2S 3N3","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Colombie-Britannique,   Bas salaire,Menzies Pet Hospital,"Chilliwack, BC V2P 5Z6",3213-Technologues en santé animale et techniciens vétérinaires,1
Colombie-Britannique,   Bas salaire,METRO 1 MEATS & TANDOORI TAKE AWAY LTD.,"Surrey, BC V3W 4G1",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,METRO 1 MEATS & TANDOORI TAKE AWAY LTD.,"Surrey, BC V3W 4G1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",3
Colombie-Britannique,   Bas salaire,Mom's Pizza & Pasta Ltd,"Taylor, BC V0C 2K0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,Money's Beauty Hair Salon Ltd.,"Burnaby, BC V3N 3M4",6341-Coiffeurs et barbiers,1
Colombie-Britannique,   Bas salaire,MR Moose's Childcare Learning Centre Ltd.,"Abbotsford, BC V2T 1S4",4214-Éducateurs et aides-éducateurs de la petite enfance,2
Colombie-Britannique,   Bas salaire,MRC Liquids+Solids Culinary Innovations Inc,"Vancouver, BC V6A 1R9",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Nana Bakery Inc.,"BURNABY, BC V3N 5C1",6332-Boulangers-pâtissiers,1
Colombie-Britannique,   Bas salaire,Navmukh Enterprises Ltd,"SURREY, BC V3W 2V7",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,NB ONOYA Geomatics & Construction Surveying Ltd,"SURREY, BC V3Z 6P4",2154-Arpenteurs-géomètres,2
Colombie-Britannique,   Bas salaire,New Star Foods Inc.,"Coquitlam, BC V3B 1B9",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Newlands Golf & Country Club Ltd.,"Langley, BC V3A 3M3","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",5
Colombie-Britannique,   Bas salaire,Newlands Golf & Country Club Ltd.,"Langley, BC V3A 3M3",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,4
Colombie-Britannique,   Bas salaire,No. 109 Seabright Holding Ltd DBA White Spot Restaurant,"Vancouver, BC V5N 2R5",6511-Maîtres d'hôtel et hôtes,1
Colombie-Britannique,   Bas salaire,Norland Enterprises Ltd.,"Williams Lake, BC V2G 2W3",6311-Superviseurs des services alimentaires,2
Colombie-Britannique,   Bas salaire,Onex Contracting Ltd,"Surrey, BC V3S 8Z7",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,osaka sushi,"Courtenay, BC V9N 7R6",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,P&B Enterprises Ltd (DBA) Subway Sandwich Shop,"NEW WESTMINSTER, BC V3L 2B8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,Pacific Link Retail Group Inc.,"Richmond, BC V7A 5J5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",3
Colombie-Britannique,   Bas salaire,Pacific Shower Doors (1995) Ltd.,"Burnaby, BC V5B 3A9",7292-Vitriers,1
Colombie-Britannique,   Bas salaire,Paramjit's Kitchen,"Revelstoke, BC V0E 2S0",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Patara Framing Enterprises Ltd.,"Richmond, BC V6X 1P8",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,Planet Immigration Services Inc.,"Surrey, BC V3W 3N4",1221-Agents d'administration,1
Colombie-Britannique,   Bas salaire,Planet Immigration Services Inc.,"Surrey, BC V3W 3N4",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,   Bas salaire,Plus Alpha Food & Beverages Ltd.,"Vancouver, BC V6Z 1M5",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Powered By Caffeine Enterprises Inc. o/a Bean Around the World Coffee House and Bistro (UBC),"Vancouver, BC V6T 1Z4",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Proud Refrigerators Inc. dba Proud Refrigerators,"Burnaby, BC V5G 4K4",7332-Réparateurs et préposés à l'entretien d'appareils,1
Colombie-Britannique,   Bas salaire,PUNJAB MASONARY LTD.,"SURREY, BC V3W 0E4",7611-Aides de soutien des métiers et manoeuvres en construction,1
Colombie-Britannique,   Bas salaire,Quality Quick Service Serve Inc.,"SMITHERS, BC V0J 2N0",6311-Superviseurs des services alimentaires,2
Colombie-Britannique,   Bas salaire,R2Z Investments Ltd.,"MAPLE RIDGE, BC V2X 2T3",6341-Coiffeurs et barbiers,1
Colombie-Britannique,   Bas salaire,Rama tiles and flooring ltd,"Surrey, BC V3W 6Y5",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,READING GATE LEARNING CENTRE(BURNABY) LTD.,"BURNABY, BC V5H 2E7",1221-Agents d'administration,1
Colombie-Britannique,   Bas salaire,Regal Drywall Ltd.,"Surrey, BC V4N 0J8",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,Rhodonna Abrera o/a The Balay Spa,"NORTH VANCOUVER, BC V7M 1A2","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Colombie-Britannique,   Bas salaire,Richmond Transport Ltd,"ABBOTSFORD, BC V2T 3K1",1221-Agents d'administration,1
Colombie-Britannique,   Bas salaire,Rigby Built Contracting Ltd,"Fernie, BC V0B 1M2",7611-Aides de soutien des métiers et manoeuvres en construction,1
Colombie-Britannique,   Bas salaire,Rishi Holdings Ltd.,"VANCOUVER, BC V6N 2T6",7611-Aides de soutien des métiers et manoeuvres en construction,1
Colombie-Britannique,   Bas salaire,RJB Restaurants Inc. o/a Swiss Chalet,"WEST KELOWNA, BC V1Z 1J7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,RK'S House of Dosas Ltd. o/a House of Dosa,"Vancouver, BC V5V 3E3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Ron's Insulation Ltd,"VANCOUVER, BC V5Z 4R5",7611-Aides de soutien des métiers et manoeuvres en construction,1
Colombie-Britannique,   Bas salaire,Rose Sweets & Tandoori Hut Ltd,"SURREY, BC V3W 3J7",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,RRGB Restaurants Canada Inc o/a Red Robin Gourmet Burgers and Brews,"LANGLEY, BC V2Y 1A2",6322-Cuisiniers,3
Colombie-Britannique,   Bas salaire,Safe Care Home Support Ltd.,"Coquitlam, BC V3B 6B4","4412-Aides familiaux résidents, aides de maintien à domicile et personnel assimilé",3
Colombie-Britannique,   Bas salaire,Sagada Holdings Inc,"CRESTON, BC V0B  1G",6211-Superviseurs des ventes - commerce de détail,3
Colombie-Britannique,   Bas salaire,Sardis Bottle Depot Ltd.,"Chilliwack, BC V2R 3N5","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Colombie-Britannique,   Bas salaire,Selectwood Cabinets Ltd,"Richmond, BC V6W 1H7",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,Shan E Punjab Arts Club Ltd,"SURREY, BC V3W 0A6",5134-Danseurs,2
Colombie-Britannique,   Bas salaire,Simish Inc.,"Victoria, BC V8T 2C5",6316-Surveillants des autres services,1
Colombie-Britannique,   Bas salaire,Singh Framing Limited,"Surrey, BC V3T 1E6",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,Strait Coffee Ltd,"SECHELT, BC V0N  3A",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,SUARAJ ENTERPRISES LIMITED,"WILLIAMS LAKE, BC V2G 1A2","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,Sumas Way Sub Ent Inc.,"ABBOTSFORD, BC V2S 8H2",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Sunny International Home Services Ltd.,"Vancouver, BC V6H 1E5",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
Colombie-Britannique,   Bas salaire,Sunshine Valley Recreation Inc.,"Manning Park, BC V0X 1R0",6525-Réceptionnistes d'hôtel,1
Colombie-Britannique,   Bas salaire,Surrey Pizza & Chicken Ltd.,"DELTA, BC V4C 6R6",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sushi Town Restaurant(Coquitlam) Ltd.,"Coquitlam, BC V3B 1C2",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sylvestre's Flooring Ltd.,"ABBOTSFORD, BC V2S 4P8",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,T Jones Enterprises Inc,"Vancouver, BC V6H 2W4",7271-Charpentiers-menuisiers,1
Colombie-Britannique,   Bas salaire,Tacorporation Restaurant Ltd.,"Vancouver, BC V5L 3Y4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Tasty Tandoori Grill Restaurant Ltd.,"Vanderhoof, BC V0J 3A0",6513-Serveurs d'aliments et de boissons,2
Colombie-Britannique,   Bas salaire,Terra Breads Inc,"VANCOUVER, BC V5Y 1H4",6332-Boulangers-pâtissiers,1
Colombie-Britannique,   Bas salaire,Thai Away Home,"Vancouver, BC V5Z 2W6",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,THANG LONG TRAVEL LTD,"VANCOUVER, BC V5V 3C7",6521-Conseillers en voyages,1
Colombie-Britannique,   Bas salaire,The Bombay Sweets,"Port Coquitlam, BC V3C 3H1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Colombie-Britannique,   Bas salaire,THE VALHALLA CABIN COMPANY LIMITED,"New Denver, BC V0G 1S0",6513-Serveurs d'aliments et de boissons,1
Colombie-Britannique,   Bas salaire,Tikarito Foods Incorporated,"BURNABY, BC V5A 4H7","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Colombie-Britannique,   Bas salaire,TOWNHALL HOLDINGS LTD,"LANGLEY, BC V2Y 3H1",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,TransWorld Immigration Consultancy Inc,"KELOWNA, BC V1Y 1R1",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,TYEK Industries(1993) Ltd.,"Vancouver, BC V6H 3R9",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Urban Gate Inc.,"Coquitlam, BC V3B 0C6",6332-Boulangers-pâtissiers,1
Colombie-Britannique,   Bas salaire,Vack Enterprises Ltd,"SURREY, BC V3W 0M8",6311-Superviseurs des services alimentaires,2
Colombie-Britannique,   Bas salaire,Vack Enterprises Ltd,"SURREY, BC V3W 0M8",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Vancouver Public Education Alliance Corp,"BURNABY, BC V5H 0E5",6321-Chefs,1
Colombie-Britannique,   Bas salaire,Vestis Fashion Group Inc.,"Vancouver, BC V5Y 1K3",6222-Acheteurs des commerces de détail et de gros,1
Colombie-Britannique,   Bas salaire,Wasabi Japanese Restaurant Ltd,"Vernon, BC V1T 9V2",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,West Beach Ice Cream Ltd.,"VICTORIA, BC V8T 2C3",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Whistler Blackcomb Employment Corp.,"WHISTLER, BC V8E 0X9",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,White Star Construction Ltd,"ABBOTSFORD, BC V3T 5H7",7611-Aides de soutien des métiers et manoeuvres en construction,2
Colombie-Britannique,   Bas salaire,Willingdon Pizza Ltd O/A Uncle Fatih's Pizza,"BURNABY, BC V5C 0H6",6513-Serveurs d'aliments et de boissons,1
Colombie-Britannique,   Bas salaire,Willow Lash Labs Inc.,"Vancouver, BC V6B 2T4",1414-Réceptionnistes,1
Colombie-Britannique,   Bas salaire,Wingsum International Trading Inc.,"Richmond, BC V6W 1J9","9462-Bouchers industriels, dépeceurs-découpeurs de viande, préparateurs de volaille et personnel assimilé",5
Colombie-Britannique,   Bas salaire,Xinricun Catering Group Canada Inc,"Richmond, BC V7C 0B1",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,Yi Fang Taiwan Fruit Tea ( Canada) Ltd,"Vancouver, BC V6G 1C9",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Zinc Salon Ltd. o/a Zinc Hair,"Vancouver, BC V5Z 1S7",6341-Coiffeurs et barbiers,1
Colombie-Britannique,  Agriculture primaire,0717260BC LTD,"Agassiz, BC V0M 1A2","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
Colombie-Britannique,  Agriculture primaire,0733885 B.C. LTD dba Horsting's Farm Market,"Chilliwack, BC V2P 7N1","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Colombie-Britannique,  Agriculture primaire,1025669 B.C. Ltd.,"Surrey, BC V3S 0X4",0821-Gestionnaires en agriculture,1
Colombie-Britannique,  Agriculture primaire,1174022 B.C. Ltd.,"Creston, BC V0B 1G9","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Colombie-Britannique,  Agriculture primaire,A&M Orchards Ltd.,"Keremeos, BC V0X 1N0",8431-Ouvriers agricoles,12
Colombie-Britannique,  Agriculture primaire,Daybreak Farms (Terrace) Ltd.,"Terrace, BC V8G 0B3",0821-Gestionnaires en agriculture,1
Colombie-Britannique,  Agriculture primaire,Five Star Mushrooms Ltd.,"Aldergrove, BC V4W 2A4",8431-Ouvriers agricoles,14
Colombie-Britannique,  Agriculture primaire,FRIND WINERY LTD,"VANCOUVER, BC V6C 3R1",8431-Ouvriers agricoles,24
Colombie-Britannique,  Agriculture primaire,Grewal & Sons Enterprises Inc,"Abbotsford, BC V2T 4X3",0821-Gestionnaires en agriculture,2
Colombie-Britannique,  Agriculture primaire,H & R Orchards Ltd,"Canyon, BC V0B 1C0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Colombie-Britannique,  Agriculture primaire,Holland Avenue Nursery LTD,"Victoria, BC V8Z 5K2",8432-Ouvriers de pépinières et de serres,3
Colombie-Britannique,  Agriculture primaire,JP Farms Ltd.,"Delta, BC V4K 3N3",0821-Gestionnaires en agriculture,1
Colombie-Britannique,  Agriculture primaire,Kato's Nursery (2007) Ltd.,"ABBOTSFORD, BC V4X 1S3",8432-Ouvriers de pépinières et de serres,12
Colombie-Britannique,  Agriculture primaire,KSG Farms Services Ltd.,"ABBOTSFORD, BC V4X 1S1",8431-Ouvriers agricoles,8
Colombie-Britannique,  Agriculture primaire,La Frenz Estate Winery Ltd,"Penticton, BC V2A 8T5",8431-Ouvriers agricoles,2
Colombie-Britannique,  Agriculture primaire,Makhane Farms Ltd,"Abbotsford, BC V2T 6S4",8431-Ouvriers agricoles,12
Colombie-Britannique,  Agriculture primaire,Mariposa Fruit Market Ltd,"Keremeos, BC V0X 1N0",8431-Ouvriers agricoles,12
Colombie-Britannique,  Agriculture primaire,Padda and Mattu Blueberry Farm Ltd,"SURREY, BC V3W 2C3",0821-Gestionnaires en agriculture,1
Colombie-Britannique,  Agriculture primaire,Phoenix Farms LTD.,"PITT MEADOWS, BC V3Y 1Z1",8431-Ouvriers agricoles,30
Colombie-Britannique,  Agriculture primaire,POTANICALS GREEN GROWERS INC.,"Richmond, BC V7E 3S3",8432-Ouvriers de pépinières et de serres,6
Colombie-Britannique,  Agriculture primaire,SAN INDUSTRIES LTD.,"LANGLEY, BC V1M 3N8",8432-Ouvriers de pépinières et de serres,12
Colombie-Britannique,  Agriculture primaire,sandhill vineyards ltd.,"Oliver, BC V0H 1T1",8431-Ouvriers agricoles,16
Colombie-Britannique,  Agriculture primaire,Smart Farms Ltd,"Surrey, BC V3W 1L2",8431-Ouvriers agricoles,2
Colombie-Britannique,  Agriculture primaire,SRE Enterprises,"PITT MEADOWS, BC V3Y 1Z1",0821-Gestionnaires en agriculture,1
Colombie-Britannique,  Agriculture primaire,West Coast Floral Growers and Distributors LTD,"Surrey, BC V3Z 9M6",8432-Ouvriers de pépinières et de serres,10
Yukon,   Bas salaire,Grow With Joy Ltd.,"WHITEHORSE, YT Y1A 5S8",1311-Techniciens en comptabilité et teneurs de livres,1
Yukon,   Bas salaire,Sruthi Trading & Investment Inc,"WHITEHORSE, YT Y1A 6E6",6421-Vendeurs - commerce de détail,2
Territoires-du-Nord-Ouest,     Haut salaire,Sport North Federation,"YELLOWKNIFE, NT X1A 3X7","0124-Directeurs de la publicité, du marketing et des relations publiques",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Biscuit Filmworks,"Los Angeles, 90038","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,"Bullitt, LLC","LOS ANGELES, 90013","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Gentleman Scholar Studios LLC,"LOS ANGELES, 90016","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Iconoclast Content Inc,"Culver City, 90232","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Minted Content,"Santa Monica, 90405","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,"Morton Jankel Zander, Inc","Los Angeles, 90064","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,"Moxie Pictures, Inc.","LOS ANGELES, 90016","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,"Park Pictures, LLC","New York, 10010","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",3
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Prettybird,"Culver City, 90232","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Radical Media LLC,"Santa Monica, 90404","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",3
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Sanctuary Content Inc.,"LOS ANGELES, 90034","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Smuggler,"Los Angeles, 90038","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Station Film Inc.,"BROOKLYN, 11222","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Stink LLC,"Culver City, 90232","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Superprime,"Culver City, 90232","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,"The Workhouse Worldwide, LLC","Culver City, 90232","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada,     Haut salaire,Tool of North America LLC,"Santa Monica, 90404","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Notes:,,,,,
1. Tous les renseignements utilisés dans la présente publication proviennent du Système d'étude d'impact sur le marché du travail (SEIMT) d'Emploi et Développement social Canada.,,,,,
"2. Cette liste exclut tous les informations personnelles, tels que le nom des employeurs des fournisseurs de soins à domicile ou les noms d'entreprises qui incluent des noms personnels. Pour cette raison, cette liste est incomplète et ne contient pas tous les employeurs qui ont soumis ou obtenu une EIMT. Si un employeur souhaite communiquer avec EDSC concernant l'exactitude de leur information, prière de communiquer au NA-TFWP-PTET@hrsdc-rhdcc.gc.ca.  ",,,,,
3. Les noms des employeurs sont entrés manuellement dans le Système et peuvent faire l’objet d’erreurs dans la saisie de donnée.           ,,,,,
" 4. Le système de Classification nationale des professions (CNP) 2011, est utilisé depuis novembre 2016. Avant novembre 2016, les professions classifiées sous le CNP 2006 étaient converti selon les professions correspondantes sous le CNP 2011. Une concordance empirique développée par Statistique Canada a été utilisée pour identifier la classification équivalente.                                                                              ",,,,,
"5. En vigueur à partir de février 2018, toutes les EIMT en appui à la résidence permanente (RP) sont exclues des rapports statistiques du PTET, sauf lorsque distinguées séparément. Ceci pourrait affecter les statistiques rapportées au fil du temps.",,,,,
"6. Les données issues du SEIMT concernent le nombre de postes de TÉTs visés, et non le nombre de permis de travail délivrés. Pour obtenir des renseignements sur le nombre de permis de travail délivrés, consultez le document: Faits et chiffres d'Immigration, Réfugiés et Citoyenneté Canada (IRCC) : www.cic.gc.ca/francais/ressources/statistiques/menu-faits.asp",,,,,
"7. Les chiffres indiqués dans la présente publication peuvent différer légèrement de ceux contenus dans les versions précédentes des statistiques des EIMT, en raison des mises à jour des données qui ont eu lieu entre temps.",,,,,
