Terre-Neuve-et-Labrador,, 
Lumina-FX Inc.,"1233, boulevard de Périgny, CP 5011, Chambly (QC)  J3L 0C5",1
Lyne Portelance et Christian Charlebois senc,"309, route du Canton, Brownsburg-Chatham (QC)  J8G 1R5",2
Macadamian Technologies,"165, rue Wellington, Gatineau (QC)  J8X 2J3",1
Magasin Co-op de Montmagny,"70, boulevard Taché Ouest, Montmagny (QC)  G5V 3A4",1
Maison des jeunes St-Cyrille,"3895, rue Principale, Saint-Cyrille-de-Wendover (QC)  J1Z 1C7",1
Maison India,"5868, rue Sherbrooke Ouest, Montréal (QC)  H4A 1X5",1
Malvern Canada,"4995, rue Levy, Montréal (QC)  H4R 2N9",1
Manac Inc.,"2275, 107e Rue, Saint-Georges (QC)  G5Y 8G6",5
Mantoria Inc.,"4492, rue Sainte-Catherine Ouest, Westmount (QC)  H3Z 1R7",1
Manutention Québec Inc,"100A, boulevard Hymus, Pointe-Claire (QC)  H9R 1E4",1
MAPLES FUND SERVICES (CANADA) INC.,"2000, avenue McGill College, bureau 2050, Montréal (QC)  H3A 3H3",1
Maraicher A Barbeau & Fils Inc,"2430, rue Principale, CP 27, Saint-Michel (QC)  J0L 2J0",51
Maraîchers Bec Sucré Inc.,"565, rang Saint-Régis, Saint-Isidore (QC)  J0L 2A0",16
Maraîchers Du Ruisseau Inc.,"575, rang du Ruisseau Saint-Jean, Saint-Lin–Laurentides (QC)  J5M 1Y5",13
Maraichers JPL Guerin & Fils Inc,"107, rang Saint-Pierre Ouest, Sherrington (QC)  J0L 2N0",53
Marché Épicure,"5252, rue Paré, Montréal (QC)  H4P 1P5",1
Marché Oriental Jang-Teu- 6450113 Canada Inc.,"2116, boulevard Décarie, Montréal (QC)  H4A 3J3",1
MariePain,"452, rue Notre-Dame, Repentigny (QC)  J6A 2T4",1
Marketing Ex Situ Inc.,"4200, boulevard Saint-Laurent, bureau 507, Montréal (QC)  H2W 2R2",1
Marmen Inc,"845, rue Berlinguet, Trois-Rivières (QC)  G8T 8N9",15
Mas & Fils Jardiniers Ltée,"2520, rue Principale, Saint-Michel (QC)  J0L 2J0",20
Massicotte Holstein Inc,"611, rue Notre-Dame, Champlain (QC)  G0X 1C0",2
Matériaux St-Étienne Inc.,"1007, route Lagueux, Lévis (QC)  G6J 1J7",1
Max Films,"5333, avenue Casgrain, bureau 406, Montréal (QC)  H2T 1X3",1
MAXIMOFF FARMS INC.,"2200, chemin du Fief, Saint-Lazare (QC)  J7T 2N5",1
Maxi-Paysage inc.,"2601, avenue de la Rotonde, Charny (QC)  G6X 2M2",7
Maxi-Sol Inc.,"145, chemin Landry, Saint-Paul (QC)  J0K 3E0",6
Mcdonald's Amos (Restaurant),"12, 1re Avenue Est, Amos (QC)  J9T 1H3",9
McGill University,"3600, rue University, Montréal (QC)  H3A 2T8",1
McGill University,"845, rue Sherbrooke Ouest, bureau 633, Montréal (QC)  H3A 0G4",1
McGill University,"801, rue Sherbrooke Ouest, Montréal (QC)  H3A 2K6",2
Université Mcgill,"845, rue Sherbrooke Ouest, bureau 600, Montréal (QC) H3A 0G4",6
Universite Mcgill,"865, rue Sherbrooke Ouest, Montréal (QC) H3A 2T5",1
McGill University - Faculty of Medecine,"3605, rue de la Montagne, Montréal (QC)  H3G 2M1",6
Mckinsey & Compagnie,"1250, boulevard René-Lévesque Ouest, bureau 4430, Montréal (QC)  H3B 4W8",1
MDA Corporation,"21025, route Transcanadienne, Sainte-Anne-de-Bellevue (QC)  H9X 3R2",4
Mecachrome Canada (2009) inc.,"11100, rue Julien-Audette, Mirabel (QC)  J7N 3L3",1
MECAER AMERICA Inc,"3205, rue Delaunay, Laval (QC)  H7L 5A4",1
Mécanique Bonprix,"688, boulevard Lavigerie, Sherbroooke (QC)  J1G 2X2",1
Mechtronix Textron Canada Inc.,"6767, chemin de la Côte-de-Liesse, Montréal (QC)  H4T 1E5",1
Media ranch (BB) inc.,"424, rue Guy, bureau 114, Montréal (QC)  H3J 1S6",6
Méloporc Inc.,"201, chemin Guilbault, Saint-Paul (QC)  J0K 3E0",14
Mentel Inc.,"239, rue Notre-Dame Ouest, bureau 300, Montréal (QC)  H2Y 1T4",1
Menya Solutions Inc.,"3330, rue King Ouest, bureau 190, Sherbrooke (QC)  J1L 1C9",1
Meritek Conseil,"5125, rue du Trianon, bureau 550, Montréal (QC)  H1M 2S5",2
Metafilms inc,"1703, rue Sanguinet, Montréal (QC)  H2X 3G5",1
Métal Perreault,"167, rue Armand-Bombardier, CP 4029, Donnacona (QC)  G3M 2X2",1
Metal Sartigan,"1000, 40e Rue Ouest, Saint-Georges (QC)  G5Y 6V2",1
Michel et Victoire Palardy senc,"645, rang Saint-Simon, Sainte-Madeleine (QC)  J0H 1S0",4
Michel Martel Paysagiste inc.,"1101, rue Coulombe, Sainte-Julie (QC)  J3E 1Y1",8
MICHELANGELO RESTAURANT,"3111, chemin Saint-Louis, Québec (QC)  G1W 1R6",1
Micro-Onde Alga inc,"16715, boulevard Hymus, Kirkland (QC)  H9H 5M8",1
Miel Gaudreau Inc.,"995, rang du Ruisseau-des-Anges Nord, Saint-Roch-de-l'Achigan (QC)  J0K 3H0",4
Miellerie St-Stanislas (9246-5517 Qc inc.),"272, route 201, Saint-Stanislas-de-Kostka (QC)  J0S 1W0",3
MIKES (Restaurant),"10490, rue Lajeunesse, Montréal (QC)  H3L 2E5",1
Mikros Image Canada Inc.,"465, rue McGill, 9e étage, Montréal (QC)  H2Y 2H1",14
Milident Inc.,"165, boulevard de la Technologie, Gatineau (QC)  J8Z 3G4",2
MindGeek Canada,"7777, boulevard Décarie, bureau 300, Montréal (QC)  H4P 2H2",4
Ministères Enseignemoi,"4008, rue Foster, Waterloo (QC)  J0E 2N0",2
M-Muffler Magog 9147-5830 Québec Inc,"1729, rue Sherbrooke, Magog (QC)  J1X 2T5",1
Mobeewave Inc.,"33, rue Prince, bureau 200B, Montréal (QC)  H3C 2M7",1
Moghel Tandoori Inc.,"2770, boulevard Jacques-Cartier Est, Longueuil (QC)  J4N 1P8",1
Mokko Studio,"1711, rue Saint-Patrick, Montréal (QC)  H3K 3G9",7
Moment Factory,"6250, rue Hutchison, bureau 200A, Montréal (QC)  H2V 4C5",3
Momentum Technologies inc.,"825, boulevard Lebourgneuf, bureau 412, Québec (QC)  G2J 0B9",1
Mondo In Inc.,"7695, avenue Papineau, Montréal (QC)  H2E 2H1",1
Montreal Racket Club,"396, rue Concord, Montréal (QC)  H3A 1J2",1
Montréal Studios et Équipements s.e.n.c.,"1600, boulevard De Maisonneuve Est, Montréal (QC)  H2L 4P2",6
Montrium Inc.,"507, place d'Armes, bureau 1050, Montréal (QC)  H2Y 2W8",1
Morgan Schaffer Inc.,"8300, rue Saint-Patrick, bureau 150, LaSalle (QC)  H8N 2H1",1
Morgan Stanley Capital Group Inc,"700, rue Wellington, bureau 2000, Montréal (QC)  H3C 3S4",2
Morgan Stanley Services Canada Corp.,"700, rue Wellington, bureau 3000, Montréal (QC)  H3C 3S4",2
Moruzzi Ltée,"6685, boulevard Couture, Montréal (QC)  H1P 3L7",1
MOTEL HOSPITALITÉ,"3500, boulevard Guillaume-Couture, Lévis (QC)  G6W 6N7",1
Moules industriels inc.,"3100, boulevard Industriel, Sherbrooke (QC)  J1L 1V8",2
MozzaVera Foods,"10181, boulevard Saint-Michel, Montréal (QC)  H1H 5G9",2
MPC Canada,"645, rue Wellington, bureau 307, Montréal (QC)  H3C 1T2",223
Mu.,"275, boulevard De Maisonneuve Est, bureau 2, Montréal (QC)  H2X 1J6",2
Musitechnic,"888, boulevard De Maisonneuve Est, bureau 440, Montréal (QC)  H2L 4S8",1
N.L. St-Denis Senc,"97, rang Sainte-Sophie, Oka (QC)  J0N 1E0",7
Naada Yoga,"5540, avenue Casgrain, Montréal (QC)  H2T 1X2",1
Nature Canneberge inc.,"136, route 165, Sainte-Sophie-d'Halifax (QC)  G0P 1L0",9
Navtech Inc,"105, côte de la Montagne, bureau 701, Québec (QC)  G1K 4E4",1
Navut inc.,"1384, rue Notre-Dame Ouest, bureau 100, Montréal (QC)  H3C 1K8",1
Negotium Technologies,"460, rue Sainte-Catherine Ouest, bureau 202, Montréal (QC)  H3B 1A7",1
Newbreed Visual Effects Inc.,"390, rue Notre-Dame Ouest, bureau 500, Montréal (QC)  H2Y 1T9",1
Nikon Optical Canada inc.,"5075, rue Fullum, bureau 100, Montréal (QC)  H2H 2K3",1
Noel Wilson Et Fils SENC,"1776, rue Notre-Dame, Saint-Rémi (QC)  J0L 2L0",53
Nokia Solutions and Networks Canada Inc,"1250, boulevard René-Lévesque Ouest, bureau 2910, Montréal (QC)  H3B 4W8",1
Northforge Innovations Inc,"72, rue Laval, 3e étage, Gatineau (QC)  J8X 3H3",8
Novafruit Inc.,"455, Grand Rang Saint-Charles, Saint-Paul-d'Abbotsford (QC)  J0E 1A0",58
NPC 2 Productions (Muse) Inc.,"3451, rue Saint-Jacques, Montréal (QC)  H4C 1H1",4
Nuance Communications,"1500, boulevard Robert-Bourassa, bureau 935, Montréal (QC)  H3A 3S7",3
Nubik Inc.,"2921, rue des Marguerites, Carignan (QC)  J3L 0E8",2
Nurun Inc,"740, rue Notre-Dame Ouest, 6e étage, bureau 600, Montréal (QC)  H3C 3X6",1
NUTRABLEU INC,"301, chemin Alfred-Villeneuve, CP 517, Normandin (QC)  G8M 4S6",36
Nventive Inc.,"215, rue Saint-Jacques, 5e étage, Montréal (QC)  H2Y 1M6",1
Nvizzio Creations inc.,"1440, rue Sainte-Catherine Ouest, bureau 320, Montréal (QC)  H3G 1R8",6
O Saine Terre,"3130, rang Nord, L'Assomption (QC)  J5W 4Y1",4
Oasis Animation Inc.,"4200, boulevard Saint-Laurent, bureau 402, Montréal (QC)  H2W 2R2",2
Objectif Data inc.,"110, rue Sainte-Anne-de-la-Pérade, Québec (QC)  G0X 2J0",1
Oblik Communication design inc.,"2372, boulevard Rosemont, Montréal (QC)  H2G 1V1",1
Octasic Inc.,"4101, rue Molson, bureau 300, Montréal (QC)  H1Y 3L1",3
Odan Laboratories Ltd./Laboratoires Odan Ltée,"325, avenue Stillview, Pointe-Claire (QC)  H9R 2V6",1
Office De Promotion Touristique De La République Dominicaine,"2055, rue Peel, bureau 550, Montréal (QC)  H3A 1V4",1
Office Inv. Régimes De Pension Secteur Public,"1250, boulevard René-Lévesque Ouest, Montréal (QC)  H3B 4W8",1
OHL Construction Canada Inc.,"1440, rue Sainte-Catherine Ouest, bureau 410, Montréal (QC)  H3G 1R8",6
OKIOK DATA LTÉE,"655, promenade du Centropolis, bureau 230, Laval (QC)  H7T 0A3",1
OmegaChem Inc.,"480, rue Perreault, Lévis (QC)  G6W 7V6",1
ON Animation Studio Montreal Inc.,"625, avenue du Président-Kennedy, bureau 310, Montréal (QC)  H3A 1K2",6
Opale Net Inc.,"401, boulevard Saint-Joseph Est, Montréal (QC)  H2J 1J6",1
Opal-Rt Technologies Inc.,"1751, rue Richardson, bureau 2525, Montréal (QC)  H3K 1G6",2
Openface Internet Inc.,"3445, avenue du Parc, Montréal (QC)  H2X 2H6",1
Opes Software Inc.,"3700, rue Saint-Patrick, bureau 310, Montréal (QC)  H4E 1A2",1
Optel Vision Inc.,"2680, boulevard du Parc-Technologique, Québec (QC)  G1P 4S6",1
Opticca Consulting Inc.,"1965, chemin Sainte-Angélique, bureau 200, Saint-Lazare (QC)  J7T 0E2",1
Optimoule Inc,"275, rue Monfette Est, Thetford Mines (QC)  G6G 7H4",1
Optiplast inc.,"305, route 279, Saint-Lazare (QC)  G0R 3J0",2
Orchestre symphonique de Montréal,"1600, rue Saint-Urbain, Montréal (QC)  H2X 0S1",1
Orckestra inc,"1100, avenue des Canadiens-de-Montréal, Montréal (QC)  H3B 2S2",1
Orckestra Inc.,"1100, avenue des Canadiens-de-Montréal, Montréal (QC)  H3B 2S2",1
Osédea Inc.,"4000, rue Saint-Ambroise, bureau 270, Montréal (QC)  H4C 2C7",1
Osela Inc.,"1869, 32e Avenue, Lachine (QC)  H8T 3J1",1
P.L. Nouvelle France Inc.,"493, boulevard Fiset, Sorel-Tracy (QC)  J3P 6J9",2
P.M. Guinois Inc.,"50, rang Saint-Philippe Nord, Saint-Jacques-le-Mineur (QC)  J0J 1Z0",6
P3 Voith Aerospace,"7150, rue Frederick-Banting, bureau 101, Montréal (QC)  H4S 2A1",2
Pachem Distribution inc.,"1800, boulevard Michelin, Laval (QC)  H7L 4R3",1
Paillard de l'Auvergne,"1097, rue Saint-Jean, Québec (QC)  G1R 1S3",1
Palmex Inc,"1661, rue Marcoux, Marieville (QC)  J3M 1E8",7
Pampev Inc,"662, rang Saint-Francois, Saint-Louis-de-Blandford (QC)  G0Z 1B0",4
Panash Café,"212, boulevard Labelle, Rosemère (QC)  J7A 2H4",1
Papineau International,"851, boulevard Roland-Godard, Saint-Jérôme (QC)  J7Y 4C2",3
Parachute Montréal,"29, route 125, Saint-Esprit (QC)  J0K 2L0",1
Parachutisme Atmosphair,"1600, route de l'Aéroport, Saint-Jean-Chrysostome (QC)  G6Z 2L2",1
Paradis des fraises J. Auclair & Fils Inc.,"230, rang Point-du-Jour Sud, Lavaltrie (QC)  J5T 3P4",30
Paradis des Fruits Dunham Inc.,"519, chemin Bruce, Dunham (QC)  J0E 1M0",3
Paraza Pharma Inc,"7171, rue Frederick-Banting, Montréal (QC)  H4S 1Z9",1
Parti libéral du Québec,"7240, rue Waverly, Montréal (QC)  H2R 2Y8",1
Pastaga inc.,"6389, boulevard Saint-Laurent, Montréal (QC)  H2S 3C3",1
Patisserie Au Palet D'or (1996) Inc.,"1325, route de l'Église, Québec (QC)  G1W 3P3",1
Pâtisserie de Nancy / 129042 Canada Inc.,"5655, rue Monkland, Montréal (QC)  H4A 1E5",1
Pâtisserie La Farandole,"1089, boulevard de Sainte-Adèle, Sainte-Adèle (QC)  J8B 2N4",2
Patisserie Lajeunesse (La),"533, rue Gounod, Montréal (QC)  H2R 1B8",1
Pâtisserie Polonaise Wawel (9147-4361 Québec Inc.),"2543, rue Ontario Est, Montréal (QC)  H2K 1W5",1
Paysage Gourmand,"4433, chemin Carroll, Rawdon (QC)  J0K 1S0",1
Paysages Rossignol inc.,"453, rang Sainte-Julie Est, Saint-André-Avellin (QC)  J0V 1W0",10
PCM Innovation Montréal,"8268, boulevard Pie-IX, Montréal (QC)  H1Z 3T6",3
PCO Innovation Canada Inc.,"384, rue Saint-Jacques, Montréal (QC)  H2Y 1S1",2
Pearl Studios Inc.,"218, rue Saint-Paul Ouest, bureau 300, Montréal (QC)  H2Y 1Z9",2
Pêcheries Nikan S.E.C.,"32, rue de la Réserve, Essipit (QC)  G0T 1K0",3
Pelouses Richer Boulet Inc.,"755, rue Marais, Québec (QC)  G1M 3R7",7
Pépinère Soleil inc.,"3260, rang de la Rivière Nord, Saint-Jean-Baptiste (QC)  J0L 2B0",3
Pépinière & Paysages Marcel Marin,"628, chemin du Petit Village Sud, Saint-Augustin (QC)  G3A 1W7",4
Pépinière A. Massé inc.,"256, rang du Haut-de-la-Rivière Nord, Saint-Césaire (QC)  J0L 1T0",21
Pépinière Abbotsford inc.,"605, rue Principale, Saint-Paul-d'Abbotsford (QC)  J0E 1A0",90
Pepiniere Aiglon Inc,"332, rang Saint-Joseph, Notre-Dame-de-Lourdes (QC)  G0S 1T0",10
Pépinière Auclair & Frères 1991 inc.,"524, chemin Ozias-Leduc, Mont-Saint-Hilaire (QC)  J3H 4A9",5
Pépinière Boucher inc.,"103, rang des Aulnaies, Saint-Amboise (QC)  G7P 2B4",2
Pépiniere Charlevoix inc.,"2375, boulevard De Comporté, La Malbaie (QC)  G5A 3C6",14
Pépinière Cramer Inc,"1002, chemin Saint-Dominique, Les Cèdres (QC)  J7T 3A1",36
Pepinière des Terrasses Inc.,"70, avenue des Terrasses, Laval (QC)  H7H 1S8",12
Pepiniere Dominique Savio Inc,"101, rang des Soixante, Marieville (QC)  J3M 1N9",3
Pépinière du Fjord inc.,"94, rang des Aulnaies, Saint-Amboise (QC)  G7P 2B4",6
Pépinière du Jaseur Inc.,"1469, 6e Rang, Sainte-Cécile-de-Milton (QC)  J0E 2C0",6
Pépinière Ébriclore Enr.,"52, chemin de la Rivière-Delisle Nord, Coteau-du-Lac (QC)  J0P 1B0",2
Pépinière François Lemay Inc.,"256, rang Saint-Henri, Lanoraie (QC)  J0K 1E0",51
Pepiniere G. Lorrain & Fils   Inc.,"2820, boulevard Curé-Labelle, Prevost (QC)  J0R 1T0",2
Pépinière La Samare Inc.,"1385, rue Saint-Benoît, CP 464, Plessisville (QC)  G6L 3M2",4
Pépinière Lanctôt & Frère Inc.,"770, rang Saint-Pierre Sud, Saint-Constant (QC)  J5A 2E7",41
Pépinière Lapointe inc,"970, avenue Châteaubriand, Mascouche (QC)  J7K 3N7",6
Pépinière l'Avenir Inc.,"209, route 143, L'Avenir (QC)  J0C 1B0",4
Pépinière Luc Lareault Inc,"90, rue Lareault, CP 96, Lavaltrie (QC)  J5T 4A9",123
Pépinière Mont-Yamaska,"830, rang de la Montagne, Saint-Paul-d'Abbotsford (QC)  J0E 1A0",36
Pépinière Moraldo & Fils Inc.,"167, route 138, Saint-Augustin-de-Desmaures (QC)  G3A 0C2",5
Pépinière Pouce Vert,"1360, rang de la Vallée, Sainte-Julie (QC)  J3E 1Y1",1
Pépinière Production Trussart Ltee,"437, Grande Côte Est, Lanoraie (QC)  J0K 1E0",25
Pépinière Rougemont,"730, route 112, Rougemont (QC)  J0L 1M0",6
Pépinière St Paul inc.,"399, boulevard Brassard, CP 280, Saint-Paul-de-Joliette (QC)  J0K 3E0",20
Pépinière St-Nicolas Enr.,"999, route Marie-Victorin, Lévis (QC)  G7A 3T5",5
Pépinière Villeneuve Inc.,"951, rang de la Presqu'île, L'Assomption (QC)  J5W 3P4",20
Pétro-Nav inc.,"21, rue du Marché-Champlain, bureau 100, Québec (QC)  G1K 8Z8",59
Physiotec,"110, boulevard Springer, Chapais (QC)  G0W 1H0",1
Pick Crew/Crew Labs,"209, rue Saint-Paul Ouest, 5e étage, Montréal (QC)  H2Y 1Z9",1
Pigeon 2006 Inc.,"431, rang 9, Saint-Côme (QC)  J0K 2B0",8
Piri-Piri Masson,"3038, rue Masson, Montréal (QC)  H1Y 1X6",1
Piri-Piri Plateau,"415, rue Mont-Royal Est, Montréal (QC)  H2L 1W2",2
Pizza Giuseppe,"1460, rue Dollard, LaSalle (QC)  H8N 1T4",1
Pizzeria Bottega Laval (9208-5489 Québec Inc.),"2059, boulevard Saint-Martin Ouest, Laval (QC)  H7S 1N3",1
Pizzeria Magpie,"16, rue Maguire, Montréal (QC)  H2T 1B8",1
Pizzeria Sofia,"9200, boulevard Leduc, Brossard (QC)  J4Y 0L1",3
Plaisirs 360 inc.,"36 1/2, rue Saint-Pierre, bureau 300, Québec (QC)  G1K 3Z6",1
Planifika Inc.,"633, rue Saint-Joseph Est, bureau 400, Québec (QC)  G1K 3C1",1
Plant Select Inc.,"1190, rue Principale, Saint-Paul-d'Abbotsford (QC)  J0E 1E0",53
Plantation J.D. Mercier inc.,"276, rue Shenley Ouest, Saint-Honoré-de-Shenley (QC)  G0M 1V0",10
Plantations Réal Beloin Inc.,"74, rue de l'Église, East Hereford (QC)  J0B 1S0",5
Plantations Stéphan Perreault,"331, route 143 Nord, Val-Joli (QC)  J1S 0C1",9
Plate 2000 inc,"1239, route Bégin, Saint-Anselme (QC)  G0R 2N0",1
Playhybrid,"1401, rue des Maires-Lessard, Québec (QC)  G1Y 2R6",3
Plessitech inc.,"2250, avenue Vallée, CP 37, Plessisville (QC)  G6L 2Y6",4
Plusgrade Management G.P. inc.,"4880, rue Sherbrooke Est, bureau 140, Montréal (QC)  H3Z 1H1",1
Pneumatique Transports Inc.,"115, route 138, Îlets Caribou (QC)  G0H 1A0",3
Pollen Group inc.,"20, boulevard de Fontainebleau, Blainville (QC)  J7B 1L4",2
Poly Béton,"319, chemin Côte Saint-Louis Est, bureau A, Blainville (QC)  J7E 4H5",1
Polyculture Plante 1987 Inc.,"8684, chemin Royal, Sainte-Pétronille-de-l'Île-d'Orléans (QC)  G0A 4C0",60
Pomi Inc.,"831, chemin Welsh, Franklin (QC)  J0S 1E0",27
Pomme-Atout Inc,"59, rang de la Montagne, Rougemont (QC)  J0L 1M0",8
Pop Professional Orthopedic Products Inc.,"5735, rue Ferrier, Mont-Royal (QC)  H4P 1N3",1
Portable Winch Co.,"1170, rue Thomas-Tremblay, Sherbrooke (QC)  J1G 5G5",1
Potager Gauvin Inc.,"391, rang Séraphine, Ange-Gardien (QC)  J0E 1E0",8
Potager Gps Turcot Inc,"2251, chemin du Roy, L'Assomption (QC)  J5W 4Z2",5
Potager Grandmont Inc.,"286, rue Dequen, Saint-Gédéon (QC)  G0W 2P0",15
Potager Ivanhoe Inc.,"347, chemin du Trait-Carré, Saint-Henri (QC)  G0R 3E0",6
Potager Mont-Rouge senc,"1314, La Grande-Caroline, Rougemont (QC)  J0L 1M0",26
Potager Therrien senc,"302, rang Beaurivage, Saint-Sylvestre (QC)  G0S 3C0",4
Pratt & Whitney Canada Corp.,"1000, boulevard Marie-Victorin, Longueuil (QC)  J4G 1A1",2
Premier Tech Limitée,"1, avenue Premier, Rivière-du-Loup (QC)  G5R 6C1",2
Première Moisson,"19301, avenue Clark-Graham, Baie-D'Urfé (QC)  H9X 3P5",1
Printemps Vivaces Inc.,"3150, 4e Rang, Sainte-Madeleine (QC)  J0H 1S0",7
Prkng inc.,"16, Place du Commerce, Île-des-Soeurs, Montréal (QC)  H3E 2A5",1
Procima Experts Inc.,"1200, avenue McGill College, bureau 1100, Montréal (QC)  H3B 4G7",1
Procom Québec Inc.,"1350, rue Sherbrooke Ouest, bureau 1500, Montréal (QC)  H3G 1J1",1
"Procycle, division d'Industries RAD Inc","9095, 25e Avenue, Saint-Georges (QC)  G6A 1A1",1
Production Horticole Van Winden Inc.,"139, rang Saint-Paul, Sherrington (QC)  J0L 2N0",46
Production KAN CEKTI Inc.,"1660, rue Talleyrand, Brossard (QC)  J4W 2J2",1
Production musicale Boogie Wonder Band Inc.,"3547, rue Evelyn, Verdun (QC)  H4G 1P4",1
Production Vegkiss Inc,"1400, chemin Lasalle, Joliette (QC)  J6E 0L8",14
Productions Cousins Fruitiers Inc.,"1550, rang Saint-Albert, Saint-Thomas (QC)  J0K 3L0",44
Productions La Savoureuse,"1986, rang du Domaine, Saint-Joseph-du-Lac (QC)  J0N 1M0",11
Productions Maraichères Mailhot inc.,"182, Petite Ligne, Saint-Alexis (QC)  J0K 1T0",58
Productions Margiric Inc.,"3535, avenue des Perron, Laval (QC)  H7J 1A3",290
Productions Resinex inc.,"43, rue Norbert-Morin, La Durantaye (QC)  G0R 1W0",12
Productions Spectrum,"5445, avenue De Gaspé, bureau 415, Montréal (QC)  H2T 3B3",1
Productions Vegkiss PEI Inc,"1400, chemin Lasalle, Joliette (QC)  J6E 3Z1",24
Produits Boréal Inc,"1640, avenue de la Technologie, Alma (QC)  G8C 0E1",1
Produits Forestiers C.J.P. inc.,"5005, rue Jean-Talon Ouest, bureau 326, Montréal (QC)  H4P 1W7",1
Produits M&F Lajeunesse Inc.,"2274, Grand Rang, Saint-Jacques (QC)  J0K 2R0",2
Produits Maraichers JMV Champagne Inc.,"401, rang Brûlé, Saint-Thomas (QC)  J0K 3L0",20
Produits Mont-Blanc,"5371, rue Principale, Notre-Dame-de-Lourdes (QC)  J0K 1K0",17
PROGAZON LB Inc,"191, rue Riverside, Saint-Lambert (QC)  J4R 1A7",1
Projet Ouverture Inc.,"4080, rue Wellington, bureau 333, Montréal (QC)  H4G 1V4",1
Pro-Metal-Plus Inc,"12, boulevard des Sources, Deschambault (QC)  G0A 1S0",5
Promine inc.,"1405, avenue Saint-Jean-Baptiste, bureau 103B, Québec (QC)  G2E 5K2",4
Protection Incendie Stealth Inc.,"290, boulevard Pierre-Boursier, bureau 107, Châteauguay (QC)  J6J 4Z2",1
Pruftechnik Maintenance Technology,"4406, rue Louis-B.-Mayer, Laval (QC)  H7P 0G1",1
PTC (Canada) Inc.,"3333, boulevard de la Côte-Vertu, bureau 620, Montréal (QC)  H4R 2N1",1
Puriporc inc.,"701, rang Bord-de-l'Eau, Saint-Bernard (QC)  G0S 2G0",4
Pushap Patisserie & Restaurant inc.,"213, rue Montpellier, Montréal (QC)  H9G 3A3",1
PVH Canada Inc.,"7445, autoroute de la Côte-de-Liesse, Montréal (QC)  H4T 1G2",1
Qualité Delbi Inc.,"282, chemin Saint-Emmanuel, Coteau-du-Lac (QC)  J0P 1B0",12
Qualtech,"1880, rue Léon-Harmel, Québec (QC)  G1N 4K3",1
