",,,,,,,
Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Incorporer le statut","EIMT Approuvés","Postes Approuvés"
Ontario,"     Haut salaire","A CLASS COLLISION LTD.","Mississauga, ON L5T 2A6","7322-Débosseleurs et réparateurs de carrosserie",Inconnu,1,3
Ontario,"     Haut salaire","A. A. Waters & Brookes Ltd.","Vaughan, ON L4L 3P6","2225-Techniciens et spécialistes de l'aménagement paysager et de l'horticulture",Inconnu,1,1
Ontario,"     Haut salaire","A.C. PAZ CONSTRUCTION INC.","Toronto, ON M6E 4X3",7271-Charpentiers-menuisiers,Inconnu,1,1
Ontario,"     Haut salaire","Aarwiz International Inc.","Brampton, ON L6R 1W3","2282-Agents de soutien aux utilisateurs",Inconnu,1,1
Ontario,"     Haut salaire","ABHIDITI INC","Toronto, ON M4S 1Z8",6321-Chefs,Inconnu,1,3
Ontario,"     Haut salaire","Absolute Interior Inc.","Toronto, ON M4B 3E5",7283-Carreleurs,Inconnu,1,2
Ontario,"     Haut salaire","AC883 Nordic Trade Services Inc.","Toronto, ON M4G 1Y9","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","Ace Property Care Inc.","Caledon, ON L7C 2K5","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","Ace Sports Clinic Inc.","Toronto, ON M4V 1K6","3232-Praticiens des médecines douces",Inconnu,1,1
Ontario,"     Haut salaire","Acuren Group Inc.","Oakville, ON L6L 2X8","2261-Vérificateurs et essayeurs des essais non destructifs",Inconnu,1,7
Ontario,"     Haut salaire","Acuren Group Inc.","Oakville, ON L6L 2X8","7384-Autre personnel des métiers et personnel assimilé, n.c.a.",Inconnu,2,15
Ontario,"     Haut salaire","ADDA BISTRO INC","Toronto, ON M5A 1T1",6321-Chefs,Inconnu,1,2
Ontario,"     Haut salaire","Advanced Materials and Propulsion Engineering and Research Inc.","Oakville, ON L6L 5K8","6221-Spécialistes des ventes techniques - commerce de gros",Inconnu,1,1
Ontario,"     Haut salaire","Aerowerks Inc","Mississauga, ON L5N 5M4","6221-Spécialistes des ventes techniques - commerce de gros",Inconnu,1,1
Ontario,"     Haut salaire","AH GARY TRANSPORT INC.","Brampton, ON L6W 1X9","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"     Haut salaire","AIP&P Industries Inc","Richmond Hill, ON L4C 3Z1","2252-Designers industriels",Inconnu,1,1
Ontario,"     Haut salaire","AIRTILIZE INC.","BRAMPTON, ON L6Z 1J6",7233-Tôliers,Inconnu,1,1
Ontario,"     Haut salaire","AJ DESIGN INTERIOR LTD","KITCHENER, ON N2R 0N2",7271-Charpentiers-menuisiers,Inconnu,1,1
Ontario,"     Haut salaire","AJF Forming Ltd","North York, ON M6M 3E5","8612-Manoeuvres en aménagement paysager et en entretien des terrains",Inconnu,1,3
Ontario,"     Haut salaire","Ajooni Management Inc.","Barrie, ON L4M 0K4","6211-Superviseurs des ventes - commerce de détail",Inconnu,2,2
Ontario,"     Haut salaire","Albert Bazzoni Ltd.","White River, ON P0M 3G0","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",Inconnu,1,1
Ontario,"     Haut salaire","Albert Bazzoni Ltd.","White River, ON P0M 3G0","6315-Surveillants des services de nettoyage",Inconnu,1,1
Ontario,"     Haut salaire","Albkos Group Inc","Etobicoke, ON M9W 3A1","7291-Couvreurs et poseurs de bardeaux",Inconnu,1,4
Ontario,"     Haut salaire","Aliments Rinag Foods Inc.","Nepean, ON K2E 6T6",6321-Chefs,Inconnu,1,1
Ontario,"     Haut salaire","Alliance Forming Ltd.","Bolton, ON L7E 4E3",7271-Charpentiers-menuisiers,Inconnu,2,9
Ontario,"     Haut salaire","AllStream Janitorial Services Inc.","Brampton, ON L6T 5B9","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","Al-Madina Jewellers Inc.","Mississauga, ON L4T 2G8","6344-Bijoutiers, réparateurs de bijoux, horlogers-rhabilleurs et personnel assimilé",Inconnu,1,1
Ontario,"     Haut salaire","ALPHA HOME GROUP CORPORATION","NORTH YORK, ON M2N 1K2","7295-Poseurs de revêtements d'intérieur",Inconnu,1,1
Ontario,"     Haut salaire","ALUGARD LTD","BRAMPTON, ON L6T 4H8","7236-Monteurs de charpentes métalliques",Inconnu,1,3
Ontario,"     Haut salaire","Always Roofing Ltd.","Concord, ON L4K 1N4","7291-Couvreurs et poseurs de bardeaux",Inconnu,1,1
Ontario,"     Haut salaire","Amazon Canada Fulfillment Services, ULC","Toronto, ON M5J 0A1","2173-Ingénieurs et concepteurs en logiciel",Inconnu,4,3
Ontario,"     Haut salaire","AMERICAN IRON DESIGN LTD","TORONTO, ON L4W 1V6","7237-Soudeurs et opérateurs de machines à souder et à braser",Inconnu,1,2
Ontario,"     Haut salaire","AMG Global Inc.","Brampton, ON L6S 5N8","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"     Haut salaire","AMG Global Inc.","Brampton, ON L6S 5N8","7511-Conducteurs de camions de transport",Inconnu,1,3
Ontario,"     Haut salaire","AMOORDOD INC","Concord, ON L4K 1Z8","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,2,5
Ontario,"     Haut salaire","Anav Enterprise limited","Ottawa, ON K2C 0C7",6322-Cuisiniers,Inconnu,1,2
Ontario,"     Haut salaire","ANCHOR CONCRETE CUTTING & CORING INC","Brampton, ON L6Y 0C7","7282-Finisseurs de béton",Inconnu,1,2
Ontario,"     Haut salaire","ANCHOR CONCRETE CUTTING & CORING INC","Brampton, ON L6Y 0C7","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,2
Ontario,"     Haut salaire","Anderson Blake Security Inc.","Brampton, ON L6V 1B2","0213-Gestionnaires des systèmes informatiques",Inconnu,1,1
Ontario,"     Haut salaire","Animals Inc.","TORONTO, ON M6J 2R9","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,3,3
Ontario,"     Haut salaire","ANSH AND AVISH ENTERPRISES INC.","Toronto, ON M3H 4K7","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"     Haut salaire","Applewood Forming Inc.","Concord, ON L4K 4H2","7236-Monteurs de charpentes métalliques",Inconnu,1,1
Ontario,"     Haut salaire","Applewood Forming Inc.","Concord, ON L4K 4H2",7271-Charpentiers-menuisiers,Inconnu,1,3
Ontario,"     Haut salaire","Applewood Forming Inc.","Concord, ON L4K 4H2","7282-Finisseurs de béton",Inconnu,3,3
Ontario,"     Haut salaire","Aquamaster Drain, Plumbing & Waterproofing Inc.","Mississauga, ON L5G 2H3","7282-Finisseurs de béton",Inconnu,1,1
Ontario,"     Haut salaire","Aquamaster Drain, Plumbing & Waterproofing Inc.","Mississauga, ON L5G 2H3","7312-Mécaniciens d'équipement lourd",Inconnu,1,1
Ontario,"     Haut salaire","Aquamaster Drain, Plumbing & Waterproofing Inc.","Mississauga, ON L5G 2H3","7521-Conducteurs d'équipement lourd (sauf les grues)",Inconnu,1,1
Ontario,"     Haut salaire","Aquatech Plumbing Inc.","York, ON M6M 1J3","7282-Finisseurs de béton",Inconnu,1,1
Ontario,"     Haut salaire","ARC Worldwide Freight Forwarding Inc.","Concord, ON L4K 1W1","0114-Directeurs d'autres services administratifs",Inconnu,1,1
Ontario,"     Haut salaire","Argcon Group Inc.","Scarborough, ON M1R 3C2","7295-Poseurs de revêtements d'intérieur",Inconnu,1,1
Ontario,"     Haut salaire","Arizon Disposal Services Ltd","Etobicoke, ON M8Z 5K3","7511-Conducteurs de camions de transport",Inconnu,1,1
Ontario,"     Haut salaire","ARJUN TRANS INC","CALEDON, ON L7C 0V4","7511-Conducteurs de camions de transport",Inconnu,1,1
Ontario,"     Haut salaire","Art Metal Workshop Inc.","Toronto, ON M9C 1B7","7237-Soudeurs et opérateurs de machines à souder et à braser",Inconnu,1,3
Ontario,"     Haut salaire","Artificial Grass and Landscaping Inc.","Stoney Creek, ON L8E 6G3","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,10
Ontario,"     Haut salaire","A'S PRECISION MACHINING LTD","MISSISSAUGA, ON L5T 1H5","7231-Machinistes et vérificateurs d'usinage et d'outillage",Inconnu,2,2
Ontario,"     Haut salaire","Ashleys Touch Tree Care LTD.","Etobicoke, ON M9V 3Z2","2225-Techniciens et spécialistes de l'aménagement paysager et de l'horticulture",Inconnu,1,1
Ontario,"     Haut salaire","Asian Ventures Inc.","Mississauga, ON L5N 2X4",6321-Chefs,Corporation,1,1
Ontario,"     Haut salaire","Atelier Theatre Society","Toronto, ON M5C 1G9","5133-Musiciens et chanteurs",Inconnu,2,2
Ontario,"     Haut salaire","Atelier Theatre Society","Toronto, ON M5C 1G9",5134-Danseurs,Inconnu,1,1
Ontario,"     Haut salaire","ATF TRANSPORT INC.","Woodbridge, ON L4H 4X1","7511-Conducteurs de camions de transport",Inconnu,1,2
Ontario,"     Haut salaire","ATLANTIC CONTRACTING GROUP INC.","York, ON M6L 2C3",7281-Briqueteurs-maçons,Inconnu,1,5
Ontario,"     Haut salaire","Atlantic Doors Inc.","Toronto, ON M9W 1K4",7271-Charpentiers-menuisiers,Inconnu,1,1
Ontario,"     Haut salaire","Atlantis Consulting Group Inc.","TORONTO, ON M1B 2W1","2173-Ingénieurs et concepteurs en logiciel",Corporation,1,1
Ontario,"     Haut salaire","Atlas-Apex Roofing Inc.","Etobicoke, ON M9W 1M2","7291-Couvreurs et poseurs de bardeaux",Inconnu,1,6
Ontario,"     Haut salaire","Aurora Marble & Granite Inc.","Markham, ON L3R 1C2","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",Inconnu,1,1
Ontario,"     Haut salaire","AUTO SUPREME REPAIR & SALES INC.","Halton Hills, ON L0P 1E0","7237-Soudeurs et opérateurs de machines à souder et à braser",Inconnu,1,1
Ontario,"     Haut salaire","Auxilium Professional Corporation","Toronto, ON M5A 2X1","0125-Directeurs d'autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","AviaPro Consulting Inc.","Toronto, ON M4R 1A2","0213-Gestionnaires des systèmes informatiques",Inconnu,1,1
Ontario,"     Haut salaire","AVON TRUCKLINES INC.","Mississauga, ON L5T 1K4","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","AVON TRUCKLINES INC.","Mississauga, ON L5T 1K4","7511-Conducteurs de camions de transport",Inconnu,1,5
Ontario,"     Haut salaire","AWM Financial Service Inc","Richmond Hill, ON L4B 0A9","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"     Haut salaire","Axsource Infotech Inc.","Oakville, ON L6H 7G3","0213-Gestionnaires des systèmes informatiques",Inconnu,1,1
Ontario,"     Haut salaire","Axsource Infotech Inc.","Oakville, ON L6H 7G3","2174-Programmeurs et développeurs en médias interactifs",Inconnu,1,1
Ontario,"     Haut salaire","AZORES CONSTRUCTION & ROOFING SERVICES INC.","HAMILTON, ON L8L 7K9","7291-Couvreurs et poseurs de bardeaux",Inconnu,1,3
Ontario,"     Haut salaire","Aztec Structural Restoration Inc.","Bolton, ON L7E 1G7",7271-Charpentiers-menuisiers,Inconnu,1,4
Ontario,"     Haut salaire","B & M HYDRAULICS INC","Concord, ON L4K 1K8","7231-Machinistes et vérificateurs d'usinage et d'outillage",Inconnu,1,1
Ontario,"     Haut salaire","B.E. Construction LTD.","Vaughan, ON L4J 9G6","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Ontario,"     Haut salaire","B.I.T Sheet Metal Ltd.","Toronto, ON M9W 6R6",7233-Tôliers,Inconnu,1,1
Ontario,"     Haut salaire","B.O. Carriers Inc.","Mississauga, ON L4T 1G3","7305-Surveillants du transport routier et du transport en commun",Inconnu,1,1
Ontario,"     Haut salaire","Backyard Media Inc","Toronto, ON M6R 1Y3","0512-Directeurs - édition, cinéma, radiotélédiffusion et arts de la scène",Inconnu,1,1
Ontario,"     Haut salaire","Balloons Children's Development Center Inc.","Etobicoke, ON M9B 3N7","0014-Cadres supérieurs - santé, enseignement, services sociaux et communautaires et associations mutuelles",Inconnu,1,1
Ontario,"     Haut salaire","BARCELOS MASONRY INC.","TORONTO, ON M6M 2R1",7281-Briqueteurs-maçons,Inconnu,3,4
Ontario,"     Haut salaire","Barton Truck Centre Ltd.","Hamilton, ON L8H 3P6","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",Inconnu,1,1
Ontario,"     Haut salaire","Bask Pro Inc","Gravenhurst, ON P1P 1R1",7293-Calorifugeurs,Inconnu,1,5
Ontario,"     Haut salaire","BBN VENTURES INC.","Mississauga, ON L5N 2X4",6321-Chefs,Corporation,1,1
Ontario,"     Haut salaire","BBWTKD Mississauga Inc.","Mississauga, ON L5C 4E6","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",Inconnu,1,1
Ontario,"     Haut salaire","BCF CONTRACTING GROUP CORP","Toronto, ON M4B 1Z5",7251-Plombiers,Inconnu,1,1
Ontario,"     Haut salaire","BEAUTY ERA INC.","Concord, ON L4K 1L4","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","BEAUTY ERA INC.","Concord, ON L4K 1L4","6341-Coiffeurs et barbiers",Inconnu,1,1
Ontario,"     Haut salaire","Bedard Metal Fabrication & Welding Inc.","Timmins, ON P4N 7G7","7235-Assembleurs et ajusteurs de plaques et de charpentes métalliques",Inconnu,1,1
Ontario,"     Haut salaire","Bedtracks Inc.","Toronto, ON M5A 1M3","5132-Chefs d'orchestre, compositeurs et arrangeurs",Inconnu,1,1
Ontario,"     Haut salaire","Best Choice Express & Delivery Ltd.","Kleinburg, ON L0J 1C0","1221-Agents d'administration",Inconnu,1,1
Ontario,"     Haut salaire","Bestep Inc.","Markham, ON L3R 6G2","1112-Analystes financiers et analystes en placements",Inconnu,1,1
Ontario,"     Haut salaire","Between Bridges Inn","Geraldton, ON P0T 1M0","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",Inconnu,1,1
Ontario,"     Haut salaire","BHURA GILL TRUCKING INC.","Brampton, ON L6V 2Z1","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"     Haut salaire","Binalli Maintenance Inc","Scarborough, ON M1S 1T4","6315-Surveillants des services de nettoyage",Inconnu,1,5
Ontario,"     Haut salaire","BMT  Canada Ltd.","Ottawa, ON K2K 1Z8","2148-Autres ingénieurs, n.c.a.",Inconnu,1,1
Ontario,"     Haut salaire","BNS AUTOMOTIVE INC.","BRAMPTON, ON L6Y 0Z4","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Corporation,1,1
Ontario,"     Haut salaire","Bombay Palace Restaurant and Banquet Hall","Brampton, ON L6T 4V4","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Ontario,"     Haut salaire","Boston Group Heartland Ltd","mississauga, ON L5R 3T7","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Ontario,"     Haut salaire","Bowling Green Logistic Inc.","Milton, ON L9T 3Y5","7511-Conducteurs de camions de transport",Inconnu,1,5
Ontario,"     Haut salaire","Bramcountry Dental Clinic","Brampton, ON L6R 3X1","1243-Adjoints administratifs médicaux",Inconnu,2,2
Ontario,"     Haut salaire","BRAMPTON FLYING CLUB","Caledon, ON L7C 3L7","2271-Pilotes, navigateurs et instructeurs de pilotage du transport aérien",Inconnu,1,1
Ontario,"     Haut salaire","BRAMPTON MEAT AND POULTRY INC.","Ottawa, ON K2G 2S6",6321-Chefs,Inconnu,1,2
Ontario,"     Haut salaire","Bread and Salt Inc.","Mississauga, ON L5C 4P9",6321-Chefs,Inconnu,1,1
Ontario,"     Haut salaire","Brick Master Inc.","Toronto, ON M9P 1S2","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,3
Ontario,"     Haut salaire","Bridgeport Medical Clinic","Waterloo, ON N2J 2J5","3112-Omnipraticiens et médecins en médecine familiale",Inconnu,1,1
Ontario,"     Haut salaire","Brock University","St. Catharines, ON L2S 3A1","4011-Professeurs et chargés de cours au niveau universitaire",Inconnu,1,1
Ontario,"     Haut salaire","Brooklynn Hair Salon","North York, ON M3K 1E1","4021-Enseignants au niveau collégial et autres instructeurs en formation professionnelle",Inconnu,1,1
Ontario,"     Haut salaire","Brydson Group Limited dba Elmwood Spa","Toronto, ON M5G 1G7",3236-Massothérapeutes,Corporation,1,2
Ontario,"     Haut salaire","Bukhshi Insulation Inc.","Mississauga, ON L5T 1E1","7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation",Inconnu,1,2
Ontario,"     Haut salaire","Bukhshi Insulation Inc.","Mississauga, ON L5T 1E1",7293-Calorifugeurs,Inconnu,1,5
Ontario,"     Haut salaire","BUZZ 4 CONSTRUCTION LTD.","INNISFIL, ON L9S 4W1","7295-Poseurs de revêtements d'intérieur",Inconnu,1,2
Ontario,"     Haut salaire","BVGlazing System Ltd.","Concord, ON L4K 3Z9","2252-Designers industriels",Inconnu,1,1
Ontario,"     Haut salaire","C.S. Constructors Inc","Toronto, ON M6M 3E6",7283-Carreleurs,Inconnu,1,1
Ontario,"     Haut salaire","Cambridge Drywall Services Ltd","Cambridge, ON N1T 2K8","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",Inconnu,2,3
Ontario,"     Haut salaire","CAMP FOMRING LTD.","CONCORD, ON L4K 1P2","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Ontario,"     Haut salaire","Can concepts Inc","Mississauga, ON L5S 1R5","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Ontario,"     Haut salaire","Can concepts Inc","Mississauga, ON L5S 1R5","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",Inconnu,1,1
Ontario,"     Haut salaire","Canada Pasta Limited","Thornhill, ON L3T 1P8","0124-Directeurs de la publicité, du marketing et des relations publiques",Inconnu,1,1
Ontario,"     Haut salaire","Cana-Datum Moulds Ltd.","Etobicoke, ON M8Z 5S7","7231-Machinistes et vérificateurs d'usinage et d'outillage",Inconnu,1,3
Ontario,"     Haut salaire","Canadian Choice Home Improvements Inc.","Vaughan, ON L4L 9N6",7292-Vitriers,Inconnu,1,1
Ontario,"     Haut salaire","Canadian Choice Home Improvements Inc.","Vaughan, ON L4L 9N6","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",Inconnu,1,10
Ontario,"     Haut salaire","Canadian College of Business, Science & Technology","Scarborough, ON M1S 4A7","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"     Haut salaire","Canadian Immigration Centre Inc.","Brampton, ON L6W 3W8","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"     Haut salaire","Canadian Network Installations Ltd","Markham, ON L3R 5K4","7245-Monteurs de lignes et de câbles de télécommunications",Inconnu,3,8
Ontario,"     Haut salaire","CANAM TRUCKING INC.","Mississiauga, ON L5S 1R6","7511-Conducteurs de camions de transport",Inconnu,1,4
Ontario,"     Haut salaire","Canaweld Inc.","Vaughan, ON L4K 3E7","9223-Surveillants dans la fabrication d'appareils électriques",Inconnu,2,2
Ontario,"     Haut salaire","Canrings freightlines LTD.","Mississauga, ON L4Z 2J1","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"     Haut salaire","Caravan Logistics Inc.","Oakville, ON L6L 6M1","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",Inconnu,1,3
Ontario,"     Haut salaire","CAREER CANADA IMMIGRATION SERVICES INC","Oakville, ON L6L 6M4","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"     Haut salaire","Carl Zeiss Canada Ltd.","Toronto, ON M3B 2S6","2241-Technologues et techniciens en génie électronique et électrique",Corporation,1,1
Ontario,"     Haut salaire","Carleton University","Ottawa, ON K1S 5B6","4011-Professeurs et chargés de cours au niveau universitaire",Inconnu,1,1
Ontario,"     Haut salaire","Carlson Construction Inc","Mississauga, ON L4W 2E4","7291-Couvreurs et poseurs de bardeaux",Inconnu,1,1
Ontario,"     Haut salaire","Carma Solutions Inc","Mississuaga, ON L5T 2M9","1223-Agents des ressources humaines et de recrutement",Inconnu,1,1
