Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Requested LMIAs,Requested Positions,Postal Code,Latitude,Longitude
Ontario ,High Wage ,Swasthik Foods Inc.,"TORONTO, ON M6G 1C8",63200-Cooks,Unknown,1,2,M6G 1C8,43.6547478,-79.422124
Ontario ,High Wage ,Tarasick McMillan Kubicki Limited,"Mississauga, ON L5L 5R2",22212-Drafting technologists and technicians,Unknown,1,1,L5L 5R2,43.5311949,-79.7172011
Ontario ,High Wage ,Tarmaan Transport Inc.,"Guelph, ON N1L 0A5",73300-Transport truck drivers,Unknown,1,2,N1L 0A5,43.5203837,-80.18715779999999
Ontario ,High Wage ,TAXPLACE PROFESSIONAL CORPORATION,"OAKVILLE, ON L6L 0H5",20012-Computer and information systems managers,Unknown,1,1,L6L 0H5,43.3835482,-79.7360441
Ontario ,High Wage ,TAYLOR & MERGUI PROFESSIONAL CORPORATION.,"NORTH YORK, ON M3J 2V5","00012-Senior managers - financial, communications and other business services",Unknown,1,1,M3J 2V5,43.7689151,-79.46863069999999
Ontario ,High Wage ,TAYLOR & MERGUI PROFESSIONAL CORPORATION.,"NORTH YORK, ON M3J 2V5",21221-Business system specialists,Unknown,1,1,M3J 2V5,43.7689151,-79.46863069999999
Ontario ,High Wage ,TAYLOR & MERGUI PROFESSIONAL CORPORATION.,"NORTH YORK, ON M3J 2V5",22221-User support technicians,Unknown,1,1,M3J 2V5,43.7689151,-79.46863069999999
Ontario ,High Wage ,Tazza Tiffins Inc,"Brampton, ON L7A 3R6",60030-Restaurant and food service managers,Unknown,1,1,L7A 3R6,43.7044357,-79.8351016
Ontario ,High Wage ,TECHTONICS ARCHITECT AND INTERIOR SERVICE INC,"Mississauga, ON L4T 2Y3",13100-Administrative officers,Unknown,1,1,L4T 2Y3,43.7223277,-79.63556070000001
Ontario ,High Wage ,The Big Dollar Inc.,"Toronto, ON M8Z 2L7",13110-Administrative assistants,Unknown,1,1,M8Z 2L7,43.6273644,-79.5371608
Ontario ,High Wage ,THE CASH HUT CORPORATION,"Whitby, ON L1N 2L1",12200-Accounting technicians and bookkeepers,Unknown,1,1,L1N 2L1,43.8840844,-78.91078970000001
Ontario ,High Wage ,THE CASH HUT CORPORATION,"Whitby, ON L1N 2L1",13110-Administrative assistants,Unknown,1,1,L1N 2L1,43.8840844,-78.91078970000001
Ontario ,High Wage ,THE CASH HUT CORPORATION,"Whitby, ON L1N 2L1",63102-Financial sales representatives,Unknown,1,1,L1N 2L1,43.8840844,-78.91078970000001
Ontario ,High Wage ,The Daan Groups Inc,"Mississauga, ON L5L 6A6",10012-Purchasing managers,Unknown,1,1,L5L 6A6,43.52009899999999,-79.70475379999999
Ontario ,High Wage ,The Mummy Real store,"Brampton, ON L7A 3V4",60020-Retail and wholesale trade managers,Corporation,1,1,L7A 3V4,43.7099471,-79.8105884
Ontario ,High Wage ,THE RED LEAF CONSTRUCTION INC.,"BRAMPTON, ON L7A 0J6",73200-Residential and commercial installers and servicers,Unknown,1,2,L7A 0J6,43.6946514,-79.84175399999999
Ontario ,High Wage ,The Salmon Creative Company Ltd.,"Toronto, ON M5B 2E7","51120-Producers, directors, choreographers and related occupations",Unknown,2,2,M5B 2E7,43.6598801,-79.38184029999999
Ontario ,High Wage ,The Steel Building Company,"Markham, ON L3R 5V2",21234-Web developers and programmers,Unknown,1,1,L3R 5V2,43.8332166,-79.3168041
Ontario ,High Wage ,The Wireless Station INC.,"Toronto, ON M6R 1W9",12200-Accounting technicians and bookkeepers,Unknown,1,1,M6R 1W9,43.65252510000001,-79.4484133
Ontario ,High Wage ,Thiara Software Solutions Inc.,"Kitchener, ON N2P 0K1","10022-Advertising, marketing and public relations managers",Unknown,1,1,N2P 0K1,43.3787057,-80.4218724
Ontario ,High Wage ,Tia Express Inc.,"RichmondHill, ON L4B 3H6",13110-Administrative assistants,Unknown,1,3,L4B 3H6,43.8616875,-79.38562309999999
Ontario ,High Wage ,Tia Express Inc.,"RichmondHill, ON L4B 3H6",65310-Light duty cleaners,Unknown,1,2,L4B 3H6,43.8616875,-79.38562309999999
Ontario ,High Wage ,Tire and Truck Master Inc.,"Brampton, ON L6X 4J6","72021-Contractors and supervisors, heavy equipment operator crews",Unknown,1,1,L6X 4J6,43.6960178,-79.77687159999999
Ontario ,High Wage ,Tire Doctorz Ltd.,"Mississauga, ON L4W 2Z6",12200-Accounting technicians and bookkeepers,Unknown,1,1,L4W 2Z6,43.6346456,-79.6456491
Ontario ,High Wage ,Titanic Transport Inc,"BRAMPTON, ON L6P 1J2",13100-Administrative officers,Unknown,1,1,L6P 1J2,43.7738355,-79.73543069999999
Ontario ,High Wage ,Tojiron Masonry Inc.,"Concord, ON L4K 1Z8","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1,L4K 1Z8,43.7861192,-79.4978062
Ontario ,High Wage ,Toromont Industries Ltd.,"Concord, ON L4K 1B7",12101-Human resources and recruitment officers,Unknown,1,1,L4K 1B7,,
Ontario ,High Wage ,Totals Inventory Professionals,"Mississauga, ON L4W 5K4",10019-Other administrative services managers,Unknown,1,1,L4W 5K4,43.6570743,-79.6037087
Ontario ,High Wage ,TRACK SECURITY SERVICES INC.,"BRAMPTON, ON L6Y 2Y9",12200-Accounting technicians and bookkeepers,Unknown,1,1,L6Y 2Y9,43.6401166,-79.78133869999999
Ontario ,High Wage ,treadway immigration inc.,"Mississauga, ON L5T 2N5",13100-Administrative officers,Unknown,1,1,L5T 2N5,43.6589914,-79.6538946
Ontario ,High Wage ,TRIMAX EMPLOYMENT SOLUTIONS LTD,"TORONTO, ON M1B 2W1",12200-Accounting technicians and bookkeepers,Unknown,1,1,M1B 2W1,43.7901508,-79.2364803
Ontario ,High Wage ,Tutto Cheese Company Ltd.,"Brampton, ON L7A 1B2",22100-Chemical technologists and technicians,Unknown,1,1,L7A 1B2,43.7051603,-79.8051595
Ontario ,High Wage ,Twisted Food Concepts INC,"toronto, ON M5A 4M8",60030-Restaurant and food service managers,Unknown,2,2,M5A 4M8,43.649631,-79.36582750000001
Ontario ,High Wage ,UCCO SECURITY SERVICES INC.,"NORTH YORK, ON M2R 2N3",62029-Other services supervisors,Unknown,1,2,M2R 2N3,43.7878005,-79.43469809999999
Ontario ,High Wage ,UCCS Ltd.,"Mississauga, ON L5A 1Y7",21222-Information systems specialists,Unknown,1,1,L5A 1Y7,43.5889061,-79.6228388
Ontario ,High Wage ,UNICITY HOLDINGS LTD.,"Windsor, ON N8X 5E8",60020-Retail and wholesale trade managers,Unknown,1,1,N8X 5E8,42.2992433,-83.02103169999999
Ontario ,High Wage ,UNICITY HOLDINGS LTD.,"Windsor, ON N8X 5E8",62010-Retail sales supervisors,Unknown,1,1,N8X 5E8,42.2992433,-83.02103169999999
Ontario ,High Wage ,UNIQUE FINE FABRICS IMPORT INC,"Woodbridge, ON L4L 8H2",64101-Sales and account representatives - wholesale trade (non-technical),Unknown,1,1,L4L 8H2,43.7795354,-79.55788539999999
Ontario ,High Wage ,UNIQUE MERCHANDISING DISPLAYS INC,"BRAMPTON, ON L6T 4Z1",22301-Mechanical engineering technologists and technicians,Unknown,1,1,L6T 4Z1,43.7376989,-79.6961623
Ontario ,High Wage ,UNITEC QUALITY TOOLS LTD,"Vaughan, ON L4K 1J1",62010-Retail sales supervisors,Unknown,1,1,L4K 1J1,43.8121832,-79.4934129
Ontario ,High Wage ,Untitled Films Inc,"Toronto, ON M4M 2S1","51120-Producers, directors, choreographers and related occupations",Unknown,1,1,M4M 2S1,43.6635117,-79.3407469
Ontario ,High Wage ,Urban Construction Limited,"Milton, ON L9T 8G7",12200-Accounting technicians and bookkeepers,Unknown,1,1,L9T 8G7,43.4940366,-79.85505739999999
Ontario ,High Wage ,Urban Construction Limited,"Milton, ON L9T 8G7",70010-Construction managers,Unknown,1,1,L9T 8G7,43.4940366,-79.85505739999999
Ontario ,High Wage ,Urban Construction Limited,"Milton, ON L9T 8G7","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,2,L9T 8G7,43.4940366,-79.85505739999999
Ontario ,High Wage ,Urban Construction Limited,"Milton, ON L9T 8G7",72106-Welders and related machine operators,Unknown,1,2,L9T 8G7,43.4940366,-79.85505739999999
Ontario ,High Wage ,VAL/MAR Construction Inc,"Scarborough, ON M1K 2X4",12101-Human resources and recruitment officers,Unknown,1,1,M1K 2X4,43.73715809999999,-79.2766508
Ontario ,High Wage ,VAL/MAR Construction Inc,"Scarborough, ON M1K 2X4",12102-Procurement and purchasing agents and officers,Unknown,1,1,M1K 2X4,43.73715809999999,-79.2766508
Ontario ,High Wage ,VASHISHTA TECHNOLOGY SOLUTIONS INC.,"VAUGHAN, ON L4K 0G7",21234-Web developers and programmers,Unknown,1,1,L4K 0G7,43.8341133,-79.5067679
Ontario ,High Wage ,Vedic Roots Learning Inc.,"Scarborough, Toronto, ON M1B 4Z6",41402-Business development officers and market researchers and analysts,Unknown,1,1,M1B 4Z6,43.7963144,-79.22978359999999
Ontario ,High Wage ,Vij Ldh Transport Inc.,"BRAMPTON, ON L6W 1P5",13110-Administrative assistants,Unknown,1,1,L6W 1P5,43.6873747,-79.74025039999999
Ontario ,High Wage ,Vij Ldh Transport Inc.,"BRAMPTON, ON L6W 1P5",73300-Transport truck drivers,Unknown,1,1,L6W 1P5,43.6873747,-79.74025039999999
Ontario ,High Wage ,visaforyou inc,"Vaughan, ON L4K 5X1",13110-Administrative assistants,Unknown,1,2,L4K 5X1,43.8230139,-79.5354043
Ontario ,High Wage ,vista stair&handrail ltd,"markham, ON L3R 1E3","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1,L3R 1E3,43.8264725,-79.33775439999999
Ontario ,High Wage ,"VISTA TELECONSTRUCTION INC.,","SCARBOROUGH, ON M1W 2X1",73400-Heavy equipment operators,Unknown,1,1,M1W 2X1,43.8044628,-79.3300086
Ontario ,High Wage ,VMS PETCARE INC.,"Tilbury, ON N0P 2L0",62010-Retail sales supervisors,Unknown,1,2,N0P 2L0,42.2802955,-82.4102628
Ontario ,High Wage ,VP LIFT TRUCK SERVICES INC.,"Mississauga, ON L4T 1S3","72423-Motorcycle, all-terrain vehicle and other related mechanics",Unknown,1,2,L4T 1S3,43.713724,-79.63950850000001
Ontario ,High Wage ,VRP Logistics Inc.,"Woodstock, ON N4V 0A2",13201-Production and transportation logistics coordinators,Unknown,1,1,N4V 0A2,43.1203139,-80.7138186
Ontario ,High Wage ,Western Hawk Logistics Ltd.,"Brampton, ON L6P 4B9",73300-Transport truck drivers,Unknown,1,1,L6P 4B9,43.8129407,-79.7228106
Ontario ,High Wage ,WEYBURN CONSTRUCTIONS,"Niagara falls, ON L2E 2M3","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1,L2E 2M3,43.10645419999999,-79.07253799999999
Ontario ,High Wage ,Wheel Truck and Trailer Repair Inc.,"Mississauga, ON L5T 1G1","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,3,L5T 1G1,43.6520164,-79.6603851
Ontario ,High Wage ,Wild Wing,"BRAMPTON, ON L6P 1Y8",13100-Administrative officers,Corporation,1,1,L6P 1Y8,43.7916423,-79.7506776
Ontario ,High Wage ,XLSCOUT Ltd.,"Toronto, ON M5A 0W4","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1,M5A 0W4,43.6442594,-79.3670594
Ontario ,High Wage ,Y Developments Inc.,"St Catharines, ON L2N 6K5",70010-Construction managers,Unknown,1,1,L2N 6K5,43.1948107,-79.2854579
Ontario ,High Wage ,Yakitori Marketing Corp.,"Toronto, ON M5A 2K7",60030-Restaurant and food service managers,Unknown,1,2,M5A 2K7,43.6633883,-79.3710188
Ontario ,High Wage ,yanar homes inc.,"North York, ON M2H 3P8",72106-Welders and related machine operators,Unknown,1,1,M2H 3P8,43.8011553,-79.3435633
Ontario ,High Wage ,YANG WANG LAW PROFESSIONAL CORPORATION,"North York, ON M2H 3N5",21233-Web designers,Unknown,1,1,M2H 3N5,43.8046711,-79.34479549999999
Ontario ,High Wage ,YARBIS DESIGN STUDIO INC.,"Toronto, ON M5G 1S9",52121-Interior designers and interior decorators,Unknown,1,1,M5G 1S9,43.6539817,-79.3885262
Ontario ,High Wage ,YASH WINDOW INDUSTRY LTD,"Etobicoke, ON M9W 5E8",13100-Administrative officers,Unknown,1,2,M9W 5E8,43.6836895,-79.5947566
Ontario ,High Wage ,Yasmeen Bakery (Windsor) Inc.,"WINDSOR, ON N9A 3K9",63202-Bakers,Unknown,1,1,N9A 3K9,42.3213227,-83.0175905
Ontario ,High Wage ,Yogiji Holdings Ltd.,"Schreiber, ON P0T 2S0",12200-Accounting technicians and bookkeepers,Unknown,1,1,P0T 2S0,48.8375096,-87.26227129999999
Ontario ,High Wage ,Yogiji Holdings Ltd.,"Schreiber, ON P0T 2S0",13100-Administrative officers,Unknown,1,1,P0T 2S0,48.8375096,-87.26227129999999
Ontario ,High Wage ,Zeba Enterprises Inc.,"Mississauga, ON L6W 1P3","72024-Supervisors, motor transport and other ground transit operators",Unknown,1,1,L6W 1P3,43.68006889999999,-79.74638419999999
Ontario ,High Wage ,Zencom Technologies Inc,"London, ON N6A 5B5",72205-Telecommunications equipment installation and cable television service technicians,Unknown,1,2,N6A 5B5,42.9839824,-81.24482739999999
Ontario ,High Wage ,Zeus Holdings Inc.,"Ajax, ON L1S 2B9","00013-Senior managers - health, education, social and community services and membership organizations",Corporation,1,1,L1S 2B9,43.85931050000001,-79.02442169999999
Ontario ,Low Wage ,1000139485 ONTARIO INC.,"Barrie, ON L4N 8V4",63200-Cooks,Unknown,1,2,L4N 8V4,44.3401641,-79.6873947
Ontario ,Low Wage ,1000286666 Ontario inc.,"Niagara Falls, ON L2G 5Z8",63200-Cooks,Unknown,1,2,L2G 5Z8,43.08860869999999,-79.09186600000001
Ontario ,Low Wage ,1000338495 ONTARIO INC,"Kitchener, ON N2G 2V1",62010-Retail sales supervisors,Unknown,1,1,N2G 2V1,43.4435182,-80.487746
Ontario ,Low Wage ,1000508120 Ontario inc.,"Brampton, ON L6X 3P1",63200-Cooks,Unknown,1,2,L6X 3P1,43.6949796,-79.77275469999999
Ontario ,Low Wage ,1000574309 Ontario Inc,"North York, ON M3H 2T5",63200-Cooks,Unknown,1,1,M3H 2T5,43.7523817,-79.4547427
Ontario ,Low Wage ,1000662447 Ontario Inc.,"Brampton, ON L6T 5J6",13110-Administrative assistants,Unknown,1,1,L6T 5J6,43.7637284,-79.661613
Ontario ,Low Wage ,1000662447 Ontario Inc.,"Brampton, ON L6T 5J6",60030-Restaurant and food service managers,Unknown,1,1,L6T 5J6,43.7637284,-79.661613
Ontario ,Low Wage ,1000700709 ONTARIO CORP.,"BRAMPTON, ON L6Z 0E3",63200-Cooks,Unknown,1,1,L6Z 0E3,43.73571219999999,-79.8235462
Ontario ,Low Wage ,1000700709 ONTARIO CORP.,"BRAMPTON, ON L6Z 0E3",63201-Butchers - retail and wholesale,Unknown,1,2,L6Z 0E3,43.73571219999999,-79.8235462
Ontario ,Low Wage ,1000877359 ONTARIO Inc.,"Mississauga, ON L4Y 2C3",63200-Cooks,Unknown,1,1,L4Y 2C3,43.6041684,-79.5900168
Ontario ,Low Wage ,10384739 Canada Inc.,"Brampton, ON L7A 2J5",73300-Transport truck drivers,Unknown,1,1,L7A 2J5,43.6898973,-79.82179529999999
Ontario ,Low Wage ,10446980 Canada Inc.,"Ottawa, ON K1G 1A4",60030-Restaurant and food service managers,Unknown,1,1,K1G 1A4,45.3983285,-75.6240852
Ontario ,Low Wage ,10461407 CANADA INC.,"Windsor, ON N8W 5T2",73300-Transport truck drivers,Unknown,1,2,N8W 5T2,42.270461,-82.98140430000001
Ontario ,Low Wage ,11016938 CANADA INC.,"Brampton, ON L6R 1L6",73300-Transport truck drivers,Unknown,1,1,L6R 1L6,43.7403395,-79.7531309
Ontario ,Low Wage ,11289594 Canada Inc.,"Mississauga, ON L4W 4M2",64100-Retail salespersons and visual merchandisers,Unknown,1,1,L4W 4M2,43.6241845,-79.635122
Ontario ,Low Wage ,12113147 Canada Inc.,"Brampton, ON L7A 3Y3",73300-Transport truck drivers,Unknown,1,3,L7A 3Y3,43.694084,-79.8503314
Ontario ,Low Wage ,12359464 Canada Inc.,"Nepean, ON K2J 4Y6",63200-Cooks,Unknown,1,2,K2J 4Y6,45.27271950000001,-75.74608150000002
Ontario ,Low Wage ,12388910 CANADA INC.,"STONEY CREEK, ON L8E 6B5",13100-Administrative officers,Unknown,1,1,L8E 6B5,43.2133124,-79.6477544
Ontario ,Low Wage ,1245532 Ontario Inc,"RICHMOND HILL, ON L4B 3B4",13110-Administrative assistants,Unknown,1,2,L4B 3B4,43.84908069999999,-79.3740102
Ontario ,Low Wage ,1245532 Ontario Inc,"RICHMOND HILL, ON L4B 3B4",62020-Food service supervisors,Unknown,1,2,L4B 3B4,43.84908069999999,-79.3740102
Ontario ,Low Wage ,13133800 Canada Inc.,"Pickering, ON L1V 7G5",13110-Administrative assistants,Unknown,1,1,L1V 7G5,43.8312695,-79.0874977
Ontario ,Low Wage ,13383521 Canada Inc.,"Unionville, ON L3R 2G9","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,L3R 2G9,43.86704520000001,-79.31222609999999
Ontario ,Low Wage ,13384012 Canada Inc.,"Toronto, ON M5J 1T1",62020-Food service supervisors,Unknown,1,1,M5J 1T1,43.64600679999999,-79.38412760000001
Ontario ,Low Wage ,13441733 Canada Inc.,"Mississauga, ON L5N 5R3",63200-Cooks,Unknown,1,1,L5N 5R3,43.5906186,-79.7421782
Ontario ,Low Wage ,13671721 Canada Inc,"Richmond Hill, ON L4C 3B5",13100-Administrative officers,Unknown,1,1,L4C 3B5,43.8778856,-79.4381271
Ontario ,Low Wage ,13747042 Canada Inc.,"MISSISSAUGA, ON L4X 1L8",13110-Administrative assistants,Unknown,1,1,L4X 1L8,43.6175651,-79.5742159
Ontario ,Low Wage ,13776298 Canada Inc.,"Orleans, ON K1C 1R2","44101-Home support workers, caregivers and related occupations",Unknown,1,1,K1C 1R2,45.458351,-75.52841049999999
Ontario ,Low Wage ,13811832 Canada Inc.,"Mississauga, ON L5C 3X3",63200-Cooks,Unknown,1,2,L5C 3X3,43.5769367,-79.65284199999999
Ontario ,Low Wage ,14086015 Canada Inc.,"Oakville, ON L6J 1J4",62020-Food service supervisors,Unknown,1,1,L6J 1J4,43.44870359999999,-79.66538419999999
Ontario ,Low Wage ,14282531 Canada Inc.,"Mississauga, ON L4T 0A4",12101-Human resources and recruitment officers,Unknown,1,1,L4T 0A4,43.7111199,-79.6531928
Ontario ,Low Wage ,14356578 Canada Inc.,"Ottawa, ON K1R 6P5",62010-Retail sales supervisors,Unknown,1,1,K1R 6P5,45.4108137,-75.70714199999999
Ontario ,Low Wage ,14462084 Canada Inc.,"Wallaceburg, ON N8A 1R7",63200-Cooks,Unknown,1,2,N8A 1R7,42.5860055,-82.38281719999999
Ontario ,Low Wage ,14538188 Canada Inc.,"Cobourg, ON K9A 5W8","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2,K9A 5W8,43.9746785,-78.20275099999999
Ontario ,Low Wage ,1499402 Ontario Limited,"Val Caron, ON P3N 1S5","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2,P3N 1S5,46.6182599,-81.00946879999999
Ontario ,Low Wage ,15231086 Canada Inc,"Pickering, ON L1W 3A4",63200-Cooks,Unknown,1,2,L1W 3A4,43.8313271,-79.066271
Ontario ,Low Wage ,15479959 Canada Inc.,"Oshawa, ON L1G 2R1",62200-Chefs,Unknown,1,1,L1G 2R1,43.9155678,-78.85091589999999
Ontario ,Low Wage ,15565588 Canada Inc.,"Sudbury, ON P3C 1S8",60030-Restaurant and food service managers,Unknown,1,1,P3C 1S8,46.4943338,-80.992616
Ontario ,Low Wage ,15943892 Canada Inc.,"Guelph, ON N1G 4V7","63211-Estheticians, electrologists and related occupations",Unknown,1,2,N1G 4V7,43.5149128,-80.2187115
Ontario ,Low Wage ,1630604 Ontario Ltd.,"Brampton, ON L6S 6L1",63200-Cooks,Unknown,1,1,L6S 6L1,43.7422823,-79.7042278
Ontario ,Low Wage ,1697742 Ontario Inc.,"Brampton, ON L6T 4P9",65202-Meat cutters and fishmongers - retail and wholesale,Unknown,1,1,L6T 4P9,43.7047732,-79.7350802
Ontario ,Low Wage ,1794541 Ontario Ltd,"Schomberg, ON L0G 1T0",73200-Residential and commercial installers and servicers,Unknown,1,1,L0G 1T0,43.9797948,-79.6838874
Ontario ,Low Wage ,2 8 6 5 7 3 5 O N T A R I O L T D .,"Cambridge, ON N3C 4G3",73101-Tilesetters,Unknown,1,2,N3C 4G3,43.4358099,-80.29240729999999
Ontario ,Low Wage ,2000007 Ontario Inc.,"Toronto, ON M9L 1V7","94200-Motor vehicle assemblers, inspectors and testers",Unknown,2,2,M9L 1V7,43.7562085,-79.5424302
Ontario ,Low Wage ,2003474 ONT LTD.,"Toronto, ON M3J 1P3","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,M3J 1P3,43.773751,-79.504835
Ontario ,Low Wage ,2105727 Ontario Inc.,"Oakville, ON L6H 6K7",62020-Food service supervisors,Unknown,1,1,L6H 6K7,43.485762,-79.71509739999999
Ontario ,Low Wage ,2122999 Ontario Inc.,"Niagara On The Lake, ON L0S 1J0",63200-Cooks,Unknown,1,1,L0S 1J0,43.1858918,-79.1209829
Ontario ,Low Wage ,2371424 Ontario Inc.,"ETOBICOKE, ON M9W 4V6",13110-Administrative assistants,Unknown,1,1,M9W 4V6,43.6961212,-79.5719333
Ontario ,Low Wage ,2412618 Ontario Ltd,"Pickering, ON L1W 1Z9",14405-Transportation route and crew schedulers,Unknown,1,1,L1W 1Z9,43.8265338,-79.06556479999999
Ontario ,Low Wage ,2447496 Ontario Inc,"North York, ON M2J 4R1",65310-Light duty cleaners,Unknown,1,2,M2J 4R1,43.7688364,-79.3222622
Ontario ,Low Wage ,2449214 Ontario Inc.,"ottawa, ON K2E 7J5",70010-Construction managers,Unknown,1,1,K2E 7J5,45.3426982,-75.71288129999999
Ontario ,Low Wage ,2454800 ONTARIO INC.,"Nepean, ON K2H 5B8",13110-Administrative assistants,Unknown,1,1,K2H 5B8,45.3266052,-75.82084069999999
Ontario ,Low Wage ,2461351 Ontario Inc.,"Palmer Rapids, ON K0J 2E0",65100-Cashiers,Unknown,1,1,K0J 2E0,45.2433102,-77.3956099
Ontario ,Low Wage ,2476623 Ontario Inc.,"Brantford, ON N3S 3M9",33103-Pharmacy technical assistants and pharmacy assistants,Unknown,1,1,N3S 3M9,43.1390921,-80.2577452
Ontario ,Low Wage ,2522122 Ontario Inc.,"Toronto, ON M5V 2G3",63200-Cooks,Unknown,1,1,M5V 2G3,43.6452809,-79.39222079999999
Ontario ,Low Wage ,2549693 Ontario Inc.,"Brampton, ON L6S 0B8","63211-Estheticians, electrologists and related occupations",Unknown,1,2,L6S 0B8,43.7461208,-79.69756509999999
