"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2021 and Business Location, July to September 2024",b,c,d,e,f,g,h
Quebec                                                                     ,Primary Agriculture  ,9290-7898 Québec Inc.,"Métabetchouan-Lac-à-la-Croix, QC G8G 1A4",85100-Livestock labourers,Sole Proprietorship,1,1
Quebec                                                                     ,Primary Agriculture  ,9295-8420 qc inc,"St-Calixte, QC J0K 1Z0",85101-Harvesting labourers,Unknown,1,1
Quebec                                                                     ,Primary Agriculture  ,9313-7032 Qc inc.,"Saint-Alexis, QC J0K 1T0",85100-Livestock labourers,Unknown,1,2
Quebec                                                                     ,Primary Agriculture  ,9317-9216 Québec inc,"SAINTE-SÉRAPHINE, QC J0A 1E0",85100-Livestock labourers,Corporation,1,1
Quebec                                                                     ,Primary Agriculture  ,9330-5738 Québec inc.,"St-Esprit, QC J0K 2L0",85101-Harvesting labourers,Sole Proprietorship,1,1
Quebec                                                                     ,Primary Agriculture  ,9348-8187 Québec Inc,"Henryville, QC J0J 1B0",85100-Livestock labourers,Corporation,1,1
Quebec                                                                     ,Primary Agriculture  ,9353-7330 Québec Inc.,"Saint-Irénée, QC G0T 1V0",85100-Livestock labourers,Corporation,1,1
Quebec                                                                     ,Primary Agriculture  ,9360-8529 Québec inc,"Inverness, QC G0S 1K0",85101-Harvesting labourers,Unknown,1,1
Quebec                                                                     ,Primary Agriculture  ,9388-2884 Québec Inc.,"St-Camille, QC J0A 1G0",85100-Livestock labourers,Corporation,2,2
Quebec                                                                     ,Primary Agriculture  ,9431-2089 Québec inc,"Québec, QC G1S 2R8",85101-Harvesting labourers,Unknown,1,1
Quebec                                                                     ,Primary Agriculture  ,9457-0058 Québec inc,"KAMOURASKA, QC G0L 1M0",85100-Livestock labourers,Corporation,1,1
Quebec                                                                     ,Primary Agriculture  ,9475-8588 QUEBEC INC,"LAVAL, QC H7H 1S8",85103-Nursery and greenhouse labourers,Unknown,2,4
Quebec                                                                     ,Primary Agriculture  ,9494-1390 Québec inc,"Saint-Édouard-de-Napierville, QC J0L 1Y0",85101-Harvesting labourers,Unknown,2,18
Quebec                                                                     ,Primary Agriculture  ,A  R Boulet Inc,"Saint-François-de-la-Rivière-du-Sud, QC G0R 3A",85100-Livestock labourers,Partnership,1,1
Quebec                                                                     ,Primary Agriculture  ,A. Lassonde inc,"Rougemont, QC J0L 1M0",85101-Harvesting labourers,Unknown,1,2
Quebec                                                                     ,Primary Agriculture  ,Abbaye Cistercienne de Rougemont,"Rougemont, QC J0L 1M0",85101-Harvesting labourers,Unknown,1,1
Quebec                                                                     ,Primary Agriculture  ,Acériculture Pierre Inc.,"Thetford Mines, QC G6G 7C3",85101-Harvesting labourers,Unknown,1,2
Quebec                                                                     ,Primary Agriculture  ,Agiska Coopérative,"Saint-Hyacinthe, QC J2R 1Z5",85100-Livestock labourers,Unknown,3,5
Quebec                                                                     ,Primary Agriculture  ,AGRICOMAX INC.,"Saint-Chrysostome, QC J0S 1R0",84120-Specialized livestock workers and farm machinery operators,Sole Proprietorship,1,1
Quebec                                                                     ,Primary Agriculture  ,AGRICOMAX INC.,"Saint-Chrysostome, QC J0S 1R0",85100-Livestock labourers,Sole Proprietorship,1,1
Quebec                                                                     ,Primary Agriculture  ,Agrigesco inc.,"Notre-Dame-du-Bon-Conseil, QC J0C  1A",85100-Livestock labourers,Corporation,1,1
Quebec                                                                     ,Primary Agriculture  ,Agri-Oeufs inc,"Saint-Hyacinthe, QC J2R 1T1",85100-Livestock labourers,Unknown,2,3
Quebec                                                                     ,Primary Agriculture  ,Alfred Couture Ltée,"SAINT-ANSELME, QC G0R 2N0",85100-Livestock labourers,Corporation,2,5
Quebec                                                                     ,Primary Agriculture  ,Aliments Breton Inc.,"Saint-Bernard, QC G0S 2G0",85100-Livestock labourers,Unknown,1,3
Quebec                                                                     ,Primary Agriculture  ,Alliance Gosselin G2 inc,"SAINT-AUGUSTIN-DE-DESMAURES, QC G3A 1V9",85101-Harvesting labourers,Corporation,2,8
Quebec                                                                     ,Primary Agriculture  ,AlphaGène Inc,"St-Hyacinthe, QC J2S 4B6",85100-Livestock labourers,Unknown,1,2
Quebec                                                                     ,Primary Agriculture  ,AquaVerti Farms,"Montréal, QC H4N 1S2",85101-Harvesting labourers,Corporation,1,1
Quebec                                                                     ,Primary Agriculture  ,Atocas Blandford inc.,"Laurierville, QC G0S 1P0",85101-Harvesting labourers,Corporation,1,6
Quebec                                                                     ,Primary Agriculture  ,Atocas St-Louis inc.,"Laurierville, QC G0S  1P",85101-Harvesting labourers,Corporation,1,6
Quebec                                                                     ,Primary Agriculture  ,Au Jardin des Meunier,"St-Jean-sur-Richelieu, QC J2X 5T9",85101-Harvesting labourers,Corporation,2,5
Quebec                                                                     ,Primary Agriculture  ,Aurel Harvey & Fils Inc.,"Saint-Augustin-des-Desmaures, QC G3A 1W8",85100-Livestock labourers,Unknown,1,1
Quebec                                                                     ,Primary Agriculture  ,aux fruits de la colline,"SAINTE-MARIE, QC G6E 3M4",85101-Harvesting labourers,Corporation,1,1
Quebec                                                                     ,Primary Agriculture  ,Avicole +,"VICTORIAVILLE, QC G6T  2B",85100-Livestock labourers,Corporation,5,10
Quebec                                                                     ,Primary Agriculture  ,Bergerent Holstein inc.,"St-Samuel, QC G0Z 1G0",85100-Livestock labourers,Corporation,1,1
Quebec                                                                     ,Primary Agriculture  ,Bergerie des Amours,"LES HAUTEURS, QC G0K 1C0",85100-Livestock labourers,Corporation,1,1
Quebec                                                                     ,Primary Agriculture  ,Bergerie Nouvelle France senc,"Racine, QC J0E 1Y0",85100-Livestock labourers,Corporation,1,1
Quebec                                                                     ,Primary Agriculture  ,Bergeroy Holstein inc.,"SAINT-SAMUEL, QC G0Z 1G0",85100-Livestock labourers,Corporation,1,3
Quebec                                                                     ,Primary Agriculture  ,bio saveur inc,"LAVAL, QC H7E 4P2",85101-Harvesting labourers,Corporation,1,2
Quebec                                                                     ,Primary Agriculture  ,Bleuet Royal inc.,"Alma, QC G8G  0G",85101-Harvesting labourers,Corporation,1,6
Quebec                                                                     ,Primary Agriculture  ,Bruno Despots (Verger Bruno Despots),"Rougemont, QC J0L 1M0",85101-Harvesting labourers,Sole Proprietorship,1,7
Quebec                                                                     ,Primary Agriculture  ,Bryhill Farm Inc,"Ormstown, QC J0S 1K0",85100-Livestock labourers,Corporation,1,2
Quebec                                                                     ,Primary Agriculture  ,C.VOGHELL INC,"Saint-Césaire, QC J0L 1T0",85100-Livestock labourers,Partnership,1,1
Quebec                                                                     ,Primary Agriculture  ,Canards des monts inc.,"Saint-Jude, QC J0H 1P0",85100-Livestock labourers,Corporation,2,7
