"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, October to December 2021",b,c,d,e,f,g,h
Quebec, Global Talent Stream,Groupe Helios Gestion d'infrastructures et de services urbains inc.,"Montréal, QC H2T 2C8",0213-Computer and information systems managers,Corporation,1,1
Quebec, Global Talent Stream,Groupe In-RGY Consultation Inc,"Montréal, QC H2Y 1Y3",2171-Information systems analysts and consultants,Corporation,2,2
Quebec, Global Talent Stream,Groupe Nexio Inc.,"MONTRÉAL, QC H3A 2J5",2173-Software engineers and designers,Corporation,1,1
Quebec, Global Talent Stream,Groupe Nexio Inc.,"MONTRÉAL, QC H3A 2J5",2175-Web designers and developers,Corporation,1,1
Quebec, Global Talent Stream,Groupe Technologies Desjardins inc.,"Montréal, QC H5B 1B2",0213-Computer and information systems managers,Unknown,3,3
Quebec, Global Talent Stream,Groupe Technologies Desjardins inc.,"Montréal, QC H5B 1B2",2171-Information systems analysts and consultants,Unknown,18,18
Quebec, Global Talent Stream,Groupe Technologies Desjardins inc.,"Montréal, QC H5B 1B2",2174-Computer programmers and interactive media developers,Unknown,11,11
Quebec, Global Talent Stream,HÉMA-QUÉBEC,"Montréal, QC H4R  2W",2171-Information systems analysts and consultants,Corporation,2,2
Quebec, Global Talent Stream,Impararia Solutions Inc,"Montréal, QC H4P 1P7",2171-Information systems analysts and consultants,Corporation,1,1
Quebec, Global Talent Stream,Informatique Dynamaze Inc.,"Montréal, QC H2S 2Y4",2172-Database analysts and data administrators,Corporation,1,1
Quebec, Global Talent Stream,Inossem Canada Inc.,"Montréal, QC H3A 2L1",2171-Information systems analysts and consultants,Corporation,2,2
Quebec, Global Talent Stream,Institut Québécois d'Intelligence Artificielle,"MONTRÉAL, QC H2S 3H1",2173-Software engineers and designers,Non-Profit Organization,3,3
Quebec, Global Talent Stream,Interfacing Technologies Corporation,"Montréal, QC H3B 1A7",2171-Information systems analysts and consultants,Corporation,1,1
Quebec, Global Talent Stream,JBLP INC.,"Sherbrooke, QC J1H 5B9",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,Kaloom Inc,"Montreal, QC H3C 2G9",2173-Software engineers and designers,Corporation,1,1
Quebec, Global Talent Stream,Kaloom Inc,"Montreal, QC H3C 2G9",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,KEYRUS CANADA INC,"Montrèal, QC H2Y 2A7",2171-Information systems analysts and consultants,Corporation,1,1
Quebec, Global Talent Stream,Kinova inc,"Boisbriand, QC H7H 1M7",2173-Software engineers and designers,Corporation,1,1
Quebec, Global Talent Stream,Klanik Canada Inc.,"MONTRÉAL, QC H3B 2E3",0213-Computer and information systems managers,Corporation,1,1
Quebec, Global Talent Stream,KLIENT Inc.,"Laval, QC H7T 0J3",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,Laboratoire MarketMuse Canada Inc.,"Montreal, QC H3B 2E3",2173-Software engineers and designers,Corporation,1,1
Quebec, Global Talent Stream,Larian Québec Inc.,"Québec, QC G1K 3C7",2174-Computer programmers and interactive media developers,Unknown,1,1
Quebec, Global Talent Stream,Larian Québec Inc.,"Québec, QC G1K 3C7","5131-Producers, directors, choreographers and related occupations",Unknown,1,1
Quebec, Global Talent Stream,Larochelle Groupe Conseil Inc.,"Montréal, QC H3B 2N2",2171-Information systems analysts and consultants,Unknown,5,5
Quebec, Global Talent Stream,Leav Inc.,"Montréal, QC H3H 0B2",0213-Computer and information systems managers,Corporation,1,1
Quebec, Global Talent Stream,Les services conseils ABNA inc,"Québec, QC G1V 2M2",2171-Information systems analysts and consultants,Corporation,2,2
Quebec, Global Talent Stream,Les Solutions Victrix Inc,"Montréal, QC H3A 1E4",2171-Information systems analysts and consultants,Corporation,2,2
Quebec, Global Talent Stream,Les Technologies HaiLa Inc.,"Montréal, QC H4C 2K1",2173-Software engineers and designers,Corporation,1,1
Quebec, Global Talent Stream,Levio Conseils,"QUÉBEC, QC G1W 0C4",0213-Computer and information systems managers,Corporation,3,3
Quebec, Global Talent Stream,Levio Conseils,"QUÉBEC, QC G1W 0C4",2171-Information systems analysts and consultants,Corporation,2,2
Quebec, Global Talent Stream,Levio Conseils,"QUÉBEC, QC G1W 0C4",2173-Software engineers and designers,Corporation,2,2
Quebec, Global Talent Stream,Levio Conseils,"QUÉBEC, QC G1W 0C4",2174-Computer programmers and interactive media developers,Corporation,14,15
Quebec, Global Talent Stream,Levio Conseils,"QUÉBEC, QC G1W 0C4",2175-Web designers and developers,Corporation,2,2
Quebec, Global Talent Stream,Levio Conseils Inc.,"QUÉBEC, QC G1W 0C4",0213-Computer and information systems managers,Corporation,6,6
Quebec, Global Talent Stream,Levio Conseils Inc.,"QUÉBEC, QC G1W 0C4",2171-Information systems analysts and consultants,Corporation,15,16
Quebec, Global Talent Stream,Levio Conseils Inc.,"QUÉBEC, QC G1W 0C4",2174-Computer programmers and interactive media developers,Corporation,12,12
Quebec, Global Talent Stream,Maltem Canada inc.,"Montreal, QC H2T 1A8",2171-Information systems analysts and consultants,Corporation,1,1
Quebec, Global Talent Stream,Maltem Canada inc.,"Montreal, QC H2T 1A8",2172-Database analysts and data administrators,Corporation,1,1
Quebec, Global Talent Stream,Maltem Canada inc.,"Montreal, QC H2T 1A8",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,MELS Studios et Postproduction s.e.n.c.,"Montréal, QC H2L 4P2","5131-Producers, directors, choreographers and related occupations",Corporation,1,1
Quebec, Global Talent Stream,MELS Studios et Postproduction s.e.n.c.,"Montréal, QC H2L 4P2",5241-Graphic designers and illustrators,Corporation,1,1
Quebec, Global Talent Stream,Microcom Développements Inc.,"Danville, QC J0A 1A0",2147-Computer engineers (except software engineers and designers),Corporation,1,1
Quebec, Global Talent Stream,Microcom Développements Inc.,"Danville, QC J0A 1A0",2174-Computer programmers and interactive media developers,Corporation,3,3
Quebec, Global Talent Stream,Microsoft Canada inc.,"Montreal, QC H3A 3H3",2173-Software engineers and designers,Corporation,1,1
Quebec, Global Talent Stream,MindCore Technologies Inc.,"Terrebonne, QC J6Y  4P",2133-Electrical and electronics engineers,Sole Proprietorship,1,1
Quebec, Global Talent Stream,Modes Moose Inc.,"MONTRÉAL, QC H3K 0A8",2171-Information systems analysts and consultants,Corporation,1,1
Quebec, Global Talent Stream,Momentum Technologies inc.,"Québec, QC G2J 0B9",2171-Information systems analysts and consultants,Unknown,1,1
Quebec, Global Talent Stream,Momentum Technologies inc.,"Québec, QC G2J 0B9",2281-Computer network technicians,Unknown,1,1
Quebec, Global Talent Stream,Néosoft R&D inc.,"Montréal, QC H4K 1C3",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,OCTOSAFES Inc,"QUÉBEC, QC G2E 2G2",2171-Information systems analysts and consultants,Corporation,1,1
Quebec, Global Talent Stream,Onepoint Canada inc,"MONTRÉAL, QC H3B 1K9",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,OPAL-RT TECHNOLOGIES,"MONTRÉAL, QC H3K 1G6",2173-Software engineers and designers,Partnership,1,1
Quebec, Global Talent Stream,Opticca Consulting Inc.,"Vaudreuil-Dorion, QC J7V 0N3",2171-Information systems analysts and consultants,Unknown,2,2
Quebec, Global Talent Stream,ORO Health Inc. / ORO Santé Inc.,"Montréal, QC H2Y 1T4",2173-Software engineers and designers,Corporation,1,1
Quebec, Global Talent Stream,"OSF Global Services, Inc","Quebec, QC G2K 2H6",2174-Computer programmers and interactive media developers,Unknown,3,3
Quebec, Global Talent Stream,People Can Fly Canada Inc.,"Montréal, QC H3N  1M",2173-Software engineers and designers,Corporation,1,1
Quebec, Global Talent Stream,Productions Double Negative Montreal Ltee,"Montreal, QC H3B 2V6","5131-Producers, directors, choreographers and related occupations",Unknown,4,4
Quebec, Global Talent Stream,Productions Double Negative Montreal Ltee,"Montreal, QC H3B 2V6",5241-Graphic designers and illustrators,Unknown,43,43
Quebec, Global Talent Stream,Projexia Inc.,"MONTRÉAL, QC H2Y 2H1",2171-Information systems analysts and consultants,Corporation,2,2
Quebec, Global Talent Stream,Projexia Inc.,"MONTRÉAL, QC H2Y 2H1",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,relenfeize inc.,"Laval, QC H7T 3B8",2174-Computer programmers and interactive media developers,Unknown,1,1
Quebec, Global Talent Stream,RISS CANADA INC,"SAINT BASILE LE GRAND, QC J3N  1V",0213-Computer and information systems managers,Corporation,1,1
Quebec, Global Talent Stream,Rodéo FX Inc.,"Montréal, QC H3C  2M",5241-Graphic designers and illustrators,Corporation,6,6
Quebec, Global Talent Stream,Sabotage Studio Inc.,"Québec, QC G1K  3C",5241-Graphic designers and illustrators,Corporation,1,1
Quebec, Global Talent Stream,Samasource Development Inc.,"Montréal, QC H2S  3J",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,Scanline VFX Montreal Inc.,"MONTRÉAL, QC H3B 2S2",5241-Graphic designers and illustrators,Corporation,8,8
Quebec, Global Talent Stream,Serti Informatique Inc.,"Montréal, QC H1J 3B6",2174-Computer programmers and interactive media developers,Corporation,4,4
Quebec, Global Talent Stream,Services et Solutions TWM Canada Inc.,"Montréal, QC H2Y 1T4",2171-Information systems analysts and consultants,Corporation,1,1
Quebec, Global Talent Stream,Snipcart Commerce en Ligne Inc.,"Québec, QC G1K 3A9",2172-Database analysts and data administrators,Corporation,1,1
Quebec, Global Talent Stream,Société Conseil Groupe LGS,"Québec, QC G1V 4K5",2171-Information systems analysts and consultants,Corporation,5,5
Quebec, Global Talent Stream,Société Conseil Groupe LGS,"Québec, QC G1V 4K5",2174-Computer programmers and interactive media developers,Corporation,2,2
Quebec, Global Talent Stream,SOLUTION I.A. CANADA INC.,"MONTRÉAL, QC H2W 2R2",2171-Information systems analysts and consultants,Corporation,1,1
Quebec, Global Talent Stream,Sonatest AP inc.,"Québec, QC G1V 4P1",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,Sportlogiq inc,"Montréal, QC H2T 3B3",2171-Information systems analysts and consultants,Unknown,1,1
Quebec, Global Talent Stream,Stradigi AI Inc.,"MONTRÉAL, QC H3A 1T1",2174-Computer programmers and interactive media developers,Corporation,2,2
Quebec, Global Talent Stream,Studios 2K Montréal Inc.,"Montréal, QC H3B 4M7",5241-Graphic designers and illustrators,Corporation,1,1
Quebec, Global Talent Stream,Studios Creatifs Reel FX Inc,"Montreal, QC H3K 1G6",5241-Graphic designers and illustrators,Unknown,10,10
Quebec, Global Talent Stream,Studios Framestore Inc.,"Montréal, QC H2T 3B3",0213-Computer and information systems managers,Corporation,1,1
Quebec, Global Talent Stream,Studios Framestore Inc.,"Montréal, QC H2T 3B3","5131-Producers, directors, choreographers and related occupations",Corporation,1,1
Quebec, Global Talent Stream,Studios Framestore Inc.,"Montréal, QC H2T 3B3",5241-Graphic designers and illustrators,Corporation,7,7
Quebec, Global Talent Stream,Taiga Motors Inc.,"Montréal, QC H8N  2J","0016-Senior managers - construction, transportation, production and utilities",Corporation,1,1
Quebec, Global Talent Stream,Talsom Inc.,"Montréal, QC H3C 2M8",2171-Information systems analysts and consultants,Corporation,1,1
Quebec, Global Talent Stream,Tata Steel Minerals Canada Ltd,"Montreal, QC H3A 3G4",2174-Computer programmers and interactive media developers,Corporation,1,2
Quebec, Global Talent Stream,Technologies Optable Inc.,"Montréal, QC H3A 2G4",2173-Software engineers and designers,Corporation,1,1
Quebec, Global Talent Stream,Technology Evaluation Centers Inc.,"LONGUEUIL, QC J4K 5B1",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,TMC EMPLOYENEURS AMERIQUE DU NORD INC.,"Montréal, QC H3B 2N2",2171-Information systems analysts and consultants,Corporation,1,1
Quebec, Global Talent Stream,TrackTik Software Inc,"MONTRÉAL, QC H2W 2R2",2174-Computer programmers and interactive media developers,Corporation,6,6
Quebec, Global Talent Stream,Ubisoft Divertissements Inc.,"Montréal, QC H2T 1S6",0213-Computer and information systems managers,Unknown,2,2
Quebec, Global Talent Stream,Ubisoft Divertissements Inc.,"Montréal, QC H2T 1S6","2161-Mathematicians, statisticians and actuaries",Unknown,1,1
Quebec, Global Talent Stream,Ubisoft Divertissements Inc.,"Montréal, QC H2T 1S6",2171-Information systems analysts and consultants,Unknown,2,2
Quebec, Global Talent Stream,Ubisoft Divertissements Inc.,"Montréal, QC H2T 1S6",2174-Computer programmers and interactive media developers,Unknown,6,6
Quebec, Global Talent Stream,Ubisoft Divertissements Inc.,"Montréal, QC H2T 1S6",5241-Graphic designers and illustrators,Unknown,4,4
Quebec, Global Talent Stream,Unity Technologies Canada Company,"Montreal, QC H3K 1G6",0213-Computer and information systems managers,Partnership,1,1
Quebec, Global Talent Stream,Unity Technologies Canada Company,"Montreal, QC H3K 1G6",2172-Database analysts and data administrators,Partnership,1,1
Quebec, Global Talent Stream,Unity Technologies Canada Company,"Montreal, QC H3K 1G6",2174-Computer programmers and interactive media developers,Partnership,6,6
Quebec, Global Talent Stream,Université Concordia,"Montréal, QC H3G 1M8",2171-Information systems analysts and consultants,Non-Profit Organization,1,1
Quebec, Global Talent Stream,"Upgrade Tech Canada, Inc.","Montreal, QC H2Z  1S",2173-Software engineers and designers,Corporation,1,1
Quebec, Global Talent Stream,Voonyx inc,"LAC-BEAUPORT, QC G3B 1M7",2171-Information systems analysts and consultants,Corporation,2,2
Quebec, Global Talent Stream,YoppWorks Inc.,"Montreal, QC H3A 3L4",2174-Computer programmers and interactive media developers,Corporation,2,2
Quebec, Global Talent Stream,Zenika Conseil Inc,"Montréal, QC H2J 2L1",2174-Computer programmers and interactive media developers,Unknown,1,1
Ontario,    High Wage,10042749 Canada Inc,"Waterloo, ON N2T 2L5",7271-Carpenters,Unknown,1,5
Ontario,    High Wage,10138401 Canada Inc.,"Mississauga, ON L4W 5A6",2174-Computer programmers and interactive media developers,Unknown,1,1
Ontario,    High Wage,10221163 Canada Inc.,"MISSISSAUGA, ON L4T 0A6",1122-Professional occupations in business management consulting,Unknown,1,1
Ontario,    High Wage,10221163 Canada Inc.,"MISSISSAUGA, ON L4T 0A6",2174-Computer programmers and interactive media developers,Unknown,1,1
Ontario,    High Wage,10374687 Canada Inc.,"TRENTON, ON K8V 4M9","6313-Accommodation, travel, tourism and related services supervisors",Unknown,1,1
Ontario,    High Wage,10473251 Canada Inc.,"Toronto, ON M4Y 1J8",0631-Restaurant and food service managers,Unknown,1,1
Ontario,    High Wage,10978108 CANADA INC.,"orleans, ON K1C 1E7",6322-Cooks,Unknown,1,2
Ontario,    High Wage,11363921 Canada Ltd.,"NORTH YORK, ON M2R 2A5",6321-Chefs,Unknown,1,1
Ontario,    High Wage,11363921 Canada Ltd.,"NORTH YORK, ON M2R 2A5",6322-Cooks,Unknown,2,2
Ontario,    High Wage,1153102 B.C. LTD.,"Vaughan, ON L4J 8H9","5131-Producers, directors, choreographers and related occupations",Unknown,1,1
Ontario,    High Wage,11536125 CANADA INC.,"BRAMPTON, ON L6X 5N7",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,    High Wage,11577760 Canada Inc.,"Brampton, ON L4T 3W4",1311-Accounting technicians and bookkeepers,Unknown,1,1
Ontario,    High Wage,1238167 ONTARIO LTD,"BRAMPTON, ON L6W 1P5","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
Ontario,    High Wage,12627531 Canada Ltd.,"Concord, ON L4K 4N8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Ontario,    High Wage,1366711 Ontario Limited,"Etobicoke, ON M9W 6B2",6315-Cleaning supervisors,Unknown,1,1
Ontario,    High Wage,1432772 Ontario Inc.,"Cambridge, ON N1R 7J3",0111-Financial managers,Unknown,1,1
Ontario,    High Wage,1441998 Ontario Inc.,"WOODBRIDGE, ON L4H 2G4",7312-Heavy-duty equipment mechanics,Unknown,1,1
Ontario,    High Wage,1445913 Ontario Inc,"Caledon, ON L7C 3M6",7511-Transport truck drivers,Unknown,1,10
Ontario,    High Wage,1514342 ONTARIO LTD.,"Mississauga, ON L4W 1A1",4163-Business development officers and marketing researchers and consultants,Unknown,1,1
Ontario,    High Wage,1578342 Ontario Inc O/A Printwell Printers,"Mississauga, ON L4W 1S4","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario,    High Wage,1578342 Ontario Inc O/A Printwell Printers,"Mississauga, ON L4W 1S4",5241-Graphic designers and illustrators,Unknown,1,1
Ontario,    High Wage,1579901 ONTARIO INC,"Brampton, ON L6T 2H4",7511-Transport truck drivers,Unknown,1,5
Ontario,    High Wage,1615029 Ontario Inc,"Mississauga, ON L5T 1E4",6211-Retail sales supervisors,Unknown,1,1
Ontario,    High Wage,1651708 Ontario Inc.,"Toronto, ON M6L 3C9","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario,    High Wage,1663674 ONTARIO INC.,"CONCORD, ON L4K 3X1","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Ontario,    High Wage,1691634 ONTARIO LIMITED,"Kleinburg, ON L0J 1C0",6322-Cooks,Unknown,1,1
Ontario,    High Wage,1828655 Ontario Inc.,"Toronto, ON M4K 1P6",6321-Chefs,Unknown,1,1
Ontario,    High Wage,1899191 Ontario Inc.,"Toronto, ON M6H 1N5",6332-Bakers,Unknown,1,1
Ontario,    High Wage,1904390 Ontario Inc.,"Brampton, ON L6T 5K1",1226-Conference and event planners,Unknown,1,1
Ontario,    High Wage,1916897 Ontario Inc,"Scarborough, ON M1R 5G4",1221-Administrative officers,Unknown,1,1
Ontario,    High Wage,1948711 Ontario Inc.,"Mississauga, ON L4Z 1T2",0213-Computer and information systems managers,Unknown,1,1
Ontario,    High Wage,2004420 Ontario Inc,"Brampton, ON L6W 0B6",7511-Transport truck drivers,Unknown,1,7
Ontario,    High Wage,2020268 Ontario Ltd.,"Toronto, ON M6G 5B2",7281-Bricklayers,Unknown,1,1
