"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2021 and Business Location, October to December 2024",b,c,d,e,f,g,h
Quebec                                                                     ,High Wage,Fédération des caisses Desjardins du Québec,"Lévis, QC G6V 7N5",11201-Professional occupations in business management consulting,Unknown,2,2
Quebec                                                                     ,High Wage,Fédération des caisses Desjardins du Québec,"Lévis, QC G6V 7N5",13100-Administrative officers,Unknown,1,1
Quebec                                                                     ,High Wage,Fédération des caisses Desjardins du Québec,"Lévis, QC G6V 7N5",63102-Financial sales representatives,Unknown,5,5
Quebec                                                                     ,High Wage,Fédération des transporteurs par autobus,"Québec, QC G2K 0H5","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Quebec                                                                     ,High Wage,Fertilys,"Laval, QC H7S 1Z5",21110-Biologists and related scientists,Unknown,1,1
Quebec                                                                     ,High Wage,FHR LCF Operations Corporation,"Quebec, QC G1R 4P5",65310-Light duty cleaners,Unknown,1,1
Quebec                                                                     ,High Wage,Fives Services Inc,"Québec, QC G1N 4A2",72401-Heavy-duty equipment mechanics,Unknown,2,2
Quebec                                                                     ,High Wage,Flex-Pression Ltée,"LASALLE, QC H8R 2T9",22220-Computer network and web technicians,Corporation,1,1
Quebec                                                                     ,High Wage,"Fondaction, le Fonds de développement de la Confédération des syndicats nationaux pour la coopératio","Montréal, QC H2K 4S3",11201-Professional occupations in business management consulting,Unknown,1,1
Quebec                                                                     ,High Wage,"Fondaction, le Fonds de développement de la Confédération des syndicats nationaux pour la coopératio","Montréal, QC H2K 4S3",21222-Information systems specialists,Unknown,1,1
Quebec                                                                     ,High Wage,Fondation des amis du Parc Safari,"Hemmingford, QC J0L 1H0",12101-Human resources and recruitment officers,Unknown,1,1
Quebec                                                                     ,High Wage,Fontaine Inc,"Woburn, QC G0Y 1R0",72400-Construction millwrights and industrial mechanics,Unknown,1,1
Quebec                                                                     ,High Wage,"Ford Lincoln Gabriel, S.E.C.","Montréal, QC H4T 1A1",10010-Financial managers,Corporation,1,1
Quebec                                                                     ,High Wage,Fournelle Systèmes Structuraux inc,"Bécancour, QC G9H 4Y7",22212-Drafting technologists and technicians,Unknown,1,1
Quebec                                                                     ,High Wage,FPL Mecanique,"SAINT-EUSTACHE, QC J7R 4K3","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Corporation,1,1
Quebec                                                                     ,High Wage,Fromagerie des Basques inc.,"Notre-Dame-des-Neiges, QC G0L 4K0","94140-Process control and machine operators, food and beverage processing",Unknown,1,1
Quebec                                                                     ,High Wage,G Services Miniers Inc.,"LAVAL, QC H7T 2R5",22303-Construction estimators,Corporation,1,1
Quebec                                                                     ,High Wage,GA International inc.,"Laval, QC H7P 6B5",73401-Printing press operators,Unknown,1,1
Quebec                                                                     ,High Wage,GAL AeroStaff Ltd,"Vaudreuil Dorion, QC J7V 5V5",12200-Accounting technicians and bookkeepers,Unknown,1,1
Quebec                                                                     ,High Wage,Garage L Landry et Fils Inc,"Drummondville, QC J2C 3C5","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Unknown,1,1
Quebec                                                                     ,High Wage,Garage Reparateck Ltee,"Longueuil, QC J4N 1C7","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Unknown,1,2
Quebec                                                                     ,High Wage,GARDERIE L'ACADÉMIE DE ST-MICHEL INC.,"Montréal, QC H1Z 3E1",13100-Administrative officers,Unknown,1,1
Quebec                                                                     ,High Wage,Genatec inc.,"Lachine, QC H8T 1A3",20012-Computer and information systems managers,Corporation,1,1
Quebec                                                                     ,High Wage,Genimac Inc.,"Montréal, QC H2S 2G3",22301-Mechanical engineering technologists and technicians,Unknown,3,3
Quebec                                                                     ,High Wage,Geosapiens Inc.,"Québec, QC G1K 1X2",21234-Web developers and programmers,Unknown,1,1
Quebec                                                                     ,High Wage,GESTION DE FLOTTE TRISTAN INC,"Boucherville, QC J4B 6Z5",72106-Welders and related machine operators,Unknown,1,1
Quebec                                                                     ,High Wage,Gestion Devimco Immobilier Inc.,"Brossard, QC J4Z 0P3",73201-General building maintenance workers and building superintendents,Unknown,1,1
Quebec                                                                     ,High Wage,Gestion Immobilière Laucandrique Inc,"Brossard, QC J4Z 3H8",13101-Property administrators,Unknown,1,1
Quebec                                                                     ,High Wage,GESTION PRO-PARK CANADA INC,"LONGUEUIL, QC J4H 1C6",22220-Computer network and web technicians,Unknown,1,1
Quebec                                                                     ,High Wage,Gestrago,"Joliette, QC J6E 4M5","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Quebec                                                                     ,High Wage,Global Construction 2017 inc.,"Armagh, QC G0R 1A0",72310-Carpenters,Unknown,1,1
Quebec                                                                     ,High Wage,GLOBOCAM (MONTRÉAL)INC.,"Pointe Claire, QC H9P 1K1","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1
Quebec                                                                     ,High Wage,Greiche& Scaff,"Saint-Laurent, QC H4S  1A",32100-Opticians,Corporation,1,1
Quebec                                                                     ,High Wage,Group Atallah Inc.,"Montreal, QC H2N 2E7",55109-Other performers,Unknown,3,3
Quebec                                                                     ,High Wage,Groupe AirBoss Défense Ltée,"Acton Vale, QC J0H 1A0",72422-Electrical mechanics,Unknown,1,1
Quebec                                                                     ,High Wage,Groupe Anderson inc.,"Chesterville, QC G0P 1J0",72106-Welders and related machine operators,Unknown,1,3
Quebec                                                                     ,High Wage,GROUPE ARCHVYZ INC.,"Montréal, QC H2Y 2K7",52120-Graphic designers and illustrators,Unknown,1,1
Quebec                                                                     ,High Wage,Groupe Atwill-Morin Inc,"Montréal, QC H2A 1B4",73100-Concrete finishers,Unknown,1,4
